"Pin Information for the Cyclone® IV EP4CE15 Device 
Version 1.3 
B7	VREFB7N1	IO	DIFFIO_T16p	PADD14	F11				DM4T	DM5T1/BWS#5T1	DM5T1/BWS#5T1									
B7	VREFB7N1	CLK8	DIFFCLK_5n		A12	A9	B9	126												
B7	VREFB7N1	CLK9	DIFFCLK_5p		B12	B9	A8	127												
B8	VREFB8N0	CLK10	DIFFCLK_4n		A11	A8	B8	128												
B8	VREFB8N0	CLK11	DIFFCLK_4p		B11	B8	A7	129												
B8	VREFB8N0	IO			H11															
B8	VREFB8N0	IO	DIFFIO_T15n		D10				DQ5T	DQ3T	DQ5T									
B8	VREFB8N0	IO	DIFFIO_T15p		E10															
B8	VREFB8N0	IO	DIFFIO_T14n		A10				DQ5T	DQ3T	DQ5T									
B8	VREFB8N0	IO	DIFFIO_T14p	PADD15	B10															
B8	VREFB8N0	IO	DIFFIO_T13n	PADD16	A9				DQ5T	DQ3T	DQ5T									
B8	VREFB8N0	IO	DIFFIO_T13p	PADD17	B9	C8			"DQS5T/CQ5T#,DPCLK10"	"DQS5T/CQ5T#,DPCLK10"	"DQS5T/CQ5T#,DPCLK10"	"DQS5T/CQ5T#,DPCLK10"	"DQS5T/CQ5T#,DPCLK10"							
B8	VREFB8N0	IO			C10	D8						DQ3T	DQ5T							
B8	VREFB8N0	IO			G11															
B8	VREFB8N0	IO	DIFFIO_T12n	DATA2	A8	E8	C7	132	DQ5T	DQ3T	DQ5T	DQ3T	DQ5T	DQ1T	DQ1T					
B8	VREFB8N0	IO	DIFFIO_T12p	DATA3	B8	F8	B7	133	DQ5T	DQ3T	DQ5T			DQ1T	DQ1T					
B8	VREFB8N0	IO	DIFFIO_T11n	PADD18	A7	A7	B6	134	DQ5T	DQ3T	DQ5T	DQ3T	DQ5T							
B8	VREFB8N0	IO	DIFFIO_T11p	DATA4	B7	B7	A6	135	DQ5T	DQ3T	DQ5T	DQ3T	DQ5T	DQ1T	DQ1T					
B8	VREFB8N0	IO	DIFFIO_T10n	PADD19	A6				DQ5T	DQ3T	DQ5T									
B8	VREFB8N0	IO	DIFFIO_T10p	DATA15	B6				DQ5T	DQ3T	DQ5T									
B8	VREFB8N0	IO	VREFB8N0		E9	C6	C6	136												
B8	VREFB8N0	IO	DIFFIO_T9n	DATA14	C8	A6			"DQS3T/CQ3T#,DPCLK11"	"DQS3T/CQ3T#,DPCLK11"		"DQS3T/CQ3T#,DPCLK11"								
B8	VREFB8N0	IO	DIFFIO_T9p	DATA13	C7	B6			DM5T/BWS#5T	DM3T0/BWS#3T0	DM5T2/BWS#5T2	DQ3T	DQ5T							
B8	VREFB8N0	IO	DIFFIO_T8n		G10															
B8	VREFB8N0	IO	DIFFIO_T8p		G9															
B8	VREFB8N0	IO	DIFFIO_T7n		H10															
B8	VREFB8N0	IO	DIFFIO_T7p		H9															
B8	VREFB8N0	IO		DATA5	A5	E7	A5	137	DQ3T	DQ3T	DQ5T	DQ3T	DQ5T	DQ1T	DQ1T					
B8	VREFB8N1	IO			B5															
B8	VREFB8N1	IO	DIFFIO_T6n		F9															
B8	VREFB8N1	IO	DIFFIO_T6p	DATA6	F10	E6	B4		DQ3T	DQ3T	DQ5T	DQ3T	DQ5T							
B8	VREFB8N1	IO		DATA7	C6	A5	A4		DQ3T	DQ3T	DQ5T	DQ3T	DQ5T							
B8	VREFB8N1	IO	DIFFIO_T5n		A4				DQ3T	DQ3T	DQ5T									
B8	VREFB8N1	IO	DIFFIO_T5p	DATA8	B4	B5			DQ3T	DQ3T	DQ5T	DQ3T	DQ5T							
B8	VREFB8N1	IO	DIFFIO_T4n	DATA9	F8	D6			DQ3T	DQ3T	DQ5T									
B8	VREFB8N1	IO	DIFFIO_T4p		G8															
B8	VREFB8N1	IO	DIFFIO_T3n	DATA10	A3	A4			DQ3T	DQ3T	DQ5T	DM3T/BWS#3T	DM5T1/BWS#5T1							
B8	VREFB8N1	IO	DIFFIO_T3p	DATA11	B3	B4			DQ3T	DQ3T	DQ5T									
B8	VREFB8N1	IO	VREFB8N1		D6	A2	C4	141												
B8	VREFB8N1	IO			E7	D5														
B8	VREFB8N1	IO	DIFFIO_T2n		C3	A3			DQ3T	DQ3T	DQ5T									
B8	VREFB8N1	IO	DIFFIO_T2p	DATA12	C4	B3	A3	142						"DQS1T/CQ1T#,CDPCLK7"	"DQS1T/CQ1T#,CDPCLK7"					
B8	VREFB8N1	IO	DIFFIO_T1n		F7				DM3T/BWS#3T	DM3T1/BWS#3T1	DM5T3/BWS#5T3									
B8	VREFB8N1	IO	DIFFIO_T1p		G7															
B8	VREFB8N1	IO	PLL3_CLKOUTn		E6	C3	A2	143						DQ1T	DQ1T					
B8	VREFB8N1	IO	PLL3_CLKOUTp		E5	D3	B3	144						DM1T	DM1T					
		GND			L10	H7	E3	19												
		GND			L11	H8	G12	27												
		GND			M10	H9	D7	41												
		GND			M11	H10	N14	48												
		GND			L12	J7	M7	57												
		GND			L13	J8	N1	63												
		GND			M12	J9	P13	82												
		GND			M13	J10	P4	95												
		GND			N11	F6	D9	118												
		GND			K11	F10	M3	123												
		GND			N12	J11	R2	131												
		GND			K12	K8	J12	140												
		GND			K13	B2	K4	4												
		GND			N13	B15	N4	22												
		GND			N10	C5	G4	79												
		GND			K10	C12	D5													
		GND			J9	D7	C12													
		GND			D7	D10	D11													
		GND			J5	E4	C14													
		GND			H8	E13	M13													
		GND			A1	G4	M10													
		GND			C5	G13	C2													
		GND			C9	K4	C8													
		GND			C11	K13	E13													
		GND			C12	M4	J2													
		GND			C14	M13	N11													
		GND			C16	N7	P11													
		GND			A22	N10														
		GND			E20	P5														
		GND			G20	P12														
		GND			L20	R2														
		GND			P19	R15														
		GND			V20	E2														
		GND			Y20	H16														
		GND			AB22	H15														
		GND			Y18															
		GND			Y16															
		GND			Y12															
		GND			Y11															
		GND			Y9															
		GND			Y5															
		GND			AB1															
		GND			N3															
		GND			U3															
		GND			W3															
		GND			D3															
		GND			F3															
		GND			K3															
		GND			G2															
		GND			AA2															
		GND			AA22															
		GND			H3															
		GND			R3															
		GND			AB6															
		GND			Y15															
		GND			T20															
		GND			J19															
		GND			C18															
		GND			D8															
		GNDA1			U5	M5	P1	36												
		GNDA2			E18	E12	B15	108												
		GNDA3			F5	E5	B1	2												
		GNDA4			V18	M12	P15	74												
		VCCINT			J11	F7	D3	5												
		VCCINT			J12	F11	D6	29												
		VCCINT			L14	G6	N2	34												
		VCCINT			M14	G7	D10	38												
		VCCINT			P11	G8	F12	45												
		VCCINT			P12	G9	H12	70												
		VCCINT			L9	G10	M8	78												
		VCCINT			M9	H6	M11	84												
		VCCINT			J13	H11	D8	102												
		VCCINT			J14	J6	L3	116												
		VCCINT			K14	K7	P3	124												
		VCCINT			J10	K11	K12	138												
		VCCINT			K9															
		VCCINT			N9															
		VCCINT			P9															
		VCCINT			P10															
		VCCINT			P13															
		VCCINT			U16															
		VCCINT			U17															
		VCCINT			T13															
		VCCINT			J8															
		VCCIO1			D4	E3	F4	17												
		VCCIO1			F4	G3														
		VCCIO1			K4															
		VCCIO1			H4															
		VCCIO2			N4	K3	J4	26												
		VCCIO2			U4	M3														
		VCCIO2			W4															
		VCCIO2			R4															
		VCCIO3			AB2	P4	M5	40												
		VCCIO3			W5	P7	M6	47												
		VCCIO3			W9	T1														
		VCCIO3			W11															
		VCCIO3			AA6															
		VCCIO4			AB21	P10	M9	56												
		VCCIO4			W12	P13	N9	62												
		VCCIO4			W16	T16														
		VCCIO4			W18															
		VCCIO4			Y14															
		VCCIO5			P18	K14	L13	81												
		VCCIO5			V19	M14														
		VCCIO5			Y19															
		VCCIO5			T19															
		VCCIO6			E19	E14	D13	93												
		VCCIO6			G19	G14														
		VCCIO6			L19															
		VCCIO6			J20															
		VCCIO7			A21	A16	C10	117												
		VCCIO7			D12	C10	C11	122												
		VCCIO7			D14	C13														
		VCCIO7			D16															
		VCCIO7			D18															
		VCCIO8			A2	A1	B5	130												
		VCCIO8			D5	C4	C5	139												
		VCCIO8			D9	C7														
		VCCIO8			D11															
		VCCIO8			E8															
		VCCA1			T6	L5	R1	35												
		VCCA2			F18	F12	A15	107												
		VCCA3			G6	F5	A1	3												
		VCCA4			U18	L12	R15	75												
		VCCD_PLL1			U6	N4	P2	37												
		VCCD_PLL2			E17	D13	B14	109												
		VCCD_PLL3			F6	D4	B2	1												
		VCCD_PLL4			V17	N13	P14	73												
Notes:																				
"(1) If the p pin or n pin is not available for the package, the particular differential pair is not supported."									
"(2) For DQS pins that do not have the associated DQpins, the particular DQS is not supported."												
"(3) For more information about pin definition and pin connection guidelines, refer to the "												
      Cyclone IV Device Family Pin Connection Guidelines.																
(4) The E144 package has an exposed pad at the bottom of the package. This exposed pad is a ground pad that must be connected to the ground plane on your PCB.				
"      This exposed pad is used for electrical connectivity, and not for thermal purposes."																				
