Bank Number	VREF	"PinName/Function (2), (3)"	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F896 (4)	DQS for X8/X9 	DQS for X16/ X18	DQS for X32/ X36 	HMC pin assignment for DDR3 (5)	HMC pin assignment for LPDDR2	HPS Pin Mux Select 3	HPS Pin Mux Select 2	HPS Pin Mux Select 1	HPS Pin Mux Select 0
6A	VREFB6AN0_HPS	HPS_DDR					F5				HPS_A_0	HPS_CA_0				
6A	VREFB6AN0_HPS	HPS_DDR					E4				HPS_A_1	HPS_CA_1				
6A	VREFB6AN0_HPS	HPS_DDR					B7				HPS_A_4	HPS_CA_4				
6A	VREFB6AN0_HPS	HPS_DDR					G5				HPS_A_2	HPS_CA_2				
6A	VREFB6AN0_HPS	HPS_DDR					A6				HPS_A_5	HPS_CA_5				
6A	VREFB6AN0_HPS	HPS_DDR					H6				HPS_A_3	HPS_CA_3				
6A	VREFB6AN0_HPS	HPS_DDR					G6				HPS_CK	HPS_CK				
6A	VREFB6AN0_HPS	HPS_DDR					A8				HPS_A_6	HPS_CA_6				
6A	VREFB6AN0_HPS	HPS_DDR					G7				HPS_CK#	HPS_CK#				
6A	VREFB6AN0_HPS	HPS_DDR					A7				HPS_A_7	HPS_CA_7				
6A	VREFB6AN0_HPS	HPS_DDR					A10				HPS_BA_1					
6A	VREFB6AN0_HPS	HPS_DDR					H7				HPS_BA_0					
6A	VREFB6AN0_HPS	HPS_DDR					A9				HPS_BA_2					
6A	VREFB6AN0_HPS	HPS_DDR					E6				HPS_CAS#					
6A	VREFB6AN0_HPS	HPS_DDR					D5				HPS_RAS#					
6A	VREFB6AN0_HPS	HPS_DDR					D6				HPS_A_8	HPS_CA_8				
6A	VREFB6AN0_HPS	HPS_DDR					J6				HPS_A_10					
6A	VREFB6AN0_HPS	HPS_DDR					C6				HPS_A_9	HPS_CA_9				
6A	VREFB6AN0_HPS	HPS_DDR					J7				HPS_A_11					
6A	VREFB6AN0_HPS	HPS_DDR					C9				HPS_CS#_0	HPS_CS#_0				
6A	VREFB6AN0_HPS	HPS_DDR					D7				HPS_A_12					
6A	VREFB6AN0_HPS	HPS_DDR					C10				HPS_CS#_1	HPS_CS#_1				
6A	VREFB6AN0_HPS	HPS_DDR					C7				HPS_A_13					
6A	VREFB6AN0_HPS	HPS_DDR					D9				HPS_A_14					
6A	VREFB6AN0_HPS	HPS_DDR					B9				HPS_WE#					
6A	VREFB6AN0_HPS	HPS_DDR					D8				HPS_A_15					
6A	VREFB6AN0_HPS	HPS_RZQ_0					B10									
		DNU					F7									
		GND					F9									
		GND					F10									
7A		HPS_nRST					M9									
7A		HPS_nPOR					H10									
7A		HPS_TDO					N9									
		VCCRSTCLK_HPS					H9									
7A		HPS_TMS					L9									
7A		HPS_TCK					J11									
7A		HPS_TRST					K9									
7A		HPS_TDI					H11									
		GND					A12									
7A		HPS_PORSEL					A13									
7A		HPS_CLK1					A11									
7A		HPS_CLK2					A14									
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_CLK					A15						TRACE_CLK			HPS_GPIO48
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D0					K10						TRACE_D0	SPIS0_CLK	UART0_RX	HPS_GPIO49
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D1					A16						TRACE_D1	SPIS0_MOSI	UART0_TX	HPS_GPIO50
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D2					L10						TRACE_D2	SPIS0_MISO	I2C1_SDA	HPS_GPIO51
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D3					A18						TRACE_D3	SPIS0_SS0	I2C1_SCL	HPS_GPIO52
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D4					L11						TRACE_D4	SPIS1_CLK		HPS_GPIO53
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D5					A17						TRACE_D5	SPIS1_MOSI		HPS_GPIO54
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D6					M11						TRACE_D6	SPIS1_SS0	I2C0_SDA	HPS_GPIO55
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D7					B15						TRACE_D7	SPIS1_MISO	I2C0_SCL	HPS_GPIO56
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_CLK					A20						SPIM0_CLK	I2C1_SDA	UART0_CTS	HPS_GPIO57
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_MOSI					B16						SPIM0_MOSI	I2C1_SCL	UART0_RTS	HPS_GPIO58
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_MISO					A19						SPIM0_MISO		UART1_CTS	HPS_GPIO59
7A	VREFB7A7B7C7D7EN0_HPS	"SPIM0_SS0,BOOTSEL0"					B13						SPIM0_SS0		UART1_RTS	HPS_GPIO60
7A	VREFB7A7B7C7D7EN0_HPS	UART0_RX					M12						UART0_RX		SPIM0_SS1	HPS_GPIO61
7A	VREFB7A7B7C7D7EN0_HPS	"UART0_TX,CLKSEL1"					B12						UART0_TX		SPIM1_SS1	HPS_GPIO62
7A	VREFB7A7B7C7D7EN0_HPS	I2C0_SDA					N12						I2C0_SDA	UART1_RX	SPIM1_CLK	HPS_GPIO63
7A	VREFB7A7B7C7D7EN0_HPS	I2C0_SCL					B18						I2C0_SCL	UART1_TX	SPIM1_MOSI	HPS_GPIO64
7A	VREFB7A7B7C7D7EN0_HPS	UART0_RX*					C11							UART0_RX	SPIM1_MISO	HPS_GPIO65
7A	VREFB7A7B7C7D7EN0_HPS	"UART0_TX*,CLKSEL0"					B19							UART0_TX	SPIM1_SS0	HPS_GPIO66
7A	VREFB7A7B7C7D7EN0_HPS	SPIS1_CLK					D10						SPIS1_CLK	SPIM1_CLK		HPS_GPIO67
7A	VREFB7A7B7C7D7EN0_HPS	SPIS1_MOSI					F11						SPIS1_MOSI	SPIM1_MOSI		HPS_GPIO68
7A	VREFB7A7B7C7D7EN0_HPS	SPIS1_MISO					J10						SPIS1_MISO	SPIM1_MISO		HPS_GPIO69
7A	VREFB7A7B7C7D7EN0_HPS	SPIS1_SS0					G11						SPIS1_SS0	SPIM1_SS0		HPS_GPIO70
7A	VREFB7A7B7C7D7EN0_HPS	UART1_RX					J9						UART1_RX	SPIM1_SS1		HPS_GPIO62
7A	VREFB7A7B7C7D7EN0_HPS	UART1_TX					A21						UART1_TX	SPIM0_CLK		HPS_GPIO63
7A	VREFB7A7B7C7D7EN0_HPS	I2C1_SDA					E10						I2C1_SDA	SPIM0_MOSI		HPS_GPIO64
7A	VREFB7A7B7C7D7EN0_HPS	I2C1_SCL					A22						I2C1_SCL	SPIM0_MISO		HPS_GPIO65
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_SS0					E9							SPIM0_SS0		HPS_GPIO66
7A	VREFB7A7B7C7D7EN0_HPS	SPIS0_CLK					D11						SPIS0_CLK	SPIM0_SS1		HPS_GPIO67
7A	VREFB7A7B7C7D7EN0_HPS	SPIS0_MOSI					P12						SPIS0_MOSI			HPS_GPIO68
7A	VREFB7A7B7C7D7EN0_HPS	SPIS0_MISO					E11						SPIS0_MISO			HPS_GPIO69
7A	VREFB7A7B7C7D7EN0_HPS	SPIS0_SS0					P13						SPIS0_SS0			HPS_GPIO70
7B	VREFB7A7B7C7D7EN0_HPS	NAND_ALE					A23						NAND_ALE	RGMII1_TX_CLK	QSPI_SS3	HPS_GPIO14
7B	VREFB7A7B7C7D7EN0_HPS	NAND_CE					C22						NAND_CE	RGMII1_TXD0	USB1_D0	HPS_GPIO15
7B	VREFB7A7B7C7D7EN0_HPS	NAND_CLE					B22						NAND_CLE	RGMII1_TXD1	USB1_D1	HPS_GPIO16
7B	VREFB7A7B7C7D7EN0_HPS	NAND_RE					D21						NAND_RE	RGMII1_TXD2	USB1_D2	HPS_GPIO17
7B	VREFB7A7B7C7D7EN0_HPS	NAND_RB					A24						NAND_RB	RGMII1_TXD3	USB1_D3	HPS_GPIO18
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ0					C12						NAND_DQ0	RGMII1_RXD0		HPS_GPIO19
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ1					B24						NAND_DQ1	RGMII1_MDIO	I2C3_SDA	HPS_GPIO20
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ2					D12						NAND_DQ2	RGMII1_MDC	I2C3_SCL	HPS_GPIO21
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ3					C15						NAND_DQ3	RGMII1_RX_CTL	USB1_D4	HPS_GPIO22
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ4					C14						NAND_DQ4	RGMII1_TX_CTL	USB1_D5	HPS_GPIO23
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ5					C16						NAND_DQ5	RGMII1_RX_CLK	USB1_D6	HPS_GPIO24
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ6					C13						NAND_DQ6	RGMII1_RXD1	USB1_D7	HPS_GPIO25
7B	VREFB7A7B7C7D7EN0_HPS	NAND_DQ7					C18						NAND_DQ7	RGMII1_RXD2		HPS_GPIO26
7B	VREFB7A7B7C7D7EN0_HPS	NAND_WP					K12						NAND_WP	RGMII1_RXD3	QSPI_SS2	HPS_GPIO27
7B	VREFB7A7B7C7D7EN0_HPS	"NAND_WE,BOOTSEL2"					C17						NAND_WE	QSPI_SS1		HPS_GPIO28
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_IO0					J12						QSPI_IO0		USB1_CLK	HPS_GPIO29
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_IO1					B21						QSPI_IO1		USB1_STP	HPS_GPIO30
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_IO2					C20						QSPI_IO2		USB1_DIR	HPS_GPIO31
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_IO3					C21						QSPI_IO3		USB1_NXT	HPS_GPIO32
7B	VREFB7A7B7C7D7EN0_HPS	"QSPI_SS0,BOOTSEL1"					C19						QSPI_SS0			HPS_GPIO33
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_CLK					A25						QSPI_CLK			HPS_GPIO34
7B	VREFB7A7B7C7D7EN0_HPS	QSPI_SS1					B25						QSPI_SS1			HPS_GPIO35
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_CMD					D13						SDMMC_CMD	USB0_D0		HPS_GPIO36
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_PWREN					K13						SDMMC_PWREN	USB0_D1		HPS_GPIO37
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D0					D14						SDMMC_D0	USB0_D2		HPS_GPIO38
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D1					L13						SDMMC_D1	USB0_D3		HPS_GPIO39
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D4					E13						SDMMC_D4	USB0_D4		HPS_GPIO40
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D5					N13						SDMMC_D5	USB0_D5		HPS_GPIO41
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D6					F13						SDMMC_D6	USB0_D6		HPS_GPIO42
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D7					P14						SDMMC_D7	USB0_D7		HPS_GPIO43
7C	VREFB7A7B7C7D7EN0_HPS	HPS_GPIO44					G13							USB0_CLK		HPS_GPIO44
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_CCLK_OUT					J13						SDMMC_CCLK_OUT	USB0_STP		HPS_GPIO45
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D2					H13						SDMMC_D2	USB0_DIR		HPS_GPIO46
7C	VREFB7A7B7C7D7EN0_HPS	SDMMC_D3					H12						SDMMC_D3	USB0_NXT		HPS_GPIO47
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TX_CLK					L15						RGMII0_TX_CLK			HPS_GPIO0
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TXD0					N15						RGMII0_TXD0	USB1_D0		HPS_GPIO1
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TXD1					K15						RGMII0_TXD1	USB1_D1		HPS_GPIO2
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TXD2					P15						RGMII0_TXD2	USB1_D2		HPS_GPIO3
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TXD3					D15						RGMII0_TXD3	USB1_D3		HPS_GPIO4
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RXD0					M15						RGMII0_RXD0	USB1_D4		HPS_GPIO5
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_MDIO					E15						RGMII0_MDIO	USB1_D5	I2C2_SDA	HPS_GPIO6
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_MDC 					N16						RGMII0_MDC	USB1_D6	I2C2_SCL	HPS_GPIO7
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RX_CTL					D17						RGMII0_RX_CTL	USB1_D7		HPS_GPIO8
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_TX_CTL					M14						RGMII0_TX_CTL			HPS_GPIO9
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RX_CLK					D16						RGMII0_RX_CLK	USB1_CLK		HPS_GPIO10
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RXD1					L14						RGMII0_RXD1	USB1_STP		HPS_GPIO11
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RXD2					F15						RGMII0_RXD2	USB1_DIR		HPS_GPIO12
7D	VREFB7A7B7C7D7EN0_HPS	RGMII0_RXD3					D19						RGMII0_RXD3	USB1_NXT		HPS_GPIO13
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_TX_CLK					E16						RGMII1_TX_CLK			HPS_GPIO48
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_TXD0					D18						RGMII1_TXD0			HPS_GPIO49
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_TXD1					E19						RGMII1_TXD1			HPS_GPIO50
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_TX_CTL					H15						RGMII1_TX_CTL			HPS_GPIO51
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_RXD0					D20						RGMII1_RXD0			HPS_GPIO52
7D	VREFB7A7B7C7D7EN0_HPS	RGMII1_RXD1					H14						RGMII1_RXD1			HPS_GPIO53
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_MDIO					F16						RGMII1_MDIO	SPIM0_CLK	SPIS0_CLK	HPS_GPIO54
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_MDC					J16						RGMII1_MDC	SPIM0_MOSI	SPIS0_MOSI	HPS_GPIO55
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_TXD2					F17						RGMII1_TXD2	SPIM0_MISO	SPIS0_MISO	HPS_GPIO56
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_TXD3					H16						RGMII1_TXD3	SPIM0_SS0	SPIS0_SS0	HPS_GPIO57
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_RX_CLK					L16						RGMII1_RX_CLK	SPIS1_CLK	SPIM1_CLK	HPS_GPIO58
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_RX_CTL					R16						RGMII1_RX_CTL	SPIS1_MOSI	SPIM1_MOSI	HPS_GPIO59
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_RXD2					K16						RGMII1_RXD2	SPIS1_MISO	SPIM1_MISO	HPS_GPIO60
7E	VREFB7A7B7C7D7EN0_HPS	RGMII1_RXD3					P16						RGMII1_RXD3	SPIS1_SS0	SPIM1_SS0	HPS_GPIO61
		VCCA_FPLL					T16									
		VCCD_FPLL					T15									
		DNU					G16									
8D	VREFB8DN0	IO	CLK19p		DIFFIO_RX_T31p	DIFFOUT_T31p	M17									
8D	VREFB8DN0	IO	CLK19n		DIFFIO_RX_T31n	DIFFOUT_T31n	N17									
8D	VREFB8DN0	IO	CLK18p		DIFFIO_RX_T33p	DIFFOUT_T33p	F18									
8D	VREFB8DN0	IO	CLK18n		DIFFIO_RX_T33n	DIFFOUT_T33n	G18									
8D	VREFB8DN0	IO	"FPLL_TC_CLKOUT2,FPLL_TC_FBp,FPLL_TC_FB1"		DIFFIO_RX_T35p	DIFFOUT_T35p	F19									
8D	VREFB8DN0	IO	"FPLL_TC_CLKOUT3,FPLL_TC_FBn"		DIFFIO_RX_T35n	DIFFOUT_T35n	G19									
8D	VREFB8DN0	IO	"FPLL_TC_CLKOUT0,FPLL_TC_CLKOUTp,FPLL_TC_FB0"		DIFFIO_TX_T36p	DIFFOUT_T36p	J17									
8D	VREFB8DN0	IO	"FPLL_TC_CLKOUT1,FPLL_TC_CLKOUTn"		DIFFIO_TX_T36n	DIFFOUT_T36n	J18									
8D	VREFB8DN0	IO	CLK17p		DIFFIO_RX_T37p	DIFFOUT_T37p	H18									
8D	VREFB8DN0	IO	CLK17n		DIFFIO_RX_T37n	DIFFOUT_T37n	H19									
8D	VREFB8DN0	IO	CLK16p		DIFFIO_RX_T39p	DIFFOUT_T39p	F20									
8D	VREFB8DN0	IO	CLK16n		DIFFIO_RX_T39n	DIFFOUT_T39n	G20									
8D	VREFB8DN0	IO	VREFB8DN0				G17									
8C	VREFB8CN0	IO			DIFFIO_RX_T54p	DIFFOUT_T54p	J19	DQ1T			DQ5_8C_0	DQ5_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T54n	DIFFOUT_T54n	K20	DQ1T			DQ5_8C_1	DQ5_8C_1				
8C	VREFB8CN0	IO			DIFFIO_TX_T55p	DIFFOUT_T55p	P19	DQ1T			DQ5_8C_2	DQ5_8C_2				
8C	VREFB8CN0	IO			DIFFIO_RX_T56p	DIFFOUT_T56p	J20	DQ1T			DQ5_8C_3	DQ5_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T56n	DIFFOUT_T56n	H21	DQ1T			DQ5_8C_4	DQ5_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T57p	DIFFOUT_T57p	N18	DQ1T			DQ5_8C_5	DQ5_8C_5				
8C	VREFB8CN0	IO			DIFFIO_RX_T58p	DIFFOUT_T58p	D22	DQS1T/CQ1T/CQn1T/QKn1T			DQS5_8C	DQS5_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T58n	DIFFOUT_T58n	E22	DQSn1T/QK1T			DQS#5_8C	DQS#5_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T59p	DIFFOUT_T59p	M18	DQ1T			DM5_8C	DM5_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T60p	DIFFOUT_T60p	A29	DQ1T			DQ5_8C_6	DQ5_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T60n	DIFFOUT_T60n	B30	DQ1T			DQ5_8C_7	DQ5_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T61p	DIFFOUT_T61p	L18	DQ1T			DQ5_8C_8	DQ5_8C_8				
8C	VREFB8CN0	IO			DIFFIO_RX_T62p	DIFFOUT_T62p	C23	DQ2T	DQ1T	DQ1T	DQ4_8C_0	DQ4_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T62n	DIFFOUT_T62n	D23	DQ2T	DQ1T	DQ1T	DQ4_8C_1	DQ4_8C_1				
8C	VREFB8CN0	IO					K19	DQ2T	DQ1T	DQ1T	DQ4_8C_2	DQ4_8C_2				
8C	VREFB8CN0	IO	VREFB8CN0				K18									
8C	VREFB8CN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	A28	DQ2T	DQ1T	DQ1T	DQ4_8C_3	DQ4_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	B28	DQ2T	DQ1T	DQ1T	DQ4_8C_4	DQ4_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	M19	DQ2T	DQ1T	DQ1T	DQ4_8C_5	DQ4_8C_5				
8C	VREFB8CN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	D24	DQS2T/CQ2T/CQn2T/QKn2T	DQS1T/CQ1T/CQn1T/QKn1T	DQ1T	DQS4_8C	DQS4_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	E24	DQSn2T/QK2T	DQSn1T/QK1T	DQ1T	DQS#4_8C	DQS#4_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	N19	DQ2T	DQ1T	DQ1T	DM4_8C	DM4_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T67p	DIFFOUT_T67p	B27	DQ2T	DQ1T	DQ1T	DQ4_8C_6	DQ4_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T67n	DIFFOUT_T67n	C27	DQ2T	DQ1T	DQ1T	DQ4_8C_7	DQ4_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	A26	DQ2T	DQ1T	DQ1T	DQ4_8C_8	DQ4_8C_8				
8C	VREFB8CN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	A27									
8C	VREFB8CN0	IO			DIFFIO_RX_T69p	DIFFOUT_T69p	F21	DQ3T	DQ1T	DQ1T	DQ3_8C_0	DQ3_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T69n	DIFFOUT_T69n	G21	DQ3T	DQ1T	DQ1T	DQ3_8C_1	DQ3_8C_1				
8C	VREFB8CN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	M20	DQ3T	DQ1T	DQ1T	DQ3_8C_2	DQ3_8C_2				
8C	VREFB8CN0	IO			DIFFIO_RX_T71p	DIFFOUT_T71p	C26	DQ3T	DQ1T	DQ1T	DQ3_8C_3	DQ3_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T71n	DIFFOUT_T71n	D26	DQ3T	DQ1T	DQ1T	DQ3_8C_4	DQ3_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T72p	DIFFOUT_T72p	N20	DQ3T	DQ1T	DQ1T	DQ3_8C_5	DQ3_8C_5				
8C	VREFB8CN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	F22	DQS3T/CQ3T/CQn3T/QKn3T	DQ1T	DQS1T/CQ1T/CQn1T/QKn1T	DQS3_8C	DQS3_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	G22	DQSn3T/QK3T	DQ1T	DQSn1T/QK1T	DQS#3_8C	DQS#3_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	L21	DQ3T	DQ1T	DQ1T	DM3_8C	DM3_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	C24	DQ3T	DQ1T	DQ1T	DQ3_8C_6	DQ3_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	C25	DQ3T	DQ1T	DQ1T	DQ3_8C_7	DQ3_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	K21	DQ3T	DQ1T	DQ1T	DQ3_8C_8	DQ3_8C_8				
8B	VREFB8BN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	K22	DQ4T	DQ2T	DQ1T	DQ2_8B_0	DQ2_8B_0				
8B	VREFB8BN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	J22	DQ4T	DQ2T	DQ1T	DQ2_8B_1	DQ2_8B_1				
8B	VREFB8BN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	G23	DQ4T	DQ2T	DQ1T	DQ2_8B_2	DQ2_8B_2				
8B	VREFB8BN0	IO			DIFFIO_RX_T79p	DIFFOUT_T79p	M22	DQ4T	DQ2T	DQ1T	DQ2_8B_3	DQ2_8B_3				
8B	VREFB8BN0	IO			DIFFIO_RX_T79n	DIFFOUT_T79n	L22	DQ4T	DQ2T	DQ1T	DQ2_8B_4	DQ2_8B_4				
8B	VREFB8BN0	IO			DIFFIO_TX_T80p	DIFFOUT_T80p	J23	DQ4T	DQ2T	DQ1T	DQ2_8B_5	DQ2_8B_5				
8B	VREFB8BN0	IO			DIFFIO_RX_T81p	DIFFOUT_T81p	E25	DQS4T/CQ4T/CQn4T/QKn4T	DQS2T/CQ2T/CQn2T/QKn2T	DQ1T	DQS2_8B	DQS2_8B				
8B	VREFB8BN0	IO			DIFFIO_RX_T81n	DIFFOUT_T81n	F24	DQSn4T/QK4T	DQSn2T/QK2T	DQ1T	DQS#2_8B	DQS#2_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T82p	DIFFOUT_T82p	H24	DQ4T	DQ2T	DQ1T	DM2_8B	DM2_8B				
8B	VREFB8BN0	IO			DIFFIO_RX_T83p	DIFFOUT_T83p	N21	DQ4T	DQ2T	DQ1T	DQ2_8B_6	DQ2_8B_6				
8B	VREFB8BN0	IO			DIFFIO_RX_T83n	DIFFOUT_T83n	M21	DQ4T	DQ2T	DQ1T	DQ2_8B_7	DQ2_8B_7				
8B	VREFB8BN0	IO			DIFFIO_TX_T84p	DIFFOUT_T84p	K24	DQ4T	DQ2T	DQ1T	DQ2_8B_8	DQ2_8B_8				
8B	VREFB8BN0	IO			DIFFIO_RX_T85p	DIFFOUT_T85p	F26	DQ5T	DQ2T	DQ1T	DQ1_8B_0	DQ1_8B_0				
8B	VREFB8BN0	IO			DIFFIO_RX_T85n	DIFFOUT_T85n	F27	DQ5T	DQ2T	DQ1T	DQ1_8B_1	DQ1_8B_1				
8B	VREFB8BN0	IO					J24	DQ5T	DQ2T	DQ1T	DQ1_8B_2	DQ1_8B_2				
8B	VREFB8BN0	IO	VREFB8BN0				H22									
8B	VREFB8BN0	IO			DIFFIO_RX_T86p	DIFFOUT_T86p	D27	DQ5T	DQ2T	DQ1T	DQ1_8B_3	DQ1_8B_3				
8B	VREFB8BN0	IO			DIFFIO_RX_T86n	DIFFOUT_T86n	D28	DQ5T	DQ2T	DQ1T	DQ1_8B_4	DQ1_8B_4				
8B	VREFB8BN0	IO			DIFFIO_TX_T87p	DIFFOUT_T87p	K25	DQ5T	DQ2T	DQ1T	DQ1_8B_5	DQ1_8B_5				
8B	VREFB8BN0	IO			DIFFIO_TX_T87n	DIFFOUT_T87n	L24									
8B	VREFB8BN0	IO			DIFFIO_RX_T88p	DIFFOUT_T88p	C28	DQS5T/CQ5T/CQn5T/QKn5T	DQ2T	DQ1T	DQS1_8B	DQS1_8B				
8B	VREFB8BN0	IO			DIFFIO_RX_T88n	DIFFOUT_T88n	C29	DQSn5T/QK5T	DQ2T	DQ1T	DQS#1_8B	DQS#1_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T89p	DIFFOUT_T89p	G24	DQ5T	DQ2T	DQ1T	DM1_8B	DM1_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T89n	DIFFOUT_T89n	G25									
8B	VREFB8BN0	IO			DIFFIO_RX_T90p	DIFFOUT_T90p	P21	DQ5T	DQ2T	DQ1T	DQ1_8B_6	DQ1_8B_6				
8B	VREFB8BN0	IO			DIFFIO_RX_T90n	DIFFOUT_T90n	N22	DQ5T	DQ2T	DQ1T	DQ1_8B_7	DQ1_8B_7				
8B	VREFB8BN0	IO			DIFFIO_TX_T91p	DIFFOUT_T91p	D30	DQ5T	DQ2T	DQ1T	DQ1_8B_8	DQ1_8B_8				
8B	VREFB8BN0	IO			DIFFIO_TX_T91n	DIFFOUT_T91n	C30				RESET#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T92p	DIFFOUT_T92p	E28	DQ6T	DQ3T		CK_8A	CK_8A				
8A	VREFB8AN0	IO			DIFFIO_RX_T92n	DIFFOUT_T92n	D29	DQ6T	DQ3T		CK#_8A	CK#_8A				
