Bank Number	VREF	"PinName/Function (2), (3)"	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F1517 (4)	DQS for X8/X9 	DQS for X16/ X18	DQS for X32/ X36 	HMC pin assignment for DDR3 (5)	HMC pin assignment for LPDDR2	HPS Pin Mux Select 3	HPS Pin Mux Select 2	HPS Pin Mux Select 1	HPS Pin Mux Select 0
8D	VREFB8DN0	IO			DIFFIO_TX_T53n	DIFFOUT_T53n	J24									
8C	VREFB8CN0	IO			DIFFIO_RX_T54p	DIFFOUT_T54p	T26	DQ4T	DQ2T	DQ1T	DQ5_8C_0	DQ5_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T54n	DIFFOUT_T54n	T25	DQ4T	DQ2T	DQ1T	DQ5_8C_1	DQ5_8C_1				
8C	VREFB8CN0	IO			DIFFIO_TX_T55p	DIFFOUT_T55p	G25	DQ4T	DQ2T	DQ1T	DQ5_8C_2	DQ5_8C_2				
8C	VREFB8CN0	IO			DIFFIO_TX_T55n	DIFFOUT_T55n	H25									
8C	VREFB8CN0	IO			DIFFIO_RX_T56p	DIFFOUT_T56p	N24	DQ4T	DQ2T	DQ1T	DQ5_8C_3	DQ5_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T56n	DIFFOUT_T56n	P24	DQ4T	DQ2T	DQ1T	DQ5_8C_4	DQ5_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T57p	DIFFOUT_T57p	R24	DQ4T	DQ2T	DQ1T	DQ5_8C_5	DQ5_8C_5				
8C	VREFB8CN0	IO			DIFFIO_TX_T57n	DIFFOUT_T57n	T24									
8C	VREFB8CN0	IO			DIFFIO_RX_T58p	DIFFOUT_T58p	A25	DQS4T/CQ4T/CQn4T/QKn4T	DQ2T	DQ1T	DQS5_8C	DQS5_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T58n	DIFFOUT_T58n	B25	DQSn4T/QK4T	DQ2T	DQ1T	DQS#5_8C	DQS#5_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T59p	DIFFOUT_T59p	K24	DQ4T	DQ2T	DQ1T	DM5_8C	DM5_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T59n	DIFFOUT_T59n	L24									
8C	VREFB8CN0	IO			DIFFIO_RX_T60p	DIFFOUT_T60p	D25	DQ4T	DQ2T	DQ1T	DQ5_8C_6	DQ5_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T60n	DIFFOUT_T60n	E25	DQ4T	DQ2T	DQ1T	DQ5_8C_7	DQ5_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T61p	DIFFOUT_T61p	P25	DQ4T	DQ2T	DQ1T	DQ5_8C_8	DQ5_8C_8				
8C	VREFB8CN0	IO			DIFFIO_TX_T61n	DIFFOUT_T61n	R25									
8C	VREFB8CN0	IO			DIFFIO_RX_T62p	DIFFOUT_T62p	C26	DQ5T	DQ3T	DQ2T	DQ4_8C_0	DQ4_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T62n	DIFFOUT_T62n	D26	DQ5T	DQ3T	DQ2T	DQ4_8C_1	DQ4_8C_1				
8C	VREFB8CN0	IO					K25	DQ5T	DQ3T	DQ2T	DQ4_8C_2	DQ4_8C_2				
8C	VREFB8CN0	IO	VREFB8CN0				L25									
8C	VREFB8CN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	R26	DQ5T	DQ3T	DQ2T	DQ4_8C_3	DQ4_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	T27	DQ5T	DQ3T	DQ2T	DQ4_8C_4	DQ4_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	A26	DQ5T	DQ3T	DQ2T	DQ4_8C_5	DQ4_8C_5				
8C	VREFB8CN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	A27									
8C	VREFB8CN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	M26	DQS5T/CQ5T/CQn5T/QKn5T	DQS3T/CQ3T/CQn3T/QKn3T	DQ2T	DQS4_8C	DQS4_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	N26	DQSn5T/QK5T	DQSn3T/QK3T	DQ2T	DQS#4_8C	DQS#4_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	J26	DQ5T	DQ3T	DQ2T	DM4_8C	DM4_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T66n	DIFFOUT_T66n	K26									
8C	VREFB8CN0	IO			DIFFIO_RX_T67p	DIFFOUT_T67p	F26	DQ5T	DQ3T	DQ2T	DQ4_8C_6	DQ4_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T67n	DIFFOUT_T67n	G26	DQ5T	DQ3T	DQ2T	DQ4_8C_7	DQ4_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	M25	DQ5T	DQ3T	DQ2T	DQ4_8C_8	DQ4_8C_8				
8C	VREFB8CN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	N25									
8C	VREFB8CN0	IO			DIFFIO_RX_T69p	DIFFOUT_T69p	P27	DQ6T	DQ3T	DQ2T	DQ3_8C_0	DQ3_8C_0				
8C	VREFB8CN0	IO			DIFFIO_RX_T69n	DIFFOUT_T69n	R27	DQ6T	DQ3T	DQ2T	DQ3_8C_1	DQ3_8C_1				
8C	VREFB8CN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	H27	DQ6T	DQ3T	DQ2T	DQ3_8C_2	DQ3_8C_2				
8C	VREFB8CN0	IO			DIFFIO_TX_T70n	DIFFOUT_T70n	J27									
8C	VREFB8CN0	IO			DIFFIO_RX_T71p	DIFFOUT_T71p	B27	DQ6T	DQ3T	DQ2T	DQ3_8C_3	DQ3_8C_3				
8C	VREFB8CN0	IO			DIFFIO_RX_T71n	DIFFOUT_T71n	C27	DQ6T	DQ3T	DQ2T	DQ3_8C_4	DQ3_8C_4				
8C	VREFB8CN0	IO			DIFFIO_TX_T72p	DIFFOUT_T72p	E27	DQ6T	DQ3T	DQ2T	DQ3_8C_5	DQ3_8C_5				
8C	VREFB8CN0	IO			DIFFIO_TX_T72n	DIFFOUT_T72n	F27									
8C	VREFB8CN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	R28	DQS6T/CQ6T/CQn6T/QKn6T	DQ3T	DQS2T/CQ2T/CQn2T/QKn2T	DQS3_8C	DQS3_8C				
8C	VREFB8CN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	T28	DQSn6T/QK6T	DQ3T	DQSn2T/QK2T	DQS#3_8C	DQS#3_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	K27	DQ6T	DQ3T	DQ2T	DM3_8C	DM3_8C				
8C	VREFB8CN0	IO			DIFFIO_TX_T74n	DIFFOUT_T74n	L27									
8C	VREFB8CN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	M27	DQ6T	DQ3T	DQ2T	DQ3_8C_6	DQ3_8C_6				
8C	VREFB8CN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	N27	DQ6T	DQ3T	DQ2T	DQ3_8C_7	DQ3_8C_7				
8C	VREFB8CN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	N28	DQ6T	DQ3T	DQ2T	DQ3_8C_8	DQ3_8C_8				
8C	VREFB8CN0	IO			DIFFIO_TX_T76n	DIFFOUT_T76n	P28									
8B	VREFB8BN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	L28	DQ7T	DQ4T	DQ2T	DQ2_8B_0	DQ2_8B_0				
8B	VREFB8BN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	M28	DQ7T	DQ4T	DQ2T	DQ2_8B_1	DQ2_8B_1				
8B	VREFB8BN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	H28	DQ7T	DQ4T	DQ2T	DQ2_8B_2	DQ2_8B_2				
8B	VREFB8BN0	IO			DIFFIO_TX_T78n	DIFFOUT_T78n	J28									
8B	VREFB8BN0	IO			DIFFIO_RX_T79p	DIFFOUT_T79p	C28	DQ7T	DQ4T	DQ2T	DQ2_8B_3	DQ2_8B_3				
8B	VREFB8BN0	IO			DIFFIO_RX_T79n	DIFFOUT_T79n	D28	DQ7T	DQ4T	DQ2T	DQ2_8B_4	DQ2_8B_4				
8B	VREFB8BN0	IO			DIFFIO_TX_T80p	DIFFOUT_T80p	F28	DQ7T	DQ4T	DQ2T	DQ2_8B_5	DQ2_8B_5				
8B	VREFB8BN0	IO			DIFFIO_TX_T80n	DIFFOUT_T80n	G28									
8B	VREFB8BN0	IO			DIFFIO_RX_T81p	DIFFOUT_T81p	R29	DQS7T/CQ7T/CQn7T/QKn7T	DQS4T/CQ4T/CQn4T/QKn4T	DQ2T	DQS2_8B	DQS2_8B				
8B	VREFB8BN0	IO			DIFFIO_RX_T81n	DIFFOUT_T81n	T29	DQSn7T/QK7T	DQSn4T/QK4T	DQ2T	DQS#2_8B	DQS#2_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T82p	DIFFOUT_T82p	J29	DQ7T	DQ4T	DQ2T	DM2_8B	DM2_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T82n	DIFFOUT_T82n	K29									
8B	VREFB8BN0	IO			DIFFIO_RX_T83p	DIFFOUT_T83p	M29	DQ7T	DQ4T	DQ2T	DQ2_8B_6	DQ2_8B_6				
8B	VREFB8BN0	IO			DIFFIO_RX_T83n	DIFFOUT_T83n	N29	DQ7T	DQ4T	DQ2T	DQ2_8B_7	DQ2_8B_7				
8B	VREFB8BN0	IO			DIFFIO_TX_T84p	DIFFOUT_T84p	F29	DQ7T	DQ4T	DQ2T	DQ2_8B_8	DQ2_8B_8				
8B	VREFB8BN0	IO			DIFFIO_TX_T84n	DIFFOUT_T84n	G29									
8B	VREFB8BN0	IO			DIFFIO_RX_T85p	DIFFOUT_T85p	B28	DQ8T	DQ4T	DQ2T	DQ1_8B_0	DQ1_8B_0				
8B	VREFB8BN0	IO			DIFFIO_RX_T85n	DIFFOUT_T85n	C29	DQ8T	DQ4T	DQ2T	DQ1_8B_1	DQ1_8B_1				
8B	VREFB8BN0	IO					R30	DQ8T	DQ4T	DQ2T	DQ1_8B_2	DQ1_8B_2				
8B	VREFB8BN0	IO	VREFB8BN0				R31									
8B	VREFB8BN0	IO			DIFFIO_RX_T86p	DIFFOUT_T86p	A29	DQ8T	DQ4T	DQ2T	DQ1_8B_3	DQ1_8B_3				
8B	VREFB8BN0	IO			DIFFIO_RX_T86n	DIFFOUT_T86n	A28	DQ8T	DQ4T	DQ2T	DQ1_8B_4	DQ1_8B_4				
8B	VREFB8BN0	IO			DIFFIO_TX_T87p	DIFFOUT_T87p	L30	DQ8T	DQ4T	DQ2T	DQ1_8B_5	DQ1_8B_5				
8B	VREFB8BN0	IO			DIFFIO_TX_T87n	DIFFOUT_T87n	M30									
8B	VREFB8BN0	IO			DIFFIO_RX_T88p	DIFFOUT_T88p	N30	DQS8T/CQ8T/CQn8T/QKn8T	DQ4T	DQ2T	DQS1_8B	DQS1_8B				
8B	VREFB8BN0	IO			DIFFIO_RX_T88n	DIFFOUT_T88n	P30	DQSn8T/QK8T	DQ4T	DQ2T	DQS#1_8B	DQS#1_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T89p	DIFFOUT_T89p	J30	DQ8T	DQ4T	DQ2T	DM1_8B	DM1_8B				
8B	VREFB8BN0	IO			DIFFIO_TX_T89n	DIFFOUT_T89n	K30									
8B	VREFB8BN0	IO			DIFFIO_RX_T90p	DIFFOUT_T90p	D30	DQ8T	DQ4T	DQ2T	DQ1_8B_6	DQ1_8B_6				
8B	VREFB8BN0	IO			DIFFIO_RX_T90n	DIFFOUT_T90n	D29	DQ8T	DQ4T	DQ2T	DQ1_8B_7	DQ1_8B_7				
8B	VREFB8BN0	IO			DIFFIO_TX_T91p	DIFFOUT_T91p	F30	DQ8T	DQ4T	DQ2T	DQ1_8B_8	DQ1_8B_8				
8B	VREFB8BN0	IO			DIFFIO_TX_T91n	DIFFOUT_T91n	G30				RESET#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T92p	DIFFOUT_T92p	B30	DQ9T	DQ5T		CK_8A	CK_8A				
8A	VREFB8AN0	IO			DIFFIO_RX_T92n	DIFFOUT_T92n	C30	DQ9T	DQ5T		CK#_8A	CK#_8A				
8A	VREFB8AN0	IO			DIFFIO_TX_T93p	DIFFOUT_T93p	E31	DQ9T	DQ5T		CKE_8A_0	CKE_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T93n	DIFFOUT_T93n	F31				CKE_8A_1	CKE_8A_1				
8A	VREFB8AN0	IO			DIFFIO_RX_T94p	DIFFOUT_T94p	B31	DQ9T	DQ5T		A_8A_0	CA_8A_0				
8A	VREFB8AN0	IO			DIFFIO_RX_T94n	DIFFOUT_T94n	A30	DQ9T	DQ5T		A_8A_1	CA_8A_1				
8A	VREFB8AN0	IO			DIFFIO_TX_T95p	DIFFOUT_T95p	A31	DQ9T	DQ5T		A_8A_2	CA_8A_2				
8A	VREFB8AN0	IO			DIFFIO_TX_T95n	DIFFOUT_T95n	A32				A_8A_3	CA_8A_3				
8A	VREFB8AN0	IO			DIFFIO_RX_T96p	DIFFOUT_T96p	A33	DQS9T/CQ9T/CQn9T/QKn9T	DQS5T/CQ5T/CQn5T/QKn5T		A_8A_4	CA_8A_4				
8A	VREFB8AN0	IO			DIFFIO_RX_T96n	DIFFOUT_T96n	B33	DQSn9T/QK9T	DQSn5T/QK5T		A_8A_5	CA_8A_5				
8A	VREFB8AN0	IO			DIFFIO_TX_T97p	DIFFOUT_T97p	H31	DQ9T	DQ5T		A_8A_6	CA_8A_6				
8A	VREFB8AN0	IO			DIFFIO_TX_T97n	DIFFOUT_T97n	J31				A_8A_7	CA_8A_7				
8A	VREFB8AN0	IO			DIFFIO_RX_T98p	DIFFOUT_T98p	C31	DQ9T	DQ5T		A_8A_8	CA_8A_8				
8A	VREFB8AN0	IO			DIFFIO_RX_T98n	DIFFOUT_T98n	D31	DQ9T	DQ5T		A_8A_9	CA_8A_9				
8A	VREFB8AN0	IO			DIFFIO_TX_T99p	DIFFOUT_T99p	C32	DQ9T	DQ5T		A_8A_10					
8A	VREFB8AN0	IO			DIFFIO_TX_T99n	DIFFOUT_T99n	D32				A_8A_11					
8A	VREFB8AN0	IO			DIFFIO_RX_T100p	DIFFOUT_T100p	N31	DQ10T	DQ5T		A_8A_12					
8A	VREFB8AN0	IO			DIFFIO_RX_T100n	DIFFOUT_T100n	P31	DQ10T	DQ5T		A_8A_13					
8A	VREFB8AN0	IO			DIFFIO_TX_T101p	DIFFOUT_T101p	J32	DQ10T	DQ5T		A_8A_14					
8A	VREFB8AN0	IO			DIFFIO_TX_T101n	DIFFOUT_T101n	K32				A_8A_15					
8A	VREFB8AN0	IO			DIFFIO_RX_T102p	DIFFOUT_T102p	M32	DQ10T	DQ5T		BA_8A_0					
8A	VREFB8AN0	IO			DIFFIO_RX_T102n	DIFFOUT_T102n	N32	DQ10T	DQ5T		BA_8A_1					
8A	VREFB8AN0	IO			DIFFIO_TX_T103p	DIFFOUT_T103p	J34	DQ10T	DQ5T		BA_8A_2					
8A	VREFB8AN0	IO			DIFFIO_TX_T103n	DIFFOUT_T103n	K34				RAS#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T104p	DIFFOUT_T104p	L33	DQS10T/CQ10T/CQn10T/QKn10T	DQ5T		CAS#_8A					
8A	VREFB8AN0	IO			DIFFIO_RX_T104n	DIFFOUT_T104n	M33	DQSn10T/QK10T	DQ5T		WE#_8A					
8A	VREFB8AN0	IO			DIFFIO_TX_T105p	DIFFOUT_T105p	L31	DQ10T	DQ5T		ODT_8A_0	ODT_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T105n	DIFFOUT_T105n	M31				ODT_8A_1	ODT_8A_1				
8A	VREFB8AN0	IO	CLK23p		DIFFIO_RX_T106p	DIFFOUT_T106p	N34	DQ10T	DQ5T							
8A	VREFB8AN0	IO	CLK23n		DIFFIO_RX_T106n	DIFFOUT_T106n	N33	DQ10T	DQ5T							
8A	VREFB8AN0	IO			DIFFIO_TX_T107p	DIFFOUT_T107p	L34	DQ10T	DQ5T		CS#_8A_0	CS#_8A_0				
8A	VREFB8AN0	IO			DIFFIO_TX_T107n	DIFFOUT_T107n	M34				CS#_8A_1	CS#_8A_1				
8A	VREFB8AN0	IO	CLK22p		DIFFIO_RX_T108p	DIFFOUT_T108p	E34	DQ11T								
8A	VREFB8AN0	IO	CLK22n		DIFFIO_RX_T108n	DIFFOUT_T108n	F34	DQ11T								
8A	VREFB8AN0	IO					J33	DQ11T								
8A	VREFB8AN0	IO	VREFB8AN0				H33									
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT2,FPLL_TL_FBp,FPLL_TL_FB1"		DIFFIO_RX_T109p	DIFFOUT_T109p	B34	DQ11T								
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT3,FPLL_TL_FBn"		DIFFIO_RX_T109n	DIFFOUT_T109n	A35	DQ11T								
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB0"		DIFFIO_TX_T110p	DIFFOUT_T110p	C33	DQ11T								
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T110n	DIFFOUT_T110n	D33									
8A	VREFB8AN0	IO	CLK21p		DIFFIO_RX_T111p	DIFFOUT_T111p	G34	DQS11T/CQ11T/CQn11T/QKn11T								
8A	VREFB8AN0	IO	CLK21n		DIFFIO_RX_T111n	DIFFOUT_T111n	H34	DQSn11T/QK11T								
8A	VREFB8AN0	IO			DIFFIO_TX_T112p	DIFFOUT_T112p	F32	DQ11T								
8A	VREFB8AN0	IO			DIFFIO_TX_T112n	DIFFOUT_T112n	G32									
8A	VREFB8AN0	IO	CLK20p		DIFFIO_RX_T113p	DIFFOUT_T113p	C34	DQ11T								
8A	VREFB8AN0	IO	CLK20n		DIFFIO_RX_T113n	DIFFOUT_T113n	D34	DQ11T								
8A	VREFB8AN0	IO			DIFFIO_TX_T114p	DIFFOUT_T114p	E33	DQ11T								
8A	VREFB8AN0	IO	RZQ_6		DIFFIO_TX_T114n	DIFFOUT_T114n	F33									
8A		MSEL0		MSEL0			H35									
8A		MSEL1		MSEL1			A34									
8A		MSEL2		MSEL2			D35									
8A		MSEL3		MSEL3			A37									
8A		MSEL4		MSEL4			P34									
8A		CONF_DONE		CONF_DONE			K35									
8A		nSTATUS		nSTATUS			F35									
8A		nCE		nCE			M35									
8A		nCONFIG		nCONFIG			A36									
		GND					P35									
		VCC_HPS					V16									
		GND					W16									
		GND					AA33									
		GND					AA35									
		GND					AA38									
		GND					AA39									
		GND					AB31									
		GND					AB32									
		GND					AB34									
		GND					AB36									
		GND					AB37									
		GND					AC33									
		GND					AC38									
		GND					AC39									
		GND					AD32									
		GND					AD36									
		GND					AD37									
		GND					AE33									
		GND					AE35									
		GND					AE38									
		GND					AE39									
		GND					AF31									
		GND					AF32									
		GND					AF34									
		GND					AF36									
		GND					AF37									
		GND					AG38									
		GND					AG39									
		GND					AH32									
		GND					AH33									
		GND					AH34									
		GND					AH35									
		GND					AH36									
		GND					AH37									
		GND					AJ35									
		GND					AJ38									
		GND					AJ39									
		GND					AK36									
		GND					AK37									
		GND					AL35									
		GND					AL38									
		GND					AL39									
		GND					AM36									
		GND					AM37									
		GND					AN35									
		GND					AN38									
		GND					AN39									
		GND					AP36									
		GND					AP37									
		GND					AR35									
		GND					AR38									
		GND					AR39									
		GND					AT36									
		GND					AT37									
		GND					AU35									
		GND					AU38									
		GND					AU39									
		GND					AV35									
		GND					AV36									
		GND					AV37									
		GND					AV38									
		GND					AV39									
		GND					AW35									
		GND					AW38									
		GND					B36									
		GND					B37									
		GND					C35									
		GND					C38									
		GND					C39									
		GND					D36									
		GND					D37									
		GND					E35									
		GND					E38									
		GND					E39									
		GND					F36									
		GND					F37									
		GND					G35									
		GND					G38									
		GND					G39									
		GND					H36									
		GND					H37									
		GND					J35									
		GND					J38									
		GND					J39									
		GND					K36									
		GND					K37									
		GND					L35									
		GND					L38									
		GND					L39									
		GND					M36									
		GND					M37									
		GND					N35									
		GND					N38									
		GND					N39									
		GND					P36									
		GND					P37									
		GND					R34									
		GND					R38									
		GND					R39									
		GND					T32									
		GND					T36									
		GND					T37									
		GND					U33									
		GND					U35									
		GND					U38									
		GND					U39									
		GND					V32									
		GND					V34									
		GND					V36									
		GND					V37									
		GND					W33									
		GND					W38									
		GND					W39									
		GND					Y31									
		GND					Y32									
		GND					Y36									
		GND					Y37									
		GND					AA3									
		GND					AA4									
		GND					AA6									
		GND					AA8									
		GND					AB1									
		GND					AB2									
		GND					AB7									
		GND					AC3									
		GND					AC4									
		GND					AC8									
		GND					AD1									
		GND					AD2									
		GND					AD5									
		GND					AD7									
		GND					AE3									
		GND					AE4									
		GND					AE6									
		GND					AE8									
		GND					AF1									
		GND					AF2									
		GND					AF9									
		GND					AG3									
		GND					AG4									
		GND					AG5									
		GND					AG6									
		GND					AG7									
		GND					AG8									
		GND					AH1									
		GND					AH2									
		GND					AH5									
		GND					AJ3									
		GND					AJ4									
		GND					AK1									
		GND					AK2									
		GND					AK5									
		GND					AL3									
		GND					AL4									
		GND					AM1									
		GND					AM2									
		GND					AM5									
		GND					AN3									
		GND					AN4									
		GND					AP1									
		GND					AP2									
		GND					AP5									
		GND					AR3									
		GND					AR4									
		GND					AT1									
		GND					AT2									
		GND					AT5									
		GND					AU3									
		GND					AU4									
		GND					AV1									
		GND					AV2									
		GND					N3									
		GND					N4									
		GND					P1									
		GND					P2									
		GND					P5									
		GND					R3									
		GND					R4									
		GND					R5									
		GND					T1									
		GND					T2									
		GND					T5									
		GND					U3									
		GND					U4									
		GND					U5									
		GND					U6									
		GND					V1									
		GND					V2									
		GND					V7									
		GND					W3									
		GND					W4									
		GND					W8									
		GND					Y1									
		GND					Y2									
		GND					Y5									
		GND					Y7									
		VCCP					AA21									
		VCCP					AA25									
		VCCP					AB15									
		VCCP					U10									
		VCCP					U16									
		VCCP					V25									
		VCCP					V27									
		VCCP					W10									
		VCCP					Y27									
		VCCA_FPLL					AC30									
		VCCA_FPLL					AC9									
		VCCA_FPLL					Y30									
		VCCA_FPLL					AA9									
		VCCA_FPLL					V31									
		VCCPLL_HPS					U8									
		VCCBAT					R33									
		VCC_AUX					AB14									
		VCC_AUX					AB26									
		VCC_AUX					U28									
		VCC_AUX_SHARED					U15									
		VCCD_FPLL					AD31									
		VCCD_FPLL					AE9									
		VCCD_FPLL					W30									
		VCCD_FPLL					W9									
		VCCD_FPLL					T31									
		VCCA_GXBL0					AF33									
		VCCA_GXBR0					AE7									
		VCCA_GXBL1					AB33									
		VCCA_GXBR1					AA7									
		VCCA_GXBL2					V33									
		VCCH_GXBL0					AD33									
		VCCH_GXBR0					AC7									
		VCCH_GXBL1					Y33									
		VCCH_GXBR1					W7									
		VCCH_GXBL2					T33									
		VCCL_GXBL0					AD34									
		VCCL_GXBL0					AD35									
		VCCL_GXBR0					AC5									
		VCCL_GXBR0					AC6									
		VCCL_GXBL1					Y34									
		VCCL_GXBL1					Y35									
		VCCL_GXBR1					W5									
		VCCL_GXBR1					W6									
		VCCL_GXBL2					T34									
		VCCL_GXBL2					T35									
		VCCR_GXBL					U34									
		VCCR_GXBL					W34									
		VCCR_GXBL					AA34									
		VCCR_GXBL					AB35									
		VCCR_GXBL					AC35									
		VCCR_GXBL					AE34									
		VCCR_GXBL					AF35									
		VCCR_GXBR					V5									
		VCCR_GXBR					V6									
		VCCR_GXBR					Y6									
		VCCR_GXBR					AA5									
		VCCR_GXBR					AB5									
		VCCR_GXBR					AB6									
		VCCT_GXBL0					AG35									
		VCCT_GXBL0					AG34									
		VCCT_GXBR0					AD6									
		VCCT_GXBR0					AE5									
		VCCT_GXBL1					W35									
		VCCT_GXBL1					V35									
		VCCT_GXBR1					AF5									
		VCCT_GXBR1					AF6									
		VCCT_GXBL2					R35									
		VCCT_GXBL2					AC34									
		VCC					AA10									
		VCC					AA12									
		VCC					AA14									
		VCC					AA16									
		VCC					AA18									
		VCC					AA20									
		VCC					AA22									
		VCC					AA24									
		VCC					AA26									
		VCC					AB11									
		VCC					AB17									
		VCC					U18									
		VCC					V17									
		VCC					V22									
		VCC					V23									
		VCC					V29									
		VCC					W20									
		VCC					W18									
		VCC					W22									
		VCC					W24									
		VCC					W26									
		VCC					W28									
		VCC					Y11									
		VCC					Y15									
		VCC					Y17									
		VCC					Y19									
		VCC					Y23									
		VCC					Y25									
		VCC					Y29									
		VCC					Y21									
		VCC_HPS					U12									
		VCC_HPS					V11									
		VCC_HPS					V12									
		VCC_HPS					V13									
		VCC_HPS					V15									
		VCC_HPS					W12									
		VCC_HPS					W14									
		VCC_HPS					Y13									
		VCCIO3A					AH29									
		VCCIO3A					AJ30									
		VCCIO3A					AK35									
		VCCIO3A					AM30									
		VCCIO3A					AP35									
		VCCIO3A					AT35									
		VCCIO3B					AK28									
		VCCIO3B					AL27									
		VCCIO3B					AN28									
		VCCIO3B					AT28									
		VCCIO3C					AJ24									
		VCCIO3C					AL25									
		VCCIO3C					AM24									
		VCCIO3C					AP25									
		VCCIO3C					AR24									
		VCCIO3C					AU25									
		VCCIO3D					AJ22									
		VCCIO3D					AL21									
		VCCIO3D					AM22									
		VCCIO3D					AP21									
		VCCIO3D					AR22									
		VCCIO3D					AU21									
		VCCIO4A					AG10									
		VCCIO4A					AJ5									
		VCCIO4A					AL5									
		VCCIO4A					AN5									
		VCCIO4A					AR5									
		VCCIO4A					AU5									
		VCCIO4B					AK13									
		VCCIO4B					AM12									
		VCCIO4B					AN10									
		VCCIO4B					AN13									
		VCCIO4B					AR12									
		VCCIO4B					AT10									
		VCCIO4C					AJ15									
		VCCIO4C					AM15									
		VCCIO4C					AR15									
		VCCIO4C					AV15									
		VCCIO4D					AJ19									
		VCCIO4D					AK18									
		VCCIO4D					AM19									
		VCCIO4D					AN18									
		VCCIO4D					AR19									
		VCCIO4D					AT18									
		VCCIO6A_HPS					A10									
		VCCIO6A_HPS					C5									
		VCCIO6A_HPS					C8									
		VCCIO6A_HPS					F6									
		VCCIO6A_HPS					F8									
		VCCIO6A_HPS					J6									
		VCCIO6A_HPS					K8									
		VCCIO6A_HPS					M8									
		VCCIO6A_HPS					P9									
		VCCIO6B_HPS					B3									
		VCCIO6B_HPS					D4									
		VCCIO6B_HPS					G3									
		VCCIO6B_HPS					J3									
		VCCIO6B_HPS					L3									
		VCCIO6B_HPS					N2									
		VCCIO6B_HPS					N5									
		VCCIO7A_HPS					B13									
		VCCIO7A_HPS					E10									
		VCCIO7A_HPS					G12									
		VCCIO7A_HPS					K13									
		VCCIO7B_HPS					E14									
		VCCIO7B_HPS					J15									
		VCCIO7C_HPS					D17									
		VCCIO7D_HPS					B18									
		VCCIO7D_HPS					G17									
		VCCIO7E_HPS					J20									
		VCCIO7G					K19									
		VCCIO8A					B35									
		VCCIO8A					G31									
		VCCIO8A					G33									
		VCCIO8A					K31									
		VCCIO8A					K33									
		VCCIO8A					P33									
		VCCIO8B					E28									
		VCCIO8B					E30									
		VCCIO8B					H30									
		VCCIO8B					K28									
		VCCIO8C					C25									
		VCCIO8C					D27									
		VCCIO8C					F25									
		VCCIO8C					G27									
		VCCIO8C					J25									
		VCCIO8C					M24									
		VCCIO8D					C21									
		VCCIO8D					D22									
		VCCIO8D					F21									
		VCCIO8D					G22									
