Bank Number	VREF	"PinName/Function (2), (3)"	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F1152 (4)	DQS for X8/X9 	DQS for X16/ X18	DQS for X32/ X36 	HMC pin assignment for DDR3 (5)	HMC pin assignment for LPDDR2	HPS Pin Mux Select 3	HPS Pin Mux Select 2	HPS Pin Mux Select 1	HPS Pin Mux Select 0
4C	VREFB4CN0	IO			DIFFIO_RX_B111p	DIFFOUT_B111p	AK14	DQS10B/CQ10B/CQn10B/QKn10B	DQ5B	DQ2B	DQS1_4C	DQS1_4C				
4C	VREFB4CN0	IO			DIFFIO_TX_B112p	DIFFOUT_B112p	AH14	DQ10B	DQ5B	DQ2B	DQ1_4C_5	DQ1_4C_5				
4C	VREFB4CN0	IO			DIFFIO_RX_B113n	DIFFOUT_B113n	AH13	DQ10B	DQ5B	DQ2B	DQ1_4C_4	DQ1_4C_4				
4C	VREFB4CN0	IO			DIFFIO_RX_B113p	DIFFOUT_B113p	AJ13	DQ10B	DQ5B	DQ2B	DQ1_4C_3	DQ1_4C_3				
4C	VREFB4CN0	IO	VREFB4CN0				AB15									
4C	VREFB4CN0	IO					AC13	DQ10B	DQ5B	DQ2B	DQ1_4C_2	DQ1_4C_2				
4C	VREFB4CN0	IO			DIFFIO_RX_B114n	DIFFOUT_B114n	AC14	DQ10B	DQ5B	DQ2B	DQ1_4C_1	DQ1_4C_1				
4C	VREFB4CN0	IO			DIFFIO_RX_B114p	DIFFOUT_B114p	AD14	DQ10B	DQ5B	DQ2B	DQ1_4C_0	DQ1_4C_0				
4C	VREFB4CN0	IO			DIFFIO_TX_B115p	DIFFOUT_B115p	AF14	DQ11B	DQ5B	DQ2B	DQ2_4C_8	DQ2_4C_8				
4C	VREFB4CN0	IO			DIFFIO_RX_B116n	DIFFOUT_B116n	AL13	DQ11B	DQ5B	DQ2B	DQ2_4C_7	DQ2_4C_7				
4C	VREFB4CN0	IO			DIFFIO_RX_B116p	DIFFOUT_B116p	AM13	DQ11B	DQ5B	DQ2B	DQ2_4C_6	DQ2_4C_6				
4C	VREFB4CN0	IO			DIFFIO_TX_B117p	DIFFOUT_B117p	AB14	DQ11B	DQ5B	DQ2B	DM2_4C	DM2_4C				
4C	VREFB4CN0	IO			DIFFIO_RX_B118n	DIFFOUT_B118n	AJ12	DQSn11B/QK11B	DQSn5B/QK5B	DQ2B	DQS#2_4C	DQS#2_4C				
4C	VREFB4CN0	IO			DIFFIO_RX_B118p	DIFFOUT_B118p	AK12	DQS11B/CQ11B/CQn11B/QKn11B	DQS5B/CQ5B/CQn5B/QKn5B	DQ2B	DQS2_4C	DQS2_4C				
4C	VREFB4CN0	IO			DIFFIO_TX_B119p	DIFFOUT_B119p	AG14	DQ11B	DQ5B	DQ2B	DQ2_4C_5	DQ2_4C_5				
4C	VREFB4CN0	IO			DIFFIO_RX_B120n	DIFFOUT_B120n	AE14	DQ11B	DQ5B	DQ2B	DQ2_4C_4	DQ2_4C_4				
4C	VREFB4CN0	IO			DIFFIO_RX_B120p	DIFFOUT_B120p	AF13	DQ11B	DQ5B	DQ2B	DQ2_4C_3	DQ2_4C_3				
4C	VREFB4CN0	IO			DIFFIO_TX_B121p	DIFFOUT_B121p	AB13	DQ11B	DQ5B	DQ2B	DQ2_4C_2	DQ2_4C_2				
4C	VREFB4CN0	IO			DIFFIO_RX_B122n	DIFFOUT_B122n	AF12	DQ11B	DQ5B	DQ2B	DQ2_4C_1	DQ2_4C_1				
4C	VREFB4CN0	IO			DIFFIO_RX_B122p	DIFFOUT_B122p	AG12	DQ11B	DQ5B	DQ2B	DQ2_4C_0	DQ2_4C_0				
4B	VREFB4BN0	IO			DIFFIO_TX_B123p	DIFFOUT_B123p	AP13	DQ12B	DQ6B	DQ2B	DQ3_4B_8	DQ3_4B_8				
4B	VREFB4BN0	IO			DIFFIO_RX_B124n	DIFFOUT_B124n	AN12	DQ12B	DQ6B	DQ2B	DQ3_4B_7	DQ3_4B_7				
4B	VREFB4BN0	IO			DIFFIO_RX_B124p	DIFFOUT_B124p	AP12	DQ12B	DQ6B	DQ2B	DQ3_4B_6	DQ3_4B_6				
4B	VREFB4BN0	IO			DIFFIO_TX_B125p	DIFFOUT_B125p	AE12	DQ12B	DQ6B	DQ2B	DM3_4B	DM3_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B126n	DIFFOUT_B126n	AM12	DQSn12B/QK12B	DQ6B	DQSn2B/QK2B	DQS#3_4B	DQS#3_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B126p	DIFFOUT_B126p	AN11	DQS12B/CQ12B/CQn12B/QKn12B	DQ6B	DQS2B/CQ2B/CQn2B/QKn2B	DQS3_4B	DQS3_4B				
4B	VREFB4BN0	IO			DIFFIO_TX_B127p	DIFFOUT_B127p	AL11	DQ12B	DQ6B	DQ2B	DQ3_4B_5	DQ3_4B_5				
4B	VREFB4BN0	IO			DIFFIO_RX_B128n	DIFFOUT_B128n	AG11	DQ12B	DQ6B	DQ2B	DQ3_4B_4	DQ3_4B_4				
4B	VREFB4BN0	IO			DIFFIO_RX_B128p	DIFFOUT_B128p	AH11	DQ12B	DQ6B	DQ2B	DQ3_4B_3	DQ3_4B_3				
4B	VREFB4BN0	IO			DIFFIO_TX_B129p	DIFFOUT_B129p	AD12	DQ12B	DQ6B	DQ2B	DQ3_4B_2	DQ3_4B_2				
4B	VREFB4BN0	IO			DIFFIO_RX_B130n	DIFFOUT_B130n	AL10	DQ12B	DQ6B	DQ2B	DQ3_4B_1	DQ3_4B_1				
4B	VREFB4BN0	IO			DIFFIO_RX_B130p	DIFFOUT_B130p	AM11	DQ12B	DQ6B	DQ2B	DQ3_4B_0	DQ3_4B_0				
4B	VREFB4BN0	IO			DIFFIO_TX_B131n	DIFFOUT_B131n	AP11									
4B	VREFB4BN0	IO			DIFFIO_TX_B131p	DIFFOUT_B131p	AP10	DQ13B	DQ6B	DQ2B	DQ4_4B_8	DQ4_4B_8				
4B	VREFB4BN0	IO			DIFFIO_RX_B132n	DIFFOUT_B132n	AJ11	DQ13B	DQ6B	DQ2B	DQ4_4B_7	DQ4_4B_7				
4B	VREFB4BN0	IO			DIFFIO_RX_B132p	DIFFOUT_B132p	AK11	DQ13B	DQ6B	DQ2B	DQ4_4B_6	DQ4_4B_6				
4B	VREFB4BN0	IO			DIFFIO_TX_B133p	DIFFOUT_B133p	AB12	DQ13B	DQ6B	DQ2B	DM4_4B	DM4_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B134n	DIFFOUT_B134n	AL9	DQSn13B/QK13B	DQSn6B/QK6B	DQ2B	DQS#4_4B	DQS#4_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B134p	DIFFOUT_B134p	AM10	DQS13B/CQ13B/CQn13B/QKn13B	DQS6B/CQ6B/CQn6B/QKn6B	DQ2B	DQS4_4B	DQS4_4B				
4B	VREFB4BN0	IO			DIFFIO_TX_B135p	DIFFOUT_B135p	AF11	DQ13B	DQ6B	DQ2B	DQ4_4B_5	DQ4_4B_5				
4B	VREFB4BN0	IO			DIFFIO_RX_B136n	DIFFOUT_B136n	AF9	DQ13B	DQ6B	DQ2B	DQ4_4B_4	DQ4_4B_4				
4B	VREFB4BN0	IO			DIFFIO_RX_B136p	DIFFOUT_B136p	AG9	DQ13B	DQ6B	DQ2B	DQ4_4B_3	DQ4_4B_3				
4B	VREFB4BN0	IO	VREFB4BN0				AA12									
4B	VREFB4BN0	IO					AC12	DQ13B	DQ6B	DQ2B	DQ4_4B_2	DQ4_4B_2				
4B	VREFB4BN0	IO			DIFFIO_RX_B137n	DIFFOUT_B137n	AD9	DQ13B	DQ6B	DQ2B	DQ4_4B_1	DQ4_4B_1				
4B	VREFB4BN0	IO			DIFFIO_RX_B137p	DIFFOUT_B137p	AE10	DQ13B	DQ6B	DQ2B	DQ4_4B_0	DQ4_4B_0				
4B	VREFB4BN0	IO			DIFFIO_TX_B138p	DIFFOUT_B138p	AE11	DQ14B	DQ7B		DQ5_4B_8	DQ5_4B_8				
4B	VREFB4BN0	IO			DIFFIO_RX_B139n	DIFFOUT_B139n	AJ9	DQ14B	DQ7B		DQ5_4B_7	DQ5_4B_7				
4B	VREFB4BN0	IO			DIFFIO_RX_B139p	DIFFOUT_B139p	AK9	DQ14B	DQ7B		DQ5_4B_6	DQ5_4B_6				
4B	VREFB4BN0	IO			DIFFIO_TX_B140p	DIFFOUT_B140p	AB11	DQ14B	DQ7B		DM5_4B	DM5_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B141n	DIFFOUT_B141n	AH10	DQSn14B/QK14B	DQ7B		DQS#5_4B	DQS#5_4B				
4B	VREFB4BN0	IO			DIFFIO_RX_B141p	DIFFOUT_B141p	AH9	DQS14B/CQ14B/CQn14B/QKn14B	DQ7B		DQS5_4B	DQS5_4B				
4B	VREFB4BN0	IO			DIFFIO_TX_B142p	DIFFOUT_B142p	AE9	DQ14B	DQ7B		DQ5_4B_5	DQ5_4B_5				
4B	VREFB4BN0	IO			DIFFIO_RX_B143n	DIFFOUT_B143n	AC9	DQ14B	DQ7B		DQ5_4B_4	DQ5_4B_4				
4B	VREFB4BN0	IO			DIFFIO_RX_B143p	DIFFOUT_B143p	AC8	DQ14B	DQ7B		DQ5_4B_3	DQ5_4B_3				
4B	VREFB4BN0	IO			DIFFIO_TX_B144p	DIFFOUT_B144p	AC11	DQ14B	DQ7B		DQ5_4B_2	DQ5_4B_2				
4B	VREFB4BN0	IO			DIFFIO_RX_B145n	DIFFOUT_B145n	AB10	DQ14B	DQ7B		DQ5_4B_1	DQ5_4B_1				
4B	VREFB4BN0	IO			DIFFIO_RX_B145p	DIFFOUT_B145p	AC10	DQ14B	DQ7B		DQ5_4B_0	DQ5_4B_0				
4A	VREFB4AN0	IO		DATA10	DIFFIO_TX_B146p	DIFFOUT_B146p	AP9	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA11	DIFFIO_RX_B147n	DIFFOUT_B147n	AN8	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA5	DIFFIO_RX_B147p	DIFFOUT_B147p	AN9	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA6	DIFFIO_TX_B148p	DIFFOUT_B148p	AF8	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA12	DIFFIO_RX_B149n	DIFFOUT_B149n	AL8	DQSn15B/QK15B	DQSn7B/QK7B							
4A	VREFB4AN0	IO		DATA13	DIFFIO_RX_B149p	DIFFOUT_B149p	AM8	DQS15B/CQ15B/CQn15B/QKn15B	DQS7B/CQ7B/CQn7B/QKn7B							
4A	VREFB4AN0	IO		DATA7	DIFFIO_TX_B150n	DIFFOUT_B150n	AP8									
4A	VREFB4AN0	IO		DATA8	DIFFIO_TX_B150p	DIFFOUT_B150p	AP7	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA14	DIFFIO_RX_B151n	DIFFOUT_B151n	AN6	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA15	DIFFIO_RX_B151p	DIFFOUT_B151p	AP6	DQ15B	DQ7B							
4A	VREFB4AN0	IO		DATA9	DIFFIO_TX_B152n	DIFFOUT_B152n	AE7									
4A	VREFB4AN0	IO		CLKUSR	DIFFIO_TX_B152p	DIFFOUT_B152p	AF7	DQ15B	DQ7B							
4A	VREFB4AN0	IO			DIFFIO_RX_B153n	DIFFOUT_B153n	AL7	DQ15B	DQ7B							
4A	VREFB4AN0	IO			DIFFIO_RX_B153p	DIFFOUT_B153p	AM7	DQ15B	DQ7B							
4A	VREFB4AN0	IO		PR_ERROR	DIFFIO_TX_B154n	DIFFOUT_B154n	AJ8									
4A	VREFB4AN0	IO		PR_READY	DIFFIO_TX_B154p	DIFFOUT_B154p	AK8	DQ16B								
4A	VREFB4AN0	IO		PR_DONE	DIFFIO_RX_B155n	DIFFOUT_B155n	AN5	DQ16B								
4A	VREFB4AN0	IO		PR_REQUEST	DIFFIO_RX_B155p	DIFFOUT_B155p	AP5	DQ16B								
4A	VREFB4AN0	IO		nPERSTR0	DIFFIO_TX_B156n	DIFFOUT_B156n	AD6									
4A	VREFB4AN0	IO		nPERSTL0	DIFFIO_TX_B156p	DIFFOUT_B156p	AE6	DQ16B								
4A	VREFB4AN0	IO		CvP_CONFDONE	DIFFIO_RX_B157n	DIFFOUT_B157n	AP4	DQSn16B/QK16B								
4A	VREFB4AN0	IO		CRC_ERROR	DIFFIO_RX_B157p	DIFFOUT_B157p	AP3	DQS16B/CQ16B/CQn16B/QKn16B								
4A	VREFB4AN0	IO		DEV_OE	DIFFIO_TX_B158n	DIFFOUT_B158n	AM6									
4A	VREFB4AN0	IO		DEV_CLRn	DIFFIO_TX_B158p	DIFFOUT_B158p	AM5	DQ16B								
4A	VREFB4AN0	IO		INIT_DONE	DIFFIO_RX_B159n	DIFFOUT_B159n	AK6	DQ16B								
4A	VREFB4AN0	IO		nCEO	DIFFIO_RX_B159p	DIFFOUT_B159p	AL6	DQ16B								
4A	VREFB4AN0	IO	VREFB4AN0				AC7									
4A	VREFB4AN0	IO					AD8	DQ16B								
4A	VREFB4AN0	IO	CLK11n		DIFFIO_RX_B160n	DIFFOUT_B160n	AH7	DQ16B								
4A	VREFB4AN0	IO	CLK11p		DIFFIO_RX_B160p	DIFFOUT_B160p	AJ7	DQ16B								
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_B161n	DIFFOUT_B161n	AG8									
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB0"		DIFFIO_TX_B161p	DIFFOUT_B161p	AH8									
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT3,FPLL_BR_FBn"		DIFFIO_RX_B162n	DIFFOUT_B162n	AN3									
4A	VREFB4AN0	IO	"FPLL_BR_CLKOUT2,FPLL_BR_FBp,FPLL_BR_FB1"		DIFFIO_RX_B162p	DIFFOUT_B162p	AP2									
4A	VREFB4AN0	IO	CLK10n		DIFFIO_RX_B164n	DIFFOUT_B164n	AM4									
4A	VREFB4AN0	IO	CLK10p		DIFFIO_RX_B164p	DIFFOUT_B164p	AM3									
4A	VREFB4AN0	IO	CLK9n		DIFFIO_RX_B166n	DIFFOUT_B166n	AL4									
4A	VREFB4AN0	IO	CLK9p		DIFFIO_RX_B166p	DIFFOUT_B166p	AL5									
4A	VREFB4AN0	IO			DIFFIO_TX_B167n	DIFFOUT_B167n	AF6									
4A	VREFB4AN0	IO	RZQ_1		DIFFIO_TX_B167p	DIFFOUT_B167p	AG6									
4A	VREFB4AN0	IO	CLK8n		DIFFIO_RX_B168n	DIFFOUT_B168n	AH6									
4A	VREFB4AN0	IO	CLK8p		DIFFIO_RX_B168p	DIFFOUT_B168p	AJ6									
		RREF_BR					AM1									
		DNU					AM2									
		DNU					AN2									
GXB_R0		REFCLK0Rp					AA8									
GXB_R0		REFCLK0Rn					AA7									
GXB_R0		"GXB_RX_R0n,GXB_REFCLK_R0n"					AK2									
GXB_R0		"GXB_RX_R0p,GXB_REFCLK_R0p"					AK1									
GXB_R0		GXB_TX_R0p					AJ3									
GXB_R0		GXB_TX_R0n					AJ4									
GXB_R0		"GXB_RX_R1n,GXB_REFCLK_R1n"					AH2									
GXB_R0		"GXB_RX_R1p,GXB_REFCLK_R1p"					AH1									
GXB_R0		GXB_TX_R1p					AG3									
GXB_R0		GXB_TX_R1n					AG4									
GXB_R0		"GXB_RX_R2n,GXB_REFCLK_R2n"					AF2									
GXB_R0		"GXB_RX_R2p,GXB_REFCLK_R2p"					AF1									
GXB_R0		GXB_TX_R2p					AE3									
GXB_R0		GXB_TX_R2n					AE4									
GXB_R0		"GXB_RX_R3n,GXB_REFCLK_R3n"					AD2									
GXB_R0		"GXB_RX_R3p,GXB_REFCLK_R3p"					AD1									
GXB_R0		GXB_TX_R3p					AC3									
GXB_R0		GXB_TX_R3n					AC4									
GXB_R0		"GXB_RX_R4n,GXB_REFCLK_R4n"					AB2									
GXB_R0		"GXB_RX_R4p,GXB_REFCLK_R4p"					AB1									
GXB_R0		GXB_TX_R4p					AA3									
GXB_R0		GXB_TX_R4n					AA4									
GXB_R0		"GXB_RX_R5n,GXB_REFCLK_R5n"					Y2									
GXB_R0		"GXB_RX_R5p,GXB_REFCLK_R5p"					Y1									
GXB_R0		GXB_TX_R5p					W3									
GXB_R0		GXB_TX_R5n					W4									
GXB_R0		REFCLK1Rp					W8									
GXB_R0		REFCLK1Rn					W7									
6B	VREFB6BN0_HPS	HPS_DDR					T7				HPS_DM_4	HPS_DM_4				
6B	VREFB6BN0_HPS	HPS_DDR					T8				HPS_DQ_39	HPS_DQ_39				
6B	VREFB6BN0_HPS	HPS_DDR					U2				HPS_DQ_37	HPS_DQ_37				
6B	VREFB6BN0_HPS	HPS_DDR					V1				HPS_DQ_38	HPS_DQ_38				
6B	VREFB6BN0_HPS	HPS_DDR					U3				HPS_DQ_36	HPS_DQ_36				
6B	VREFB6BN0_HPS	HPS_DDR					T3				HPS_DQS_4	HPS_DQS_4				
6B	VREFB6BN0_HPS	HPS_GPI13					T1									
6B	VREFB6BN0_HPS	HPS_DDR					T4				HPS_DQS#_4	HPS_DQS#_4				
6B	VREFB6BN0_HPS	HPS_DDR					U1				HPS_DQ_35	HPS_DQ_35				
6B	VREFB6BN0_HPS	HPS_DDR					R1				HPS_DQ_33	HPS_DQ_33				
6B	VREFB6BN0_HPS	HPS_DDR					T5				HPS_DQ_34	HPS_DQ_34				
6B	VREFB6BN0_HPS	HPS_DDR					R2				HPS_DQ_32	HPS_DQ_32				
6B	VREFB6BN0_HPS	HPS_GPI12					T6									
6B	VREFB6BN0_HPS	HPS_GPI11					P1									
6B	VREFB6BN0_HPS	HPS_DDR					P2				HPS_DM_3	HPS_DM_3				
6B	VREFB6BN0_HPS	HPS_GPI10					N1									
6B	VREFB6BN0_HPS	HPS_DDR					R3				HPS_DQ_31	HPS_DQ_31				
6B	VREFB6BN0_HPS	HPS_DDR					N4				HPS_DQ_29	HPS_DQ_29				
6B	VREFB6BN0_HPS	HPS_DDR					P7				HPS_DQ_30	HPS_DQ_30				
6B	VREFB6BN0_HPS	HPS_DDR					P4				HPS_DQ_28	HPS_DQ_28				
6B	VREFB6BN0_HPS	VREFB6BN0_HPS					R7									
6B	VREFB6BN0_HPS	HPS_DDR					L1				HPS_DQS_3	HPS_DQS_3				
6B	VREFB6BN0_HPS	HPS_GPI9					M3									
6B	VREFB6BN0_HPS	HPS_DDR					M2				HPS_DQS#_3	HPS_DQS#_3				
6B	VREFB6BN0_HPS	HPS_DDR					N3				HPS_DQ_27	HPS_DQ_27				
6B	VREFB6BN0_HPS	HPS_DDR					K1				HPS_DQ_25	HPS_DQ_25				
6B	VREFB6BN0_HPS	HPS_DDR					R4				HPS_DQ_26	HPS_DQ_26				
6B	VREFB6BN0_HPS	HPS_DDR					L2				HPS_DQ_24	HPS_DQ_24				
6B	VREFB6BN0_HPS	HPS_GPI8					P5									
6B	VREFB6BN0_HPS	HPS_GPI7					H2									
6B	VREFB6BN0_HPS	HPS_DDR					H1				HPS_DM_2	HPS_DM_2				
6B	VREFB6BN0_HPS	HPS_GPI6					J2									
6B	VREFB6BN0_HPS	HPS_DDR					J1				HPS_DQ_23	HPS_DQ_23				
6B	VREFB6BN0_HPS	HPS_DDR					J3				HPS_DQ_21	HPS_DQ_21				
6B	VREFB6BN0_HPS	HPS_DDR					N5				HPS_DQ_22	HPS_DQ_22				
6B	VREFB6BN0_HPS	HPS_DDR					K3				HPS_DQ_20	HPS_DQ_20				
6B	VREFB6BN0_HPS	HPS_GPI5					P6									
6B	VREFB6BN0_HPS	HPS_DDR					K4				HPS_DQS_2	HPS_DQS_2				
6B	VREFB6BN0_HPS	HPS_DDR					L3				HPS_RESET#	HPS_RESET#				
6B	VREFB6BN0_HPS	HPS_DDR					L5				HPS_DQS#_2	HPS_DQS#_2				
6B	VREFB6BN0_HPS	HPS_DDR					M4				HPS_DQ_19	HPS_DQ_19				
6B	VREFB6BN0_HPS	HPS_DDR					L6				HPS_DQ_17	HPS_DQ_17				
6B	VREFB6BN0_HPS	HPS_DDR					N6				HPS_DQ_18	HPS_DQ_18				
6B	VREFB6BN0_HPS	HPS_DDR					M6				HPS_DQ_16	HPS_DQ_16				
6B	VREFB6BN0_HPS	HPS_GPI4					N7									
6A	VREFB6AN0_HPS	HPS_GPI3					G3									
6A	VREFB6AN0_HPS	HPS_DDR					F1				HPS_DM_1	HPS_DM_1				
6A	VREFB6AN0_HPS	HPS_GPI2					H3									
6A	VREFB6AN0_HPS	HPS_DDR					G1				HPS_DQ_15	HPS_DQ_15				
6A	VREFB6AN0_HPS	HPS_DDR					H4				HPS_DQ_13	HPS_DQ_13				
6A	VREFB6AN0_HPS	HPS_DDR					K5				HPS_DQ_14	HPS_DQ_14				
6A	VREFB6AN0_HPS	HPS_DDR					J4				HPS_DQ_12	HPS_DQ_12				
6A	VREFB6AN0_HPS	HPS_DDR					K6				HPS_CKE_0	HPS_CKE_0				
6A	VREFB6AN0_HPS	HPS_DDR					D1				HPS_DQS_1	HPS_DQS_1				
6A	VREFB6AN0_HPS	HPS_DDR					E1				HPS_CKE_1	HPS_CKE_1				
6A	VREFB6AN0_HPS	HPS_DDR					C1				HPS_DQS#_1	HPS_DQS#_1				
6A	VREFB6AN0_HPS	HPS_DDR					E2				HPS_DQ_11	HPS_DQ_11				
6A	VREFB6AN0_HPS	HPS_DDR					F3				HPS_DQ_9	HPS_DQ_9				
6A	VREFB6AN0_HPS	HPS_DDR					J6				HPS_DQ_10	HPS_DQ_10				
6A	VREFB6AN0_HPS	HPS_DDR					F4				HPS_DQ_8	HPS_DQ_8				
6A	VREFB6AN0_HPS	HPS_GPI1					J7									
6A	VREFB6AN0_HPS	HPS_GPI0					C2									
6A	VREFB6AN0_HPS	HPS_DDR					G4				HPS_DM_0	HPS_DM_0				
6A	VREFB6AN0_HPS	HPS_DDR					G5				HPS_DQ_7	HPS_DQ_7				
6A	VREFB6AN0_HPS	HPS_DDR					A2				HPS_DQ_5	HPS_DQ_5				
6A	VREFB6AN0_HPS	HPS_DDR					K7				HPS_DQ_6	HPS_DQ_6				
6A	VREFB6AN0_HPS	HPS_DDR					B1				HPS_DQ_4	HPS_DQ_4				
6A	VREFB6AN0_HPS	HPS_DDR					L7				HPS_ODT_1	HPS_ODT_1				
6A	VREFB6AN0_HPS	HPS_DDR					C3				HPS_DQS_0	HPS_DQS_0				
6A	VREFB6AN0_HPS	HPS_DDR					E3				HPS_ODT_0	HPS_ODT_0				
6A	VREFB6AN0_HPS	HPS_DDR					D4				HPS_DQS#_0	HPS_DQS#_0				
6A	VREFB6AN0_HPS	HPS_DDR					E4				HPS_DQ_3	HPS_DQ_3				
6A	VREFB6AN0_HPS	HPS_DDR					A4				HPS_DQ_1	HPS_DQ_1				
6A	VREFB6AN0_HPS	HPS_DDR					M8				HPS_DQ_2	HPS_DQ_2				
6A	VREFB6AN0_HPS	HPS_DDR					A3				HPS_DQ_0	HPS_DQ_0				
6A	VREFB6AN0_HPS	VREFB6AN0_HPS					N9									
6A	VREFB6AN0_HPS	HPS_DDR					B4				HPS_A_0	HPS_CA_0				
6A	VREFB6AN0_HPS	HPS_DDR					C4				HPS_A_1	HPS_CA_1				
6A	VREFB6AN0_HPS	HPS_DDR					D5				HPS_A_4	HPS_CA_4				
6A	VREFB6AN0_HPS	HPS_DDR					J8				HPS_A_2	HPS_CA_2				
6A	VREFB6AN0_HPS	HPS_DDR					E5				HPS_A_5	HPS_CA_5				
6A	VREFB6AN0_HPS	HPS_DDR					K8				HPS_A_3	HPS_CA_3				
6A	VREFB6AN0_HPS	HPS_DDR					A6				HPS_CK	HPS_CK				
6A	VREFB6AN0_HPS	HPS_DDR					B5				HPS_A_6	HPS_CA_6				
6A	VREFB6AN0_HPS	HPS_DDR					B7				HPS_CK#	HPS_CK#				
6A	VREFB6AN0_HPS	HPS_DDR					B6				HPS_A_7	HPS_CA_7				
6A	VREFB6AN0_HPS	HPS_DDR					C7				HPS_BA_1					
6A	VREFB6AN0_HPS	HPS_DDR					G7				HPS_BA_0					
6A	VREFB6AN0_HPS	HPS_DDR					D6				HPS_BA_2					
6A	VREFB6AN0_HPS	HPS_DDR					G6				HPS_CAS#					
6A	VREFB6AN0_HPS	HPS_DDR					H6				HPS_RAS#					
6A	VREFB6AN0_HPS	HPS_DDR					F6				HPS_A_8	HPS_CA_8				
6A	VREFB6AN0_HPS	HPS_DDR					G8				HPS_A_10					
6A	VREFB6AN0_HPS	HPS_DDR					F7				HPS_A_9	HPS_CA_9				
6A	VREFB6AN0_HPS	HPS_DDR					G9				HPS_A_11					
6A	VREFB6AN0_HPS	HPS_DDR					C8				HPS_CS#_0	HPS_CS#_0				
6A	VREFB6AN0_HPS	HPS_DDR					E7				HPS_A_12					
6A	VREFB6AN0_HPS	HPS_DDR					D7				HPS_CS#_1	HPS_CS#_1				
6A	VREFB6AN0_HPS	HPS_DDR					F8				HPS_A_13					
6A	VREFB6AN0_HPS	HPS_DDR					A8				HPS_A_14					
6A	VREFB6AN0_HPS	HPS_DDR					J9				HPS_WE#					
6A	VREFB6AN0_HPS	HPS_DDR					A7				HPS_A_15					
6A	VREFB6AN0_HPS	HPS_RZQ_0					K9									
		DNU					U4									
		GND					G10									
		GND					H10									
7A		HPS_nRST					P11									
7A		HPS_nPOR					F9									
7A		HPS_TDO					P10									
		VCCRSTCLK_HPS					E9									
7A		HPS_TMS					A9									
7A		HPS_TCK					C9									
7A		HPS_TRST					B10									
7A		HPS_TDI					D9									
		GND					N10									
7A		HPS_PORSEL					C10									
7A		HPS_CLK1					L9									
7A		HPS_CLK2					D10									
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_CLK					A10						TRACE_CLK			HPS_GPIO48
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D0					K10						TRACE_D0	SPIS0_CLK	UART0_RX	HPS_GPIO49
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D1					A11						TRACE_D1	SPIS0_MOSI	UART0_TX	HPS_GPIO50
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D2					J10						TRACE_D2	SPIS0_MISO	I2C1_SDA	HPS_GPIO51
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D3					A13						TRACE_D3	SPIS0_SS0	I2C1_SCL	HPS_GPIO52
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D4					B12						TRACE_D4	SPIS1_CLK		HPS_GPIO53
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D5					A12						TRACE_D5	SPIS1_MOSI		HPS_GPIO54
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D6					C13						TRACE_D6	SPIS1_SS0	I2C0_SDA	HPS_GPIO55
7A	VREFB7A7B7C7D7EN0_HPS	TRACE_D7					C11						TRACE_D7	SPIS1_MISO	I2C0_SCL	HPS_GPIO56
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_CLK					L10						SPIM0_CLK	I2C1_SDA	UART0_CTS	HPS_GPIO57
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_MOSI					C12						SPIM0_MOSI	I2C1_SCL	UART0_RTS	HPS_GPIO58
7A	VREFB7A7B7C7D7EN0_HPS	SPIM0_MISO					L11						SPIM0_MISO		UART1_CTS	HPS_GPIO59
7A	VREFB7A7B7C7D7EN0_HPS	"SPIM0_SS0,BOOTSEL0"					E10						SPIM0_SS0		UART1_RTS	HPS_GPIO60
7A	VREFB7A7B7C7D7EN0_HPS	UART0_RX					E11						UART0_RX		SPIM0_SS1	HPS_GPIO61
