Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F672	DQS for X8	DQS for X16									
7A	VREFB7AN0	IO			DIFFIO_RX_T11n	DIFFOUT_T11n	A24	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T12n	DIFFOUT_T12n	A22	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T13p	DIFFOUT_T13p	H18	DQS1T	DQS1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T14p	DIFFOUT_T14p	B22											
7A	VREFB7AN0	IO			DIFFIO_RX_T13n	DIFFOUT_T13n	H17	DQSn1T	DQSn1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T14n	DIFFOUT_T14n	A21	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T15p	DIFFOUT_T15p	D21	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T16p	DIFFOUT_T16p	B21	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T15n	DIFFOUT_T15n	D20	DQ1T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T16n	DIFFOUT_T16n	B20											
7A	VREFB7AN0	IO			DIFFIO_RX_T17p	DIFFOUT_T17p	G16											
7A	VREFB7AN0	IO			DIFFIO_TX_T18p	DIFFOUT_T18p	C20	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T17n	DIFFOUT_T17n	G17											
7A	VREFB7AN0	IO			DIFFIO_TX_T18n	DIFFOUT_T18n	B19	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T19p	DIFFOUT_T19p	E20	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T20p	DIFFOUT_T20p	C19	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T19n	DIFFOUT_T19n	E19	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T20n	DIFFOUT_T20n	C18	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T21p	DIFFOUT_T21p	J12	DQS2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T22p	DIFFOUT_T22p	A19											
7A	VREFB7AN0	IO			DIFFIO_RX_T21n	DIFFOUT_T21n	J11	DQSn2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T22n	DIFFOUT_T22n	A18	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T23p	DIFFOUT_T23p	D18	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T24p	DIFFOUT_T24p	A17	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T23n	DIFFOUT_T23n	D17	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T24n	DIFFOUT_T24n	A16											
7A	VREFB7AN0	IO			DIFFIO_RX_T25p	DIFFOUT_T25p	H14											
7A	VREFB7AN0	IO			DIFFIO_TX_T26p	DIFFOUT_T26p	C17	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T25n	DIFFOUT_T25n	H13											
7A	VREFB7AN0	IO			DIFFIO_TX_T26n	DIFFOUT_T26n	B17	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T27p	DIFFOUT_T27p	E18	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T28p	DIFFOUT_T28p	A14	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T27n	DIFFOUT_T27n	F18	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T28n	DIFFOUT_T28n	B14	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T29p	DIFFOUT_T29p	L12	DQS3T	DQS2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T30p	DIFFOUT_T30p	B15											
7A	VREFB7AN0	IO			DIFFIO_RX_T29n	DIFFOUT_T29n	K11	DQSn3T	DQSn2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T30n	DIFFOUT_T30n	C15	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T31p	DIFFOUT_T31p	C14	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T32p	DIFFOUT_T32p	A8	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T31n	DIFFOUT_T31n	D15	DQ3T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T32n	DIFFOUT_T32n	A9											
7A	VREFB7AN0	IO	CLK11p		DIFFIO_RX_T33p	DIFFOUT_T33p	G15											
7A	VREFB7AN0	IO			DIFFIO_TX_T34p	DIFFOUT_T34p	C9	DQ4T	DQ2T									
7A	VREFB7AN0	IO	CLK11n		DIFFIO_RX_T33n	DIFFOUT_T33n	G14											
7A	VREFB7AN0	IO			DIFFIO_TX_T34n	DIFFOUT_T34n	B9	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T35p	DIFFOUT_T35p	E16	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T36p	DIFFOUT_T36p	D10	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T35n	DIFFOUT_T35n	D16	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T36n	DIFFOUT_T36n	C10	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T37p	DIFFOUT_T37p	N12	DQS4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T38p	DIFFOUT_T38p	B10											
7A	VREFB7AN0	IO			DIFFIO_RX_T37n	DIFFOUT_T37n	M12	DQSn4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T38n	DIFFOUT_T38n	A11	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T39p	DIFFOUT_T39p	F16	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T40p	DIFFOUT_T40p	E10	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T39n	DIFFOUT_T39n	E15	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T40n	DIFFOUT_T40n	E11											
7A	VREFB7AN0	IO	CLK10p		DIFFIO_RX_T41p	DIFFOUT_T41p	H12											
7A	VREFB7AN0	IO			DIFFIO_TX_T42p	DIFFOUT_T42p	B12	DQ5T										
7A	VREFB7AN0	IO	CLK10n		DIFFIO_RX_T41n	DIFFOUT_T41n	G11											
7A	VREFB7AN0	IO			DIFFIO_TX_T42n	DIFFOUT_T42n	A13	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_RX_T43p	DIFFOUT_T43p	G12	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_TX_T44p	DIFFOUT_T44p	A12	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_RX_T43n	DIFFOUT_T43n	F12	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_TX_T44n	DIFFOUT_T44n	B11	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_RX_T45p	DIFFOUT_T45p	M11	DQS5T										
7A	VREFB7AN0	IO			DIFFIO_TX_T46p	DIFFOUT_T46p	C13											
7A	VREFB7AN0	IO			DIFFIO_RX_T45n	DIFFOUT_T45n	L11	DQSn5T										
7A	VREFB7AN0	IO			DIFFIO_TX_T46n	DIFFOUT_T46n	C12	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_RX_T47p	DIFFOUT_T47p	E13	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_TX_T48p	DIFFOUT_T48p	D11	DQ5T										
7A	VREFB7AN0	IO			DIFFIO_RX_T47n	DIFFOUT_T47n	D13	DQ5T										
7A	VREFB7AN0	IO	RZQ_2		DIFFIO_TX_T48n	DIFFOUT_T48n	D12											
8A	VREFB8AN0	IO	CLK9p		DIFFIO_RX_T49p	DIFFOUT_T49p	N9											
8A	VREFB8AN0	IO			DIFFIO_TX_T50p	DIFFOUT_T50p	A5	DQ6T										
8A	VREFB8AN0	IO	CLK9n		DIFFIO_RX_T49n	DIFFOUT_T49n	M10											
8A	VREFB8AN0	IO			DIFFIO_TX_T50n	DIFFOUT_T50n	B6	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_RX_T51p	DIFFOUT_T51p	H8	DQ6T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB"		DIFFIO_TX_T52p	DIFFOUT_T52p	A7	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_RX_T51n	DIFFOUT_T51n	H9	DQ6T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T52n	DIFFOUT_T52n	B7	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_RX_T53p	DIFFOUT_T53p	M9	DQS6T										
8A	VREFB8AN0	IO			DIFFIO_TX_T54p	DIFFOUT_T54p	D6											
8A	VREFB8AN0	IO			DIFFIO_RX_T53n	DIFFOUT_T53n	L9	DQSn6T										
8A	VREFB8AN0	IO			DIFFIO_TX_T54n	DIFFOUT_T54n	E6	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_RX_T55p	DIFFOUT_T55p	H10	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_TX_T56p	DIFFOUT_T56p	D7	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_RX_T55n	DIFFOUT_T55n	G10	DQ6T										
8A	VREFB8AN0	IO			DIFFIO_TX_T56n	DIFFOUT_T56n	C7											
8A	VREFB8AN0	IO	"CLK8p,FPLL_TL_FBp"		DIFFIO_RX_T57p	DIFFOUT_T57p	L8											
8A	VREFB8AN0	IO			DIFFIO_TX_T58p	DIFFOUT_T58p	F6	DQ7T										
8A	VREFB8AN0	IO	"CLK8n,FPLL_TL_FBn"		DIFFIO_RX_T57n	DIFFOUT_T57n	K9											
8A	VREFB8AN0	IO			DIFFIO_TX_T58n	DIFFOUT_T58n	G6	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T59p	DIFFOUT_T59p	K8	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T60p	DIFFOUT_T60p	G7	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T59n	DIFFOUT_T59n	J8	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T60n	DIFFOUT_T60n	F7	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T61p	DIFFOUT_T61p	K10	DQS7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T62p	DIFFOUT_T62p	H7											
8A	VREFB8AN0	IO			DIFFIO_RX_T61n	DIFFOUT_T61n	J10	DQSn7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T62n	DIFFOUT_T62n	J7	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	L7	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	D8	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	K6	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	E9											
9A		MSEL0		MSEL0			M7											
9A		CONF_DONE		CONF_DONE			A6											
9A		MSEL1		MSEL1			L6											
9A		nSTATUS		nSTATUS			B5											
9A		nCE		nCE			D5											
9A		MSEL2		MSEL2			A2											
9A		MSEL3		MSEL3			K5											
9A		nCONFIG		nCONFIG			F5											
9A		MSEL4		MSEL4			J5											
9A		GND					H5											
		GND					E7											
		GND					G5											
		GND					C11											
		GND					D14											
		GND					E17											
		GND					F20											
		GND					G23											
		GND					L25											
		GND					N21											
		GND					P24											
		GND					P19											
		GND					T20											
		GND					U23											
		GND					Y22											
		GND					AA15											
		GND					AE17											
		GND					AD14											
		GND					M8											
		GND					A25											
		GND					D24											
		GND					H26											
		GND					V26											
		GND					AA25											
		GND					AC26											
		GND					AF25											
		GND					K22											
		GND					AD24											
		GND					C21											
		GND					L20											
		GND					K19											
		GND					M19											
		GND					W19											
		GND					AC21											
		GND					AF20											
		GND					B18											
		GND					L18											
		GND					K17											
		GND					J18											
		GND					N18											
		GND					M17											
		GND					R18											
		GND					P17											
		GND					AB18											
		GND					A15											
		GND					H16											
		GND					L16											
		GND					L14											
		GND					K15											
		GND					J14											
		GND					N16											
		GND					N14											
		GND					M15											
		GND					T15											
		GND					R16											
		GND					R14											
		GND					P15											
		GND					V16											
		GND					G13											
		GND					K13											
		GND					K12											
		GND					M13											
		GND					R12											
		GND					P13											
		GND					U13											
		GND					Y12											
		GND					F10											
		GND					L10											
		GND					J9											
		GND					N11											
		GND					T10											
		GND					P9											
		GND					W9											
		GND					AC11											
		GND					AF10											
		GND					B8											
		GND					H6											
		GND					N6											
		GND					R7											
		GND					P7											
		GND					AB8											
		GND					AE7											
		GND					C5											
		GND					B4											
		GND					F4											
		GND					E5											
		GND					D4											
		GND					H4											
		GND					L4											
		GND					J4											
		GND					N4											
		GND					M5											
		GND					T5											
		GND					R4											
		GND					P5											
		GND					V5											
		GND					V4											
		GND					U4											
		GND					AA5											
		GND					Y4											
		GND					W5											
		GND					AC5											
		GND					AB4											
		GND					AF4											
		GND					AE5											
		GND					AD4											
		GND					C2											
		GND					C1											
		GND					B3											
		GND					B2											
		GND					F3											
		GND					E2											
		GND					E1											
		GND					D3											
		GND					H3											
		GND					G2											
		GND					G1											
		GND					L2											
		GND					L1											
		GND					K3											
		GND					J2											
		GND					J1											
		GND					N2											
		GND					N1											
		GND					M3											
		GND					T3											
		GND					R2											
		GND					R1											
		GND					P3											
		GND					V3											
		GND					U2											
		GND					U1											
		GND					AA2											
		GND					AA1											
		GND					Y3											
		GND					W2											
		GND					W1											
		GND					AC2											
		GND					AC1											
		GND					AB3											
		GND					AF3											
		GND					AF2											
		GND					AE2											
		GND					AE1											
		GND					AD3											
		VCC					J19											
		VCC					L19											
		VCC					K20											
		VCC					N19											
		VCC					M20											
		VCC					R19											
		VCC					L17											
		VCC					K18											
		VCC					J17											
		VCC					N17											
		VCC					M18											
		VCC					T18											
		VCC					R17											
		VCC					P18											
		VCC					L15											
		VCC					K16											
		VCC					K14											
		VCC					J15											
		VCC					N15											
		VCC					M16											
		VCC					M14											
		VCC					T16											
		VCC					T14											
		VCC					R15											
		VCC					P16											
		VCC					P14											
		VCC					L13											
		VCC					J13											
		VCC					N13											
		VCC					R13											
		DNU					A4											
		DNU					A3											
		DNU					AB7											
		DNU					AA12											
		DNU					C24											
		DNU					F14											
		VCCPGM					AA9											
		VCCPGM					W22											
		VCCPGM					F8											
		VCCBAT					E8											
		VCCIO3A					Y7											
		VCCIO3A					AC6											
		VCCIO3B					V11											
		VCCIO3B					AA10											
		VCCIO3B					AD9											
		VCCIO3B					U8											
		VCCIO4A					U18											
		VCCIO4A					AE22											
		VCCIO4A					AA20											
		VCCIO4A					AD19											
		VCCIO4A					Y17											
		VCCIO4A					W14											
		VCCIO4A					AC16											
		VCCIO4A					AF15											
		VCCIO4A					AB13											
		VCCIO4A					AE12											
		VCCIO5A					V21											
		VCCIO5A					AB23											
		VCCIO5B					N26											
		VCCIO5B					T25											
		VCCIO5B					W24											
		VCCIO5B					R22											
		VCCIO6A					C26											
		VCCIO6A					F25											
		VCCIO6A					J24											
		VCCIO6A					E22											
		VCCIO6A					M23											
		VCCIO6A					H21											
		VCCIO7A					B23											
		VCCIO7A					A20											
		VCCIO7A					D19											
		VCCIO7A					G18											
		VCCIO7A					C16											
		VCCIO7A					F15											
		VCCIO7A					B13											
		VCCIO7A					E12											
		VCCIO7A					A10											
		VCCIO7A					H11											
		VCCIO8A					C6											
		VCCIO8A					D9											
		VCCIO8A					G8											
		VCCIO8A					K7											
		VCCPD3A					AB9											
		VCCPD3B4A					AA17											
		VCCPD3B4A					AA11											
		VCCPD3B4A					AA19											
		VCCPD3B4A					AB21											
		VCCPD3B4A					AA13											
		VCCPD5A					U21											
		VCCPD5B					N22											
		VCCPD5B					R21											
		VCCPD6A					J22											
		VCCPD6A					L21											
		VCCPD7A8A					F19											
		VCCPD7A8A					F17											
		VCCPD7A8A					F13											
		VCCPD7A8A					F11											
		VCCPD7A8A					F9											
3A	VREFB3AN0	VREFB3AN0					AC7											
3B	VREFB3BN0	VREFB3BN0					AC12											
4A	VREFB4AN0	VREFB4AN0					AD15											
5A	VREFB5AN0	VREFB5AN0					W23											
5B	VREFB5BN0	VREFB5BN0					P25											
6A	VREFB6AN0	VREFB6AN0					L26											
7A	VREFB7AN0	VREFB7AN0					B16											
8A	VREFB8AN0	VREFB8AN0					C8											
		VCCH_GXBL					R3											
		VCCH_GXBL					T4											
		VCCH_GXBL					L3											
		VCCL_GXBL					J3											
		VCCL_GXBL					N3											
		VCCL_GXBL					U3											
		RREF_TL					B1											
		VCCA_FPLL					W7											
		VCCA_FPLL					J6											
		VCCA_FPLL					Y21											
		VCCA_FPLL					G21											
		VCC_AUX					G9											
		VCC_AUX					E14											
		VCC_AUX					G19											
		VCC_AUX					AB20											
		VCC_AUX					AB14											
		VCC_AUX					AA8											
		VCCE_GXBL					U5											
		VCCE_GXBL					K4											
		VCCE_GXBL					N5											
		VCCE_GXBL					M4											
		VCCE_GXBL					R5											
		VCCE_GXBL					P4											
Note:																		
"(1) For more information about pin definition and pin connection guidelines, refer to the"											
Cyclone V Device Family Pin Connection Guidelines.																		

"Pin Information for the Cyclone® V 5CGXBC9 Device
 Version 1.2 
Note (1)"																		
