Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F1152	DQS for X8	DQS for X16									
5A	VREFB5AN0	IO			DIFFIO_RX_R13n	DIFFOUT_R13n	Y22	DQSn2R	DQSn1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R14n	DIFFOUT_R14n	AH28	DQ2R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R15p	DIFFOUT_R15p	AB30	DQ2R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R16p	DIFFOUT_R16p	AG29	DQ2R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R15n	DIFFOUT_R15n	AA30	DQ2R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R16n	DIFFOUT_R16n	AH29											
5A	VREFB5AN0	IO			DIFFIO_RX_R17p	DIFFOUT_R17p	AA27											
5A	VREFB5AN0	IO			DIFFIO_TX_R18p	DIFFOUT_R18p	AK30	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R17n	DIFFOUT_R17n	AA28											
5A	VREFB5AN0	IO			DIFFIO_TX_R18n	DIFFOUT_R18n	AJ30	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R19p	DIFFOUT_R19p	AG30	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R20p	DIFFOUT_R20p	AN33	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R19n	DIFFOUT_R19n	AF30	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R20n	DIFFOUT_R20n	AM33	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R21p	DIFFOUT_R21p	Y23	DQS3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R22p	DIFFOUT_R22p	AL32											
5A	VREFB5AN0	IO			DIFFIO_RX_R21n	DIFFOUT_R21n	W24	DQSn3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R22n	DIFFOUT_R22n	AK32	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R23p	DIFFOUT_R23p	AH31	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R24p	DIFFOUT_R24p	AL33	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_RX_R23n	DIFFOUT_R23n	AJ31	DQ3R	DQ1R									
5A	VREFB5AN0	IO			DIFFIO_TX_R24n	DIFFOUT_R24n	AK33											
5B	VREFB5BN0	IO			DIFFIO_RX_R25p	DIFFOUT_R25p	AA32											
5B	VREFB5BN0	IO			DIFFIO_TX_R26p	DIFFOUT_R26p	AE30	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R25n	DIFFOUT_R25n	Y32											
5B	VREFB5BN0	IO			DIFFIO_TX_R26n	DIFFOUT_R26n	AD30	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R27p	DIFFOUT_R27p	Y28	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R28p	DIFFOUT_R28p	AH32	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R27n	DIFFOUT_R27n	Y27	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R28n	DIFFOUT_R28n	AJ32	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R29p	DIFFOUT_R29p	Y29	DQS4R	DQS2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R30p	DIFFOUT_R30p	AG31											
5B	VREFB5BN0	IO			DIFFIO_RX_R29n	DIFFOUT_R29n	Y30	DQSn4R	DQSn2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R30n	DIFFOUT_R30n	AF31	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R31p	DIFFOUT_R31p	AC31	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R32p	DIFFOUT_R32p	AN34	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R31n	DIFFOUT_R31n	AC32	DQ4R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R32n	DIFFOUT_R32n	AM34											
5B	VREFB5BN0	IO	"CLK7p,FPLL_BR_FBp"		DIFFIO_RX_R33p	DIFFOUT_R33p	W26											
5B	VREFB5BN0	IO			DIFFIO_TX_R34p	DIFFOUT_R34p	AA31	DQ5R	DQ2R									
5B	VREFB5BN0	IO	"CLK7n,FPLL_BR_FBn"		DIFFIO_RX_R33n	DIFFOUT_R33n	W27											
5B	VREFB5BN0	IO			DIFFIO_TX_R34n	DIFFOUT_R34n	AB31	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R35p	DIFFOUT_R35p	AK34	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R36p	DIFFOUT_R36p	AH33	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R35n	DIFFOUT_R35n	AJ34	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R36n	DIFFOUT_R36n	AG33	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R37p	DIFFOUT_R37p	W29	DQS5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R38p	DIFFOUT_R38p	AD31											
5B	VREFB5BN0	IO			DIFFIO_RX_R37n	DIFFOUT_R37n	W30	DQSn5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R38n	DIFFOUT_R38n	AD32	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R39p	DIFFOUT_R39p	W31	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R40p	DIFFOUT_R40p	AE32	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_RX_R39n	DIFFOUT_R39n	V31	DQ5R	DQ2R									
5B	VREFB5BN0	IO			DIFFIO_TX_R40n	DIFFOUT_R40n	AF32											
5B	VREFB5BN0	IO	CLK6p		DIFFIO_RX_R41p	DIFFOUT_R41p	V28											
5B	VREFB5BN0	IO			DIFFIO_TX_R42p	DIFFOUT_R42p	AG34	DQ6R										
5B	VREFB5BN0	IO	CLK6n		DIFFIO_RX_R41n	DIFFOUT_R41n	V27											
5B	VREFB5BN0	IO			DIFFIO_TX_R42n	DIFFOUT_R42n	AH34	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_RX_R43p	DIFFOUT_R43p	AC33	DQ6R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT0,FPLL_BR_CLKOUTp,FPLL_BR_FB"		DIFFIO_TX_R44p	DIFFOUT_R44p	AF33	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_RX_R43n	DIFFOUT_R43n	AC34	DQ6R										
5B	VREFB5BN0	IO	"FPLL_BR_CLKOUT1,FPLL_BR_CLKOUTn"		DIFFIO_TX_R44n	DIFFOUT_R44n	AE33	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_RX_R45p	DIFFOUT_R45p	V24	DQS6R										
5B	VREFB5BN0	IO			DIFFIO_TX_R46p	DIFFOUT_R46p	AE34											
5B	VREFB5BN0	IO			DIFFIO_RX_R45n	DIFFOUT_R45n	V23	DQSn6R										
5B	VREFB5BN0	IO			DIFFIO_TX_R46n	DIFFOUT_R46n	AD34	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_RX_R47p	DIFFOUT_R47p	W32	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_TX_R48p	DIFFOUT_R48p	AB33	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_RX_R47n	DIFFOUT_R47n	V32	DQ6R										
5B	VREFB5BN0	IO			DIFFIO_TX_R48n	DIFFOUT_R48n	AB34											
6A	VREFB6AN0	IO	CLK5p		DIFFIO_RX_R49p	DIFFOUT_R49p	U31											
6A	VREFB6AN0	IO			DIFFIO_TX_R50p	DIFFOUT_R50p	Y33	DQ7R										
6A	VREFB6AN0	IO	CLK5n		DIFFIO_RX_R49n	DIFFOUT_R49n	U30											
6A	VREFB6AN0	IO			DIFFIO_TX_R50n	DIFFOUT_R50n	AA33	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_RX_R51p	DIFFOUT_R51p	U28	DQ7R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT0,FPLL_TR_CLKOUTp,FPLL_TR_FB"		DIFFIO_TX_R52p	DIFFOUT_R52p	Y34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_RX_R51n	DIFFOUT_R51n	U29	DQ7R										
6A	VREFB6AN0	IO	"FPLL_TR_CLKOUT1,FPLL_TR_CLKOUTn"		DIFFIO_TX_R52n	DIFFOUT_R52n	W34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_RX_R53p	DIFFOUT_R53p	U24	DQS7R										
6A	VREFB6AN0	IO			DIFFIO_TX_R54p	DIFFOUT_R54p	V33											
6A	VREFB6AN0	IO			DIFFIO_RX_R53n	DIFFOUT_R53n	U25	DQSn7R										
6A	VREFB6AN0	IO			DIFFIO_TX_R54n	DIFFOUT_R54n	V34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_RX_R55p	DIFFOUT_R55p	R34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_TX_R56p	DIFFOUT_R56p	U34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_RX_R55n	DIFFOUT_R55n	P34	DQ7R										
6A	VREFB6AN0	IO			DIFFIO_TX_R56n	DIFFOUT_R56n	U33											
6A	VREFB6AN0	IO	"CLK4p,FPLL_TR_FBp"		DIFFIO_RX_R57p	DIFFOUT_R57p	T31											
6A	VREFB6AN0	IO			DIFFIO_TX_R58p	DIFFOUT_R58p	T33	DQ8R	DQ3R									
6A	VREFB6AN0	IO	"CLK4n,FPLL_TR_FBn"		DIFFIO_RX_R57n	DIFFOUT_R57n	T30											
6A	VREFB6AN0	IO			DIFFIO_TX_R58n	DIFFOUT_R58n	T32	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R59p	DIFFOUT_R59p	T27	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R60p	DIFFOUT_R60p	M34	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R59n	DIFFOUT_R59n	T28	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R60n	DIFFOUT_R60n	M33	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R61p	DIFFOUT_R61p	U23	DQS8R	DQS3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R62p	DIFFOUT_R62p	K34											
6A	VREFB6AN0	IO			DIFFIO_RX_R61n	DIFFOUT_R61n	T23	DQSn8R	DQSn3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R62n	DIFFOUT_R62n	J34	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R63p	DIFFOUT_R63p	N33	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R64p	DIFFOUT_R64p	L33	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R63n	DIFFOUT_R63n	N34	DQ8R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R64n	DIFFOUT_R64n	L32											
6A	VREFB6AN0	IO			DIFFIO_RX_R65p	DIFFOUT_R65p	R32											
6A	VREFB6AN0	IO			DIFFIO_TX_R66p	DIFFOUT_R66p	K33	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R65n	DIFFOUT_R65n	R33											
6A	VREFB6AN0	IO			DIFFIO_TX_R66n	DIFFOUT_R66n	K32	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R67p	DIFFOUT_R67p	R27	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R68p	DIFFOUT_R68p	H34	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R67n	DIFFOUT_R67n	R28	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R68n	DIFFOUT_R68n	H33	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R69p	DIFFOUT_R69p	T25	DQS9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R70p	DIFFOUT_R70p	N32											
6A	VREFB6AN0	IO			DIFFIO_RX_R69n	DIFFOUT_R69n	R25	DQSn9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R70n	DIFFOUT_R70n	N31	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R71p	DIFFOUT_R71p	P32	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R72p	DIFFOUT_R72p	G34	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_RX_R71n	DIFFOUT_R71n	P31	DQ9R	DQ3R									
6A	VREFB6AN0	IO			DIFFIO_TX_R72n	DIFFOUT_R72n	G33											
6A	VREFB6AN0	IO			DIFFIO_RX_R73p	DIFFOUT_R73p	R30											
6A	VREFB6AN0	IO			DIFFIO_TX_R74p	DIFFOUT_R74p	M31	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R73n	DIFFOUT_R73n	R29											
6A	VREFB6AN0	IO			DIFFIO_TX_R74n	DIFFOUT_R74n	L31	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R75p	DIFFOUT_R75p	L30	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R76p	DIFFOUT_R76p	J32	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R75n	DIFFOUT_R75n	K30	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R76n	DIFFOUT_R76n	H32	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R77p	DIFFOUT_R77p	R23	DQS10R	DQS4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R78p	DIFFOUT_R78p	J31											
6A	VREFB6AN0	IO			DIFFIO_RX_R77n	DIFFOUT_R77n	R24	DQSn10R	DQSn4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R78n	DIFFOUT_R78n	H31	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R79p	DIFFOUT_R79p	N28	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R80p	DIFFOUT_R80p	P30	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R79n	DIFFOUT_R79n	M28	DQ10R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R80n	DIFFOUT_R80n	N29											
6A	VREFB6AN0	IO			DIFFIO_RX_R81p	DIFFOUT_R81p	P27											
6A	VREFB6AN0	IO			DIFFIO_TX_R82p	DIFFOUT_R82p	G31	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R81n	DIFFOUT_R81n	N27											
6A	VREFB6AN0	IO			DIFFIO_TX_R82n	DIFFOUT_R82n	G30	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R83p	DIFFOUT_R83p	M29	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R84p	DIFFOUT_R84p	J30	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R83n	DIFFOUT_R83n	M30	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R84n	DIFFOUT_R84n	J29	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R85p	DIFFOUT_R85p	P24	DQS11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R86p	DIFFOUT_R86p	H29											
6A	VREFB6AN0	IO			DIFFIO_RX_R85n	DIFFOUT_R85n	P25	DQSn11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R86n	DIFFOUT_R86n	H28	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R87p	DIFFOUT_R87p	L28	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R88p	DIFFOUT_R88p	K29	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_RX_R87n	DIFFOUT_R87n	L27	DQ11R	DQ4R									
6A	VREFB6AN0	IO			DIFFIO_TX_R88n	DIFFOUT_R88n	K28											
7A		GND					J26											
7A	VREFB7AN0	IO			DIFFIO_RX_T1p	DIFFOUT_T1p	K25											
7A	VREFB7AN0	IO			DIFFIO_TX_T2p	DIFFOUT_T2p	H27	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T1n	DIFFOUT_T1n	J25											
7A	VREFB7AN0	IO			DIFFIO_TX_T2n	DIFFOUT_T2n	H26	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T3p	DIFFOUT_T3p	G25	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T4p	DIFFOUT_T4p	G28	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T3n	DIFFOUT_T3n	F25	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T4n	DIFFOUT_T4n	G29	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T5p	DIFFOUT_T5p	M24	DQS1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T6p	DIFFOUT_T6p	F26											
7A	VREFB7AN0	IO			DIFFIO_RX_T5n	DIFFOUT_T5n	N24	DQSn1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T6n	DIFFOUT_T6n	G26	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T7p	DIFFOUT_T7p	G24	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T8p	DIFFOUT_T8p	F30	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_RX_T7n	DIFFOUT_T7n	H24	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T8n	DIFFOUT_T8n	E30											
7A	VREFB7AN0	IO			DIFFIO_RX_T9p	DIFFOUT_T9p	M25											
7A	VREFB7AN0	IO			DIFFIO_TX_T10p	DIFFOUT_T10p	F27	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T9n	DIFFOUT_T9n	L25											
7A	VREFB7AN0	IO			DIFFIO_TX_T10n	DIFFOUT_T10n	F28	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T11p	DIFFOUT_T11p	D30	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T12p	DIFFOUT_T12p	C32	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T11n	DIFFOUT_T11n	D29	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T12n	DIFFOUT_T12n	C31	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T13p	DIFFOUT_T13p	L23	DQS2T	DQS1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T14p	DIFFOUT_T14p	E29											
7A	VREFB7AN0	IO			DIFFIO_RX_T13n	DIFFOUT_T13n	K23	DQSn2T	DQSn1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T14n	DIFFOUT_T14n	E28	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T15p	DIFFOUT_T15p	H23	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T16p	DIFFOUT_T16p	B31	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T15n	DIFFOUT_T15n	G23	DQ2T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T16n	DIFFOUT_T16n	B30											
7A	VREFB7AN0	IO			DIFFIO_RX_T17p	DIFFOUT_T17p	L22											
7A	VREFB7AN0	IO			DIFFIO_TX_T18p	DIFFOUT_T18p	E24	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T17n	DIFFOUT_T17n	K22											
7A	VREFB7AN0	IO			DIFFIO_TX_T18n	DIFFOUT_T18n	E25	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T19p	DIFFOUT_T19p	F23	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T20p	DIFFOUT_T20p	C29	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T19n	DIFFOUT_T19n	F22	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T20n	DIFFOUT_T20n	C28	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T21p	DIFFOUT_T21p	M23	DQS3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T22p	DIFFOUT_T22p	E27											
7A	VREFB7AN0	IO			DIFFIO_RX_T21n	DIFFOUT_T21n	N23	DQSn3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T22n	DIFFOUT_T22n	D26	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T23p	DIFFOUT_T23p	H22	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T24p	DIFFOUT_T24p	B28	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_RX_T23n	DIFFOUT_T23n	H21	DQ3T	DQ1T									
7A	VREFB7AN0	IO			DIFFIO_TX_T24n	DIFFOUT_T24n	B29											
7A	VREFB7AN0	IO			DIFFIO_RX_T25p	DIFFOUT_T25p	L21											
7A	VREFB7AN0	IO			DIFFIO_TX_T26p	DIFFOUT_T26p	E22	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T25n	DIFFOUT_T25n	L20											
7A	VREFB7AN0	IO			DIFFIO_TX_T26n	DIFFOUT_T26n	E23	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T27p	DIFFOUT_T27p	F21	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T28p	DIFFOUT_T28p	D27	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T27n	DIFFOUT_T27n	G21	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T28n	DIFFOUT_T28n	C27	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T29p	DIFFOUT_T29p	N22	DQS4T	DQS2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T30p	DIFFOUT_T30p	D25											
7A	VREFB7AN0	IO			DIFFIO_RX_T29n	DIFFOUT_T29n	M21	DQSn4T	DQSn2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T30n	DIFFOUT_T30n	C26	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T31p	DIFFOUT_T31p	F20	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T32p	DIFFOUT_T32p	D24	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T31n	DIFFOUT_T31n	G20	DQ4T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T32n	DIFFOUT_T32n	C24											
7A	VREFB7AN0	IO	CLK11p		DIFFIO_RX_T33p	DIFFOUT_T33p	J20											
7A	VREFB7AN0	IO			DIFFIO_TX_T34p	DIFFOUT_T34p	A28	DQ5T	DQ2T									
7A	VREFB7AN0	IO	CLK11n		DIFFIO_RX_T33n	DIFFOUT_T33n	K19											
7A	VREFB7AN0	IO			DIFFIO_TX_T34n	DIFFOUT_T34n	A27	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T35p	DIFFOUT_T35p	D22	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T36p	DIFFOUT_T36p	B26	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T35n	DIFFOUT_T35n	C23	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T36n	DIFFOUT_T36n	B25	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T37p	DIFFOUT_T37p	M20	DQS5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T38p	DIFFOUT_T38p	C22											
7A	VREFB7AN0	IO			DIFFIO_RX_T37n	DIFFOUT_T37n	M19	DQSn5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T38n	DIFFOUT_T38n	D21	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T39p	DIFFOUT_T39p	E20	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T40p	DIFFOUT_T40p	A26	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_RX_T39n	DIFFOUT_T39n	D20	DQ5T	DQ2T									
7A	VREFB7AN0	IO			DIFFIO_TX_T40n	DIFFOUT_T40n	A25											
7A	VREFB7AN0	IO	CLK10p		DIFFIO_RX_T41p	DIFFOUT_T41p	H19											
7A	VREFB7AN0	IO			DIFFIO_TX_T42p	DIFFOUT_T42p	B23	DQ6T										
7A	VREFB7AN0	IO	CLK10n		DIFFIO_RX_T41n	DIFFOUT_T41n	H18											
7A	VREFB7AN0	IO			DIFFIO_TX_T42n	DIFFOUT_T42n	B24	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_RX_T43p	DIFFOUT_T43p	C21	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_TX_T44p	DIFFOUT_T44p	A23	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_RX_T43n	DIFFOUT_T43n	B21	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_TX_T44n	DIFFOUT_T44n	A22	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_RX_T45p	DIFFOUT_T45p	M18	DQS6T										
7A	VREFB7AN0	IO			DIFFIO_TX_T46p	DIFFOUT_T46p	E19											
7A	VREFB7AN0	IO			DIFFIO_RX_T45n	DIFFOUT_T45n	L18	DQSn6T										
7A	VREFB7AN0	IO			DIFFIO_TX_T46n	DIFFOUT_T46n	D19	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_RX_T47p	DIFFOUT_T47p	B20	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_TX_T48p	DIFFOUT_T48p	A21	DQ6T										
7A	VREFB7AN0	IO			DIFFIO_RX_T47n	DIFFOUT_T47n	B19	DQ6T										
7A	VREFB7AN0	IO	RZQ_2		DIFFIO_TX_T48n	DIFFOUT_T48n	A20											
8A	VREFB8AN0	IO	CLK9p		DIFFIO_RX_T49p	DIFFOUT_T49p	G18											
8A	VREFB8AN0	IO			DIFFIO_TX_T50p	DIFFOUT_T50p	C18	DQ7T										
8A	VREFB8AN0	IO	CLK9n		DIFFIO_RX_T49n	DIFFOUT_T49n	F18											
8A	VREFB8AN0	IO			DIFFIO_TX_T50n	DIFFOUT_T50n	C17	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T51p	DIFFOUT_T51p	E18	DQ7T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB"		DIFFIO_TX_T52p	DIFFOUT_T52p	B18	DQ7T										
8A	VREFB8AN0	IO			DIFFIO_RX_T51n	DIFFOUT_T51n	E17	DQ7T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T52n	DIFFOUT_T52n	A18	DQ7T										
