*******************************************************************								
* PT-EP1S40-3.6.txt
* PIN-OUT INFORMATION FOR EP1S40               								
* Ver. 3.6                                            								
*******************************************************************										
											
											
Bank Number	VREF Bank	Pin Name/Function	Optional Function(s)	Configuration Function	F780	B956	F1020	F1508	DQS for x16	DQS for x32	DIFFIO Speed (1)
B7	VREF0B7	VCCSEL		VCCSEL	AA12	AE15	AJ14	AM19
B7	VREF0B7	PORSEL		PORSEL	AC12	AG16	AG15	AN19
B7	VREF0B7	VREF0B7			AD11	AB14	AH12	AJ15
B7	VREF0B7	IO		INIT_DONE	W11	AF15	AE15	AL18
B7	VREF0B7	IO					AC18	AN18
B7	VREF0B7	IO	DQ4B7		AD13	AK13	AL13	AU17
B7	VREF0B7	IO			V11	AA16	AD15	AP18
B7	VREF0B7	IO	DQ4B6		AE13	AG13	AM13	AR17
B7	VREF0B7	IO		nRS	AC11	AE14	AB18	AL17
B7	VREF0B7	IO	DQ4B5		AF13	AH13	AH13	AT17
B7	VREF0B7	IO			Y11	AA15	AC15	AR18
B7	VREF0B7	IO	DQ4B4		AD12	AJ13	AJ13	AV17
B7	VREF0B7	IO				AH16	AD14	AT18		
B7	VREF0B7	IO	DQ4B3		AG13	AK12	AK13	AV16		
B7	VREF0B7	IO		RUnLU	W10	AJ16	AF14	AK17		
B7	VREF1B7	IO	DQS4B		AH13	AJ12	AJ12	AU16		
B7	VREF1B7	IO					AA18	AP16		
B7	VREF1B7	IO	DQ4B2		AE12	AL12	AK12	AW17		
B7	VREF1B7	IO			AB12	AE13	AE14	AU18		
B7	VREF1B7	IO	DQ4B1		AF12	AG12	AL12	AT16		
B7	VREF1B7	IO		PGM1	AA11	AG15	AG14	AF16		
B7	VREF1B7	IO	DQ4B0		AG12	AH12	AM11	AW16		
B7	VREF1B7	IO	DQ3B6		AH11	AJ11	AK11	AR15	DQ1B14	DQ0B30
B7	VREF1B7	IO					AK14	AR16		
B7	VREF1B7	IO	DQ3B7		AG11	AL10	AL10	AT15	DQ1B15	DQ0B31
B7	VREF1B7	IO	RDN7		AC10	AG14	AC14	AP17		
B7	VREF1B7	IO	RUP7		AB11	AF13	AF13	AN16		
B7	VREF1B7	IO				AC13	AB15	AP13		
B7	VREF1B7	IO	DQ3B5		AE11	AK11	AL11	AV15	DQ1B13	DQ0B29
B7	VREF1B7	IO	DEV_CLRn		AC9	AF14	AH14	AN17		
B7	VREF1B7	IO	DQ3B4		AF11	AG11	AK10	AV14	DQ1B12	DQ0B28
B7	VREF1B7	IO				AD13	AL14	AP15		
B7	VREF1B7	IO	DQ3B3		AE10	AH11	AM9	AW14	DQ1B11	DQ0B27
B7	VREF1B7	VREF1B7				AB13	AH10	AJ14		
B7	VREF1B7	IO			Y10	AA13	AA15	AR11		
B7	VREF1B7	IO	DQS3B		AG10	AJ10	AJ11	AU15	DQS1B	
B7	VREF1B7	IO			AA10	AE12	AD13	AN13		
B7	VREF1B7	IO	DQ3B2		AH10	AG10	AL9	AR14	DQ1B10	DQ0B26
B7	VREF1B7	IO					AG13	AP14		
B7	VREF1B7	IO	DQ3B1		AF10	AH10	AJ10	AT14	DQ1B9	DQ0B25
B7	VREF1B7	IO					AA14	AN12		
B7	VREF1B7	IO	DQ3B0		AD10	AK10	AH11	AU14	DQ1B8	DQ0B24
B7	VREF1B7	IO			Y9	AD12	AB14	AP12		
B7	VREF1B7	IO						AT10		
B7	VREF1B7	IO	FCLK5		AC8	AF12	AM14	AN14		
B7	VREF1B7	IO	FCLK4		AB10	AF11	AF12	AT11		
B7	VREF2B7	IO	DQ2B7		AG9	AL8	AL8	AT13	DQ1B7	DQ0B23
B7	VREF2B7	IO	DQ2B6		AF9	AK9	AJ9	AU13	DQ1B6	DQ0B22
B7	VREF2B7	IO	DQ2B5		AE9	AL9	AK9	AV13	DQ1B5	DQ0B21
B7	VREF2B7	IO				AC12	AC13	AN11		
B7	VREF2B7	IO	DQ2B4		AH8	AH8	AM8	AV12	DQ1B4	DQ0B20
B7	VREF2B7	IO				AE11	AE13	AP11		
B7	VREF2B7	IO	DQ2B3		AH9	AK8	AH9	AR13	DQ1B3	DQ0B19
B7	VREF2B7	IO				AA11	AB13	AW5		
B7	VREF2B7	IO	DQS2B		AE8	AJ8	AK8	AU12		DQS0B
B7	VREF2B7	IO				AG9	AD12	AP10		
B7	VREF2B7	IO	DQ2B2		AD8	AG8	AM7	AR12	DQ1B2	DQ0B18
B7	VREF2B7	IO			AA9	AD11	AE12	AT9		
B7	VREF2B7	IO	DQ2B1		AF8	AH9	AJ8	AT12	DQ1B1	DQ0B17
B7	VREF2B7	IO					AC12	AP9		
B7	VREF2B7	IO	DQ2B0		AG8	AJ9	AL7	AW12	DQ1B0	DQ0B16
B7	VREF2B7	IO						AT8		
B7	VREF2B7	IO			AB9	AF10	AG12	AR10		
B7	VREF2B7	IO				AE10	AG11	AR9		
B7	VREF2B7	VREF2B7			AD9	AB12	AH8	AJ13		
B7	VREF2B7	IO					AA13	AT7		
B7	VREF2B7	IO	DQ1B6		AG7	AL7	AM6	AW11	DQ0B14	DQ0B14
B7	VREF2B7	IO			AB8	AC11	AD11	AN10		
B7	VREF2B7	IO	DQ1B5		AH7	AH6	AJ7	AU10	DQ0B13	DQ0B13
B7	VREF2B7	IO	DQ1B7		AF6	AK7	AL6	AV11	DQ0B15	DQ0B15
B7	VREF2B7	IO	DQ1B4		AF7	AK6	AM5	AW10	DQ0B12	DQ0B12
B7	VREF2B7	IO				AD10	AB12	AR7		
B7	VREF2B7	IO	DQ1B3		AD6	AL6	AK7	AU11	DQ0B11	DQ0B11
B7	VREF2B7	IO					AE11	AW4		
B7	VREF2B7	IO	DQS1B		AE7	AJ6	AH7	AV10	DQS0B	
B7	VREF2B7	IO			AD5	AF9	AF11	AR8		
B7	VREF2B7	IO	DQ1B2		AH6	AH7	AL5	AW9	DQ0B10	DQ0B10
B7	VREF3B7	IO				AC10	AC11	AU5		
B7	VREF3B7	IO	DQ1B1		AG6	AJ7	AK6	AV9	DQ0B9	DQ0B9
B7	VREF3B7	IO					AF10	AP8		
B7	VREF3B7	IO	DQ1B0		AE6	AG6	AJ6	AU9	DQ0B8	DQ0B8
B7	VREF3B7	IO			AC7			AV5		
B7	VREF3B7	IO				AE9	AG10	AN9		
B7	VREF3B7	IO	DQ0B7		AF5	AL4	AL3	AV8	DQ0B7	DQ0B7
B7	VREF3B7	IO			AE4		AA12	AT5		
B7	VREF3B7	IO	DQ0B6		AH5	AL5	AL4	AW8	DQ0B6	DQ0B6
B7	VREF3B7	IO			AB7	AE8	AD10	AN8		
B7	VREF3B7	IO	DQ0B5		AF4	AJ4	AM4	AW6	DQ0B5	DQ0B5
B7	VREF3B7	IO				AF8	AE10	AT6		
B7	VREF3B7	VREF3B7			AD7	AB11	AH6	AJ12		
B7	VREF3B7	IO	DQ0B4		AG4	AK3	AJ4	AU8	DQ0B4	DQ0B4
B7	VREF3B7	IO				AG4	AB11	AN7		
B7	VREF3B7	IO	DQ0B3		AG5	AK5	AJ5	AW7	DQ0B3	DQ0B3	
B7	VREF3B7	IO				AF6	AE9	AR6			
B7	VREF3B7	IO	DQS0B		AH3	AK4	AK5	AV7			
B7	VREF3B7	IO			AC6	AG7	AG9	AV4			
B7	VREF3B7	IO	DQ0B2		AG3	AH5	AH5	AU7	DQ0B2	DQ0B2	
B7	VREF3B7	IO					AC9	AR5			
B7	VREF3B7	IO	DQ0B1		AE5	AJ5	AK3	AV6	DQ0B1	DQ0B1	
B7	VREF3B7	IO			AC5	AJ2	AD9	AU4			
B7	VREF3B7	IO	DQ0B0		AH4	AJ3	AK4	AU6	DQ0B0	DQ0B0	
B7	VREF3B7	IO				AH4	AF9	AP7			
		GNDG_PLL9				AC9	AH3	AK9			
		VCCG_PLL9				AD9	AJ3	AL9			
		GNDA_PLL9				AA9	AJ1	AJ9			
		GND									
		VCCA_PLL9				AB9	AJ2	AJ10			
B6	VREF0B6	IO					AB9	AG10			
B6	VREF0B6	IO					AC10	AG9			
B6	VREF0B6	FPLL9CLKp				AH1	AB5	AL1			
B6	VREF0B6	FPLL9CLKn				AG1	AB4	AL2			
B6	VREF0B6	IO	DIFFIO_TX89n		AC3	AC8	AF8	AH10			HIGH
B6	VREF0B6	IO	DIFFIO_TX89p		AC4	AD8	AF7	AH9			HIGH
B6	VREF0B6	IO	DIFFIO_RX89n				AG5	AP1			LOW
B6	VREF0B6	IO	DIFFIO_RX89p				AH4	AP2			LOW
B6	VREF0B6	IO	DIFFIO_TX88n		AD3	AF7	AF5	AL8			HIGH
B6	VREF0B6	IO	DIFFIO_TX88p		AD4	AE7	AF6	AL7			HIGH
B6	VREF0B6	IO	DIFFIO_RX88n				AH2	AN2			LOW
B6	VREF0B6	IO	DIFFIO_RX88p				AH1	AN1			LOW
B6	VREF0B6	IO	DIFFIO_TX87n		AA7	AB8	AE7	AK7			HIGH
B6	VREF0B6	IO	DIFFIO_TX87p		AA8	AA8	AE8	AK8			HIGH
B6	VREF0B6	IO	DIFFIO_RX87n				AG7	AM2			LOW
B6	VREF0B6	IO	DIFFIO_RX87p				AG8	AM1			LOW
B6	VREF0B6	IO	DIFFIO_TX86n		AB5	AC7	AD6	AJ7			HIGH
B6	VREF0B6	IO	DIFFIO_TX86p		AB6	AD7	AD5	AJ8			HIGH
B6	VREF0B6	IO	DIFFIO_RX86n		AF2	AF4	AG4	AL4			HIGH
B6	VREF0B6	IO	DIFFIO_RX86p		AF1	AE4	AG3	AL3			HIGH
B6	VREF0B6	VREF0B6			AE3	AA10	AG6	AH11			
B6	VREF0B6	IO	DIFFIO_TX85n		U12	AB7	AE6	AH8			HIGH
B6	VREF0B6	IO	DIFFIO_TX85p			AA7	AE5	AH7			HIGH
B6	VREF0B6	IO	DIFFIO_RX85n			AD4	AG1	AK4			HIGH
B6	VREF0B6	IO	DIFFIO_RX85p			AC4	AG2	AK3			HIGH
B6	VREF0B6	IO	DIFFIO_TX84n		AA5	AE6	AD8	AG8			HIGH
B6	VREF0B6	IO	DIFFIO_TX84p		AA6	AD6	AD7	AG7			HIGH
B6	VREF0B6	IO	DIFFIO_RX84n			AG3	AF4	AK1			HIGH
B6	VREF0B6	IO	DIFFIO_RX84p			AH3	AF3	AK2			HIGH
B6	VREF0B6	IO	DIFFIO_TX83n		Y6	AC6	AC5	AK6			HIGH
B6	VREF0B6	IO	DIFFIO_TX83p		Y5	AB6	AC6	AK5			HIGH
B6	VREF0B6	IO	DIFFIO_RX83n			AF3	AF2	AJ4			HIGH
B6	VREF0B6	IO	DIFFIO_RX83p			AE3	AF1	AJ3			HIGH
B6	VREF0B6	IO	DIFFIO_TX82n		Y7	AF5	AC7	AJ5			HIGH
B6	VREF0B6	IO	DIFFIO_TX82p		Y8	AG5	AC8	AJ6			HIGH
B6	VREF1B6	IO	DIFFIO_RX82n			AD3	AE4	AJ2			HIGH
B6	VREF1B6	IO	DIFFIO_RX82p			AC3	AE3	AJ1			HIGH
B6	VREF1B6	IO	DIFFIO_TX81n		W7	AD5	AB7	AH5			HIGH
B6	VREF1B6	IO	DIFFIO_TX81p		W8	AE5	AB6	AH6			HIGH
B6	VREF1B6	IO	DIFFIO_RX81n		AE2	AH2	AE2	AH4			HIGH
B6	VREF1B6	IO	DIFFIO_RX81p		AE1	AG2	AE1	AH3			HIGH
B6	VREF1B6	IO	DIFFIO_TX80n		W5	AC5	AA6	AG6			HIGH
B6	VREF1B6	IO	DIFFIO_TX80p		W6	AB5	AA7	AG5			HIGH
B6	VREF1B6	IO	DIFFIO_RX80n		AD2	AE2	AC3	AH1			HIGH
B6	VREF1B6	IO	DIFFIO_RX80p		AD1	AF2	AC4	AH2			HIGH
B6	VREF1B6	IO	DIFFIO_TX79n		V8	AA6	AA9	AF8			HIGH
B6	VREF1B6	IO	DIFFIO_TX79p		V7	Y6	AA8	AF7			HIGH
B6	VREF1B6	IO	DIFFIO_RX79n		AC2	AD2	AD3	AG4			HIGH
B6	VREF1B6	IO	DIFFIO_RX79p		AC1	AC2	AD4	AG3			HIGH
B6	VREF1B6	IO	DIFFIO_TX78n		V6	Y9	Y5	AF6			HIGH
B6	VREF1B6	IO	DIFFIO_TX78p		V5	W9	Y6	AF5			HIGH
B6	VREF1B6	IO	DIFFIO_RX78n		AB4	AF1	AD2	AG2			HIGH
B6	VREF1B6	IO	DIFFIO_RX78p		AB3	AE1	AD1	AF2			HIGH
B6	VREF1B6	VREF1B6			W9	Y10	AB8	AG11			
B6	VREF1B6	IO	DIFFIO_TX77n		V9	Y8	Y7	AE8			HIGH
B6	VREF1B6	IO	DIFFIO_TX77p		V10	W8	Y8	AE7			HIGH
B6	VREF1B6	IO	DIFFIO_RX77n		AB2	AD1	AC2	AF1			HIGH
B6	VREF1B6	IO	DIFFIO_RX77p		AB1	AC1	AB1	AE2			HIGH
B6	VREF1B6	IO	DIFFIO_TX76n		U7	AA5	W5	AE6			HIGH
B6	VREF1B6	IO	DIFFIO_TX76p		U8	Y5	W6	AE5			HIGH
B6	VREF1B6	IO	DIFFIO_RX76n/RDN6		AA3	AB4	AA4	AF4			HIGH
B6	VREF1B6	IO	DIFFIO_RX76p/RUP6		AA4	AB3	AA5	AF3			HIGH
B6	VREF1B6	IO	DIFFIO_TX75n		U6	Y7	Y10	AD10			HIGH
B6	VREF1B6	IO	DIFFIO_TX75p		U5	W7	Y9	AD9			HIGH
B6	VREF1B6	IO	DIFFIO_RX75n		AA2	Y4	AB3	AE4			HIGH
B6	VREF1B6	IO	DIFFIO_RX75p		AA1	AA4	AB2	AE3			HIGH
B6	VREF1B6	IO	DIFFIO_TX74n		U9	U7	W10	AD8			HIGH
B6	VREF1B6	IO	DIFFIO_TX74p		U10	V7	W9	AD7			HIGH
B6	VREF1B6	IO	DIFFIO_RX74n		Y4	W4	AA3	AD4			HIGH
B6	VREF1B6	IO	DIFFIO_RX74p		Y3	V4	AA2	AD3			HIGH
B6	VREF2B6	IO	DIFFIO_TX73n		T6	W6	V9	AD5			HIGH
B6	VREF2B6	IO	DIFFIO_TX73p		T5	V6	V10	AD6			HIGH
B6	VREF2B6	IO	DIFFIO_RX73n		Y2	AA3	Y4	AD2			HIGH
B6	VREF2B6	IO	DIFFIO_RX73p		Y1	Y3	Y3	AD1			HIGH
B6	VREF2B6	IO	DIFFIO_TX72n		T10	U6	V5	AC5			HIGH
B6	VREF2B6	IO	DIFFIO_TX72p		T9	T6	V6	AC6			HIGH
B6	VREF2B6	IO	DIFFIO_RX72n		W4	W3	Y2	AC4			HIGH
B6	VREF2B6	IO	DIFFIO_RX72p		W3	V3	Y1	AC3			HIGH
B6	VREF2B6	IO	DIFFIO_TX71n		T7	W5	V8	AC7			HIGH
B6	VREF2B6	IO	DIFFIO_TX71p		T8	V5	V7	AC8			HIGH
B6	VREF2B6	IO	DIFFIO_RX71n		W2	AB2	W4	AC2			HIGH
B6	VREF2B6	IO	DIFFIO_RX71p		W1	AA2	W3	AC1			HIGH
B6	VREF2B6	IO	DIFFIO_TX70n		T4	T5	W8	AB5			HIGH
B6	VREF2B6	IO	DIFFIO_TX70p		T3	U5	W7	AB6			HIGH
B6	VREF2B6	IO	DIFFIO_RX70n		V4	Y2	W2	AB4			HIGH
B6	VREF2B6	IO	DIFFIO_RX70p		V3	W2	W1	AB3			HIGH
B6	VREF2B6	VREF2B6			R10	W10	AA10	AF11			
B6	VREF2B6	IO	DIFFIO_TX69n				AB10	AB8			LOW
B6	VREF2B6	IO	DIFFIO_TX69p				AA11	AB9			LOW
B6	VREF2B6	IO	DIFFIO_RX69n		V1	AA1	V4	AB1			HIGH
B6	VREF2B6	IO	DIFFIO_RX69p		V2	AB1	V3	AB2			HIGH
B6	VREF2B6	IO	DIFFIO_TX68n				Y11	AA11			LOW
B6	VREF2B6	IO	DIFFIO_TX68p				Y12	AA10			LOW
B6	VREF2B6	IO	DIFFIO_RX68n		U4	V2	V2	AA4			HIGH
B6	VREF2B6	IO	DIFFIO_RX68p		U3	U2	V1	AA3			HIGH
B6	VREF2B6	IO	DIFFIO_TX67n				W11	AA9			LOW
B6	VREF2B6	IO	DIFFIO_TX67p				W12	AA8			LOW
B6	VREF2B6	IO	DIFFIO_RX67n		U2	V1	U5	AA2			HIGH
B6	VREF2B6	IO	DIFFIO_RX67p		T1	U1	U6	AA1			HIGH
B6	VREF2B6	IO	CLK8n		R3	U4	U3	Y5			
B6	VREF2B6	CLK8p			R4	U3	U4	Y6			
B6	VREF2B6	CLK9n			T2	T3	U1	Y2			
B6	VREF2B6	CLK9p			R2	T4	U2	Y1			
		GNDG_PLL3			R7	V9	U11	Y11			
		VCCG_PLL3			R8	U9	V11	Y12			
		GNDA_PLL3			R5	V8	U7	Y9			
		GND									
		VCCA_PLL3			R6	U8	U8	W8			
		GNDG_PLL4			P7	R9	U9	W11			
		VCCG_PLL4			P8	R10	T9	W12			
		GNDA_PLL4			P5	R8	T7	W9			
		GND									
		VCCA_PLL4			P6	T8	T8	W10			
B5	VREF0B5	CLK10p			P4	T1	T6	Y3			
B5	VREF0B5	IO	CLK10n		P3	T2	T5	Y4			
B5	VREF0B5	CLK11p			P2	R3	T4	W5			
B5	VREF0B5	CLK11n			N2	R4	T3	W6			
B5	VREF0B5	IO	DIFFIO_TX66n				T11	Y7			LOW
B5	VREF0B5	IO	DIFFIO_TX66p				R11	W7			LOW
B5	VREF0B5	IO	DIFFIO_RX66n		M2	R1	T2	W1			HIGH
B5	VREF0B5	IO	DIFFIO_RX66p		N1	P1	T1	W2			HIGH
B5	VREF0B5	IO	DIFFIO_TX65n				P11	V7			LOW
B5	VREF0B5	IO	DIFFIO_TX65p				N11	V8			LOW
B5	VREF0B5	IO	DIFFIO_RX65n		M3	P2	R1	W4			HIGH
B5	VREF0B5	IO	DIFFIO_RX65p		M4	R2	R2	W3			HIGH
B5	VREF0B5	IO	DIFFIO_TX64n		N10	R7	R7	V6			HIGH
B5	VREF0B5	IO	DIFFIO_TX64p		N9	T7	R8	V5			HIGH
B5	VREF0B5	IO	DIFFIO_RX64n		L1	K1	R3	V1			HIGH
B5	VREF0B5	IO	DIFFIO_RX64p		L2	L1	R4	V2			HIGH
B5	VREF0B5	VREF0B5			P10	P10	R12	R11			
B5	VREF0B5	IO	DIFFIO_TX63n		N5	P8	P7	U8			HIGH
B5	VREF0B5	IO	DIFFIO_TX63p		N6	N8	P8	U7			HIGH
B5	VREF0B5	IO	DIFFIO_RX63n		L3	N2	P1	V3			HIGH
B5	VREF0B5	IO	DIFFIO_RX63p		L4	M2	P2	V4			HIGH
B5	VREF0B5	IO	DIFFIO_TX62n		N7	R6	R5	U6			HIGH
B5	VREF0B5	IO	DIFFIO_TX62p		N8	P6	R6	U5			HIGH
B5	VREF0B5	IO	DIFFIO_RX62n		K1	L2	P3	U1			HIGH
B5	VREF0B5	IO	DIFFIO_RX62p		K2	K2	P4	U2			HIGH
B5	VREF0B5	IO	DIFFIO_TX61n		N4	P9	R10	T5			HIGH
B5	VREF0B5	IO	DIFFIO_TX61p		N3	N9	R9	T6			HIGH
B5	VREF0B5	IO	DIFFIO_RX61n		K4	P3	N1	U3			HIGH
B5	VREF0B5	IO	DIFFIO_RX61p		K3	N3	N2	U4			HIGH
B5	VREF0B5	IO	DIFFIO_TX60n		M10	P7	P6	T7			HIGH
B5	VREF0B5	IO	DIFFIO_TX60p		M9	N7	P5	T8			HIGH
B5	VREF0B5	IO	DIFFIO_RX60n		J1	L3	N3	T2			HIGH
B5	VREF0B5	IO	DIFFIO_RX60p		J2	M3	N4	T1			HIGH
B5	VREF1B5	IO	DIFFIO_TX59n		M6	N6	N7	T9			HIGH
B5	VREF1B5	IO	DIFFIO_TX59p		M5	M6	N8	T10			HIGH
B5	VREF1B5	IO	DIFFIO_RX59n		J3	P4	M2	T3			HIGH
B5	VREF1B5	IO	DIFFIO_RX59p		J4	N4	M3	T4			HIGH
B5	VREF1B5	IO	DIFFIO_TX58n		M8	R5	P9	R5			HIGH
B5	VREF1B5	IO	DIFFIO_TX58p		M7	P5	P10	R6			HIGH
B5	VREF1B5	IO	DIFFIO_RX58n		H1	M4	L2	R3			HIGH
B5	VREF1B5	IO	DIFFIO_RX58p		H2	L4	L3	R4			HIGH
B5	VREF1B5	IO	DIFFIO_TX57n		L10	M5	N5	R8			HIGH
B5	VREF1B5	IO	DIFFIO_TX57p		L9	N5	N6	R7			HIGH
B5	VREF1B5	IO	DIFFIO_RX57n/RDN5		H3	K3	M4	P3			HIGH
B5	VREF1B5	IO	DIFFIO_RX57p/RUP5		H4	K4	M5	P4			HIGH
B5	VREF1B5	IO	DIFFIO_TX56n		L5	M8	N10	P5			HIGH
B5	VREF1B5	IO	DIFFIO_TX56p		L6	L8	N9	P6			HIGH
B5	VREF1B5	IO	DIFFIO_RX56n		G1	J1	L1	R2			HIGH
B5	VREF1B5	IO	DIFFIO_RX56p		G2	H1	K2	P1			HIGH
B5	VREF1B5	VREF1B5			K9	N10	L8	P11			
B5	VREF1B5	IO	DIFFIO_TX55n		L8	M7	M8	P7			HIGH
B5	VREF1B5	IO	DIFFIO_TX55p		L7	L7	M9	P8			HIGH
B5	VREF1B5	IO	DIFFIO_RX55n		G4	G1	J2	P2			HIGH
B5	VREF1B5	IO	DIFFIO_RX55p		G3	F1	J1	N2			HIGH
B5	VREF1B5	IO	DIFFIO_TX54n		K7	L5	M6	N5			HIGH
B5	VREF1B5	IO	DIFFIO_TX54p		K8	K5	M7	N6			HIGH
B5	VREF1B5	IO	DIFFIO_RX54n		F1	H2	K4	N4			HIGH
B5	VREF1B5	IO	DIFFIO_RX54p		F2	J2	K3	N3			HIGH
B5	VREF1B5	IO	DIFFIO_TX53n		J7	H5	L6	N8			HIGH
B5	VREF1B5	IO	DIFFIO_TX53p		J8	J5	L7	N7			HIGH
B5	VREF1B5	IO	DIFFIO_RX53n		F3	G2	J3	M1			HIGH
B5	VREF1B5	IO	DIFFIO_RX53p		F4	F2	J4	M2			HIGH
B5	VREF1B5	IO	DIFFIO_TX52n		K5	F5	K5	M6			HIGH
B5	VREF1B5	IO	DIFFIO_TX52p		K6	G5	K6	M5			HIGH
B5	VREF1B5	IO	DIFFIO_RX52n		E1	J3	H1	M3			HIGH
B5	VREF1B5	IO	DIFFIO_RX52p		E2	H3	H2	M4			HIGH
B5	VREF2B5	IO	DIFFIO_TX51n		J6	L6	K8	L5			HIGH
B5	VREF2B5	IO	DIFFIO_TX51p		J5	K6	K7	L6			HIGH
B5	VREF2B5	IO	DIFFIO_RX51n		D1	G3	G1	L1			HIGH
B5	VREF2B5	IO	DIFFIO_RX51p		D2	F3	G2	L2			HIGH
B5	VREF2B5	IO	DIFFIO_TX50n		H8	J6	J5	M7			HIGH
B5	VREF2B5	IO	DIFFIO_TX50p		H7	H6	J6	M8			HIGH
B5	VREF2B5	IO	DIFFIO_RX50n			J4	H3	L3			HIGH
B5	VREF2B5	IO	DIFFIO_RX50p			H4	H4	L4			HIGH
B5	VREF2B5	IO	DIFFIO_TX49n		H6	G6	J7	K5			HIGH
B5	VREF2B5	IO	DIFFIO_TX49p		H5	F6	J8	K6			HIGH
B5	VREF2B5	IO	DIFFIO_RX49n			G4	F1	K2			HIGH
B5	VREF2B5	IO	DIFFIO_RX49p			F4	F2	K1			HIGH
B5	VREF2B5	IO	DIFFIO_TX48n		G5	K8	H5	L8			HIGH
B5	VREF2B5	IO	DIFFIO_TX48p		G6	J8	H6	L7			HIGH
B5	VREF2B5	IO	DIFFIO_RX48n			E2	G3	K3			HIGH
B5	VREF2B5	IO	DIFFIO_RX48p			D2	G4	K4			HIGH
B5	VREF2B5	VREF2B5			E5	M10	F6	N11			
B5	VREF2B5	IO	DIFFIO_TX47n		F6	K7	H8	K7			HIGH
B5	VREF2B5	IO	DIFFIO_TX47p		F5	J7	H7	K8			HIGH
B5	VREF2B5	IO	DIFFIO_RX47n		C1	E3	F3	J3			HIGH
B5	VREF2B5	IO	DIFFIO_RX47p		C2	D3	F4	J4			HIGH
B5	VREF2B5	IO	DIFFIO_TX46n		D3	H7	G6	J7			HIGH
B5	VREF2B5	IO	DIFFIO_TX46p		D4	G7	G5	J8			HIGH
B5	VREF2B5	IO	DIFFIO_RX46n				E2	H2			LOW
B5	VREF2B5	IO	DIFFIO_RX46p				E1	H1			LOW
B5	VREF2B5	IO	DIFFIO_TX45n		E3	G8	G7	M9			HIGH
B5	VREF2B5	IO	DIFFIO_TX45p		E4	H8	G8	M10			HIGH
B5	VREF2B5	IO	DIFFIO_RX45n				F5	G2			LOW
B5	VREF2B5	IO	DIFFIO_RX45p				E4	G1			LOW
B5	VREF2B5	IO						N9			
B5	VREF2B5	IO						N10			
B5	VREF2B5	FPLL10CLKn				D1	L5	J1			
B5	VREF2B5	FPLL10CLKp				E1	L4	J2			
		GNDG_PLL10				K9	E3	L9			
		VCCG_PLL10				J9	D3	L10			
		GNDA_PLL10				M9	D1	K9			
		GND									
		VCCA_PLL10				L9	D2	J9			
B4	VREF0B4	IO				D4	F8	F7			
B4	VREF0B4	IO	DQ0T0		A4	C4	D5	C6	DQ0T0	DQ0T0	
B4	VREF0B4	IO			G7		F7	C4			
B4	VREF0B4	IO	DQ0T1		A3	C5	C3	B6	DQ0T1	DQ0T1	
B4	VREF0B4	IO				E4	J9	E5			
B4	VREF0B4	IO	DQ0T2		B3	D5	E5	C7	DQ0T2	DQ0T2	
B4	VREF0B4	IO				H9	G9	B4			
B4	VREF0B4	IO	DQS0T		D5	B4	C5	B7			
B4	VREF0B4	IO			F7	E5	H9	E6		
B4	VREF0B4	IO	DQ0T3		B5	B5	C4	A7	DQ0T3	DQ0T3
B4	VREF0B4	IO				C2	K9	G7		
B4	VREF0B4	IO	DQ0T4		B4	B3	D4	C8	DQ0T4	DQ0T4
B4	VREF0B4	VREF0B4			E7	K10	E6	L11		
B4	VREF0B4	IO				J10	F9	D6		
B4	VREF0B4	IO	DQ0T5		C4	C3	A4	A6	DQ0T5	DQ0T5
B4	VREF0B4	IO			G8	F7	L9	G8		
B4	VREF0B4	IO	DQ0T6		A5	A5	B4	A8	DQ0T6	DQ0T6
B4	VREF0B4	IO			J9		K10	D5		
B4	VREF0B4	IO	DQ0T7		C5	A4	B3	B8	DQ0T7	DQ0T7
B4	VREF0B4	IO				F8	H10	G9		
B4	VREF0B4	IO			F8			B5		
B4	VREF0B4	IO	DQ1T0		E6	E6	D6	C9	DQ0T8	DQ0T8
B4	VREF0B4	IO				E7	J10	F8		
B4	VREF0B4	IO	DQ1T1		A6	C7	C6	B9	DQ0T9	DQ0T9
B4	VREF0B4	IO					L10	C5		
B4	VREF1B4	IO	DQ1T2		B7	D7	B5	A9	DQ0T10	DQ0T10
B4	VREF1B4	IO				H10	F10	E8		
B4	VREF1B4	IO	DQS1T		B6	C6	E7	B10	DQS0T	
B4	VREF1B4	IO			H9	G9	G10	A4		
B4	VREF1B4	IO	DQ1T3		D6	A6	C7	C11	DQ0T11	DQ0T11
B4	VREF1B4	IO				L11	M10	E7		
B4	VREF1B4	IO	DQ1T4		A7	B6	A5	A10	DQ0T12	DQ0T12
B4	VREF1B4	IO	DQ1T7		C7	B7	B6	B11	DQ0T15	DQ0T15
B4	VREF1B4	IO	DQ1T5		D7	D6	D7	C10	DQ0T13	DQ0T13
B4	VREF1B4	IO			G9	J11	K11	G10		
B4	VREF1B4	IO	DQ1T6		C6	A7	A6	A11	DQ0T14	DQ0T14
B4	VREF1B4	IO					L11	D7		
B4	VREF1B4	VREF1B4			E9	K11	E8	L12		
B4	VREF1B4	IO				F9	J11	E9		
B4	VREF1B4	IO				E9	H11	E10		
B4	VREF1B4	IO						D8		
B4	VREF1B4	IO	DQ2T0		D8	B8	B7	A12	DQ1T0	DQ0T16
B4	VREF1B4	IO					M11	F9		
