Bank Number	Index within I/O Bank (2)	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	HPS Function (3)	Non-Dedicated Tx/Rx Channel	Dedicated Tx/Rx Channel	Soft CDR Support	F29	DQS for X4	DQS for X8/X9	DQS for X16/X18	DQS for X32/X36
2J	21	VREFB2JN0	IO			HPS_DDR		LVDS2J_14n	Yes	AH20	DQSn20	DQ10	DQ5	DQSn2/CQn2
2J	20	VREFB2JN0	IO			HPS_DDR		LVDS2J_14p	Yes	AH21	DQS20	DQ10	DQ5	DQS2/CQ2
2J	19	VREFB2JN0	IO	PLL_2J_CLKOUT0n		HPS_DDR		LVDS2J_15n	No	AB21	DQ20	DQ10	DQ5	DQ2
2J	18	VREFB2JN0	IO	"PLL_2J_CLKOUT0p,PLL_2J_CLKOUT0,PLL_2J_FB0"		HPS_DDR		LVDS2J_15p	No	AC21	DQ20	DQ10	DQ5	DQ2
2J	17	VREFB2JN0	IO			HPS_DDR		LVDS2J_16n	Yes	AE21	DQSn21	DQSn10/CQn10	DQ5	DQ2
2J	16	VREFB2JN0	IO			HPS_DDR		LVDS2J_16p	Yes	AF21	DQS21	DQS10/CQ10	DQ5	DQ2
2J	15	VREFB2JN0	IO			HPS_DDR		LVDS2J_17n	No	AG21	DQ21	DQ10	DQ5	DQ2
2J	14	VREFB2JN0	IO			HPS_DDR		LVDS2J_17p	No	AH22	DQ21	DQ10	DQ5	DQ2
2J	13	VREFB2JN0	IO			HPS_DDR		LVDS2J_18n	Yes	AG20	DQ21	DQ10	DQSn5/CQn5	DQ2
2J	12	VREFB2JN0	IO			HPS_DDR		LVDS2J_18p	Yes	AG19	DQ21	DQ10	DQS5/CQ5	DQ2
2J	11	VREFB2JN0	IO			HPS_DDR		LVDS2J_19n	No	AF23	DQ22	DQ11	DQ5	DQ2
2J	10	VREFB2JN0	IO			HPS_DDR		LVDS2J_19p	No	AG23	DQ22	DQ11	DQ5	DQ2
2J	9	VREFB2JN0	IO			HPS_DDR		LVDS2J_20n	Yes	AD23	DQSn22	DQ11	DQ5	DQ2
2J	8	VREFB2JN0	IO			HPS_DDR		LVDS2J_20p	Yes	AE23	DQS22	DQ11	DQ5	DQ2
2J	7	VREFB2JN0	IO			HPS_DDR		LVDS2J_21n	No	AA22	DQ22	DQ11	DQ5	DQ2
2J	6	VREFB2JN0	IO			HPS_DDR		LVDS2J_21p	No	AA23	DQ22	DQ11	DQ5	DQ2
2J	5	VREFB2JN0	IO			HPS_DDR		LVDS2J_22n	Yes	AB23	DQSn23	DQSn11/CQn11	DQ5	DQ2
2J	4	VREFB2JN0	IO			HPS_DDR		LVDS2J_22p	Yes	AC23	DQS23	DQS11/CQ11	DQ5	DQ2
2J	3	VREFB2JN0	IO			HPS_DDR		LVDS2J_23n	No	AE22	DQ23	DQ11	DQ5	DQ2
2J	2	VREFB2JN0	IO			HPS_DDR		LVDS2J_23p	No	AF22	DQ23	DQ11	DQ5	DQ2
2J	1	VREFB2JN0	IO			HPS_DDR		LVDS2J_24n	Yes	AC22	DQ23	DQ11	DQ5	DQ2
2J	0	VREFB2JN0	IO			HPS_DDR		LVDS2J_24p	Yes	AD22	DQ23	DQ11	DQ5	DQ2
2A	47	VREFB2AN0	IO		DATA0			LVDS2A_1n	No	AE10	DQ24	DQ12	DQ6	DQ3
2A	46	VREFB2AN0	IO		DATA1			LVDS2A_1p	No	AE11	DQ24	DQ12	DQ6	DQ3
2A	45	VREFB2AN0	IO		DATA2			LVDS2A_2n	Yes	AE14	DQSn24	DQ12	DQ6	DQ3
2A	44	VREFB2AN0	IO		DATA3			LVDS2A_2p	Yes	AE15	DQS24	DQ12	DQ6	DQ3
2A	43	VREFB2AN0	IO		DATA4			LVDS2A_3n	No	AD15	DQ24	DQ12	DQ6	DQ3
2A	42	VREFB2AN0	IO		DATA5			LVDS2A_3p	No	AE16	DQ24	DQ12	DQ6	DQ3
2A	41	VREFB2AN0	IO		DATA6			LVDS2A_4n	Yes	AD12	DQSn25	DQSn12/CQn12	DQ6	DQ3
2A	40	VREFB2AN0	IO		DATA7			LVDS2A_4p	Yes	AE12	DQS25	DQS12/CQ12	DQ6	DQ3
2A	39	VREFB2AN0	IO		DATA8			LVDS2A_5n	No	AF11	DQ25	DQ12	DQ6	DQ3
2A	38	VREFB2AN0	IO		DATA9			LVDS2A_5p	No	AF12	DQ25	DQ12	DQ6	DQ3
2A	37	VREFB2AN0	IO		DATA10			LVDS2A_6n	Yes	AD14	DQ25	DQ12	DQSn6/CQn6	DQ3
2A	36	VREFB2AN0	IO		DATA11			LVDS2A_6p	Yes	AD13	DQ25	DQ12	DQS6/CQ6	DQ3
2A	35	VREFB2AN0	IO		DATA12			LVDS2A_7n	No	AF19	DQ26	DQ13	DQ6	DQ3
2A	34	VREFB2AN0	IO		DATA13			LVDS2A_7p	No	AG18	DQ26	DQ13	DQ6	DQ3
2A	33	VREFB2AN0	IO		DATA14			LVDS2A_8n	Yes	AF18	DQSn26	DQ13	DQ6	DQ3
2A	32	VREFB2AN0	IO		DATA15			LVDS2A_8p	Yes	AF17	DQS26	DQ13	DQ6	DQ3
2A	31	VREFB2AN0	IO		DATA16			LVDS2A_9n	No	AF14	DQ26	DQ13	DQ6	DQ3
2A	30	VREFB2AN0	IO		DATA17			LVDS2A_9p	No	AF13	DQ26	DQ13	DQ6	DQ3
2A	29	VREFB2AN0	IO	PLL_2A_CLKOUT1n	DATA18			LVDS2A_10n	Yes	AE20	DQSn27	DQSn13/CQn13	DQ6	DQ3
2A	28	VREFB2AN0	IO	"PLL_2A_CLKOUT1p,PLL_2A_CLKOUT1,PLL_2A_FB1"	DATA19			LVDS2A_10p	Yes	AE19	DQS27	DQS13/CQ13	DQ6	DQ3
2A	27	VREFB2AN0	IO		nCEO			LVDS2A_11n	No	AF16	DQ27	DQ13	DQ6	DQ3
2A	26	VREFB2AN0	IO	RZQ_2A				LVDS2A_11p	No	AG16	DQ27	DQ13	DQ6	DQ3
2A	25	VREFB2AN0	IO	CLK_2A_1n	DATA20			LVDS2A_12n	Yes	AG15	DQ27	DQ13	DQ6	DQ3
2A	24	VREFB2AN0	IO	CLK_2A_1p	DATA21			LVDS2A_12p	Yes	AG14	DQ27	DQ13	DQ6	DQ3
2A	23	VREFB2AN0	IO	CLK_2A_0n	DATA22			LVDS2A_13n	No	AA16	DQ28	DQ14	DQ7	DQ3
2A	22	VREFB2AN0	IO	CLK_2A_0p	DATA23			LVDS2A_13p	No	AB16	DQ28	DQ14	DQ7	DQ3
2A	21	VREFB2AN0	IO		DATA24			LVDS2A_14n	Yes	AD19	DQSn28	DQ14	DQ7	DQSn3/CQn3
2A	20	VREFB2AN0	IO		DATA25			LVDS2A_14p	Yes	AD20	DQS28	DQ14	DQ7	DQS3/CQ3
2A	19	VREFB2AN0	IO	PLL_2A_CLKOUT0n	DATA26			LVDS2A_15n	No	AC17	DQ28	DQ14	DQ7	DQ3
2A	18	VREFB2AN0	IO	"PLL_2A_CLKOUT0p,PLL_2A_CLKOUT0,PLL_2A_FB0"	DATA27			LVDS2A_15p	No	AC16	DQ28	DQ14	DQ7	DQ3
2A	17	VREFB2AN0	IO		DATA28			LVDS2A_16n	Yes	AC18	DQSn29	DQSn14/CQn14	DQ7	DQ3
2A	16	VREFB2AN0	IO		DATA29			LVDS2A_16p	Yes	AD18	DQS29	DQS14/CQ14	DQ7	DQ3
2A	15	VREFB2AN0	IO		DATA30			LVDS2A_17n	No	AD17	DQ29	DQ14	DQ7	DQ3
2A	14	VREFB2AN0	IO		DATA31			LVDS2A_17p	No	AE17	DQ29	DQ14	DQ7	DQ3
2A	13	VREFB2AN0	IO		CLKUSR			LVDS2A_18n	Yes	Y15	DQ29	DQ14	DQSn7/CQn7	DQ3
2A	12	VREFB2AN0	IO		PR_REQUEST			LVDS2A_18p	Yes	Y16	DQ29	DQ14	DQS7/CQ7	DQ3
2A	11	VREFB2AN0	IO		PR_READY			LVDS2A_19n	No	AA11	DQ30	DQ15	DQ7	DQ3
2A	10	VREFB2AN0	IO		nPERSTL0			LVDS2A_19p	No	AB11	DQ30	DQ15	DQ7	DQ3
2A	9	VREFB2AN0	IO		PR_DONE			LVDS2A_20n	Yes	AA14	DQSn30	DQ15	DQ7	DQ3
2A	8	VREFB2AN0	IO		nPERSTL1			LVDS2A_20p	Yes	AB14	DQS30	DQ15	DQ7	DQ3
2A	7	VREFB2AN0	IO		PR_ERROR			LVDS2A_21n	No	AB15	DQ30	DQ15	DQ7	DQ3
2A	6	VREFB2AN0	IO					LVDS2A_21p	No	AC15	DQ30	DQ15	DQ7	DQ3
2A	5	VREFB2AN0	IO		CvP_CONFDONE			LVDS2A_22n	Yes	AB13	DQSn31	DQSn15/CQn15	DQ7	DQ3
2A	4	VREFB2AN0	IO					LVDS2A_22p	Yes	AC13	DQS31	DQS15/CQ15	DQ7	DQ3
2A	3	VREFB2AN0	IO		INIT_DONE			LVDS2A_23n	No	AA13	DQ31	DQ15	DQ7	DQ3
2A	2	VREFB2AN0	IO		DEV_OE			LVDS2A_23p	No	AA12	DQ31	DQ15	DQ7	DQ3
2A	1	VREFB2AN0	IO		CRC_ERROR			LVDS2A_24n	Yes	AC11	DQ31	DQ15	DQ7	DQ3
2A	0	VREFB2AN0	IO		DEV_CLRn			LVDS2A_24p	Yes	AC12	DQ31	DQ15	DQ7	DQ3
3D	35	VREFB3DN0	IO					LVDS3D_7n	No	J9	DQ34	DQ17	DQ8	DQ4
3D	34	VREFB3DN0	IO					LVDS3D_7p	No	K9	DQ34	DQ17	DQ8	DQ4
3D	33	VREFB3DN0	IO					LVDS3D_8n	Yes	G9	DQSn34	DQ17	DQ8	DQ4
3D	32	VREFB3DN0	IO					LVDS3D_8p	Yes	F9	DQS34	DQ17	DQ8	DQ4
3D	31	VREFB3DN0	IO					LVDS3D_9n	No	L8	DQ34	DQ17	DQ8	DQ4
3D	30	VREFB3DN0	IO					LVDS3D_9p	No	L9	DQ34	DQ17	DQ8	DQ4
3D	29	VREFB3DN0	IO	PLL_3D_CLKOUT1n				LVDS3D_10n	Yes	J8	DQSn35	DQSn17/CQn17	DQ8	DQ4
3D	28	VREFB3DN0	IO	"PLL_3D_CLKOUT1p,PLL_3D_CLKOUT1,PLL_3D_FB1"				LVDS3D_10p	Yes	H8	DQS35	DQS17/CQ17	DQ8	DQ4
3D	27	VREFB3DN0	IO					LVDS3D_11n	No	F7	DQ35	DQ17	DQ8	DQ4
3D	26	VREFB3DN0	IO	RZQ_3D				LVDS3D_11p	No	F6	DQ35	DQ17	DQ8	DQ4
3D	25	VREFB3DN0	IO	CLK_3D_1n				LVDS3D_12n	Yes	F8	DQ35	DQ17	DQ8	DQ4
3D	24	VREFB3DN0	IO	CLK_3D_1p				LVDS3D_12p	Yes	G8	DQ35	DQ17	DQ8	DQ4
3D	23	VREFB3DN0	IO	CLK_3D_0n				LVDS3D_13n	No	D7	DQ36	DQ18	DQ9	DQ4
3D	22	VREFB3DN0	IO	CLK_3D_0p				LVDS3D_13p	No	C7	DQ36	DQ18	DQ9	DQ4
3D	21	VREFB3DN0	IO					LVDS3D_14n	Yes	A7	DQSn36	DQ18	DQ9	DQSn4/CQn4
3D	20	VREFB3DN0	IO					LVDS3D_14p	Yes	A6	DQS36	DQ18	DQ9	DQS4/CQ4
3D	19	VREFB3DN0	IO	PLL_3D_CLKOUT0n				LVDS3D_15n	No	E7	DQ36	DQ18	DQ9	DQ4
3D	18	VREFB3DN0	IO	"PLL_3D_CLKOUT0p,PLL_3D_CLKOUT0,PLL_3D_FB0"				LVDS3D_15p	No	E6	DQ36	DQ18	DQ9	DQ4
3D	17	VREFB3DN0	IO					LVDS3D_16n	Yes	C6	DQSn37	DQSn18/CQn18	DQ9	DQ4
3D	16	VREFB3DN0	IO					LVDS3D_16p	Yes	C5	DQS37	DQS18/CQ18	DQ9	DQ4
3D	15	VREFB3DN0	IO					LVDS3D_17n	No	B6	DQ37	DQ18	DQ9	DQ4
3D	14	VREFB3DN0	IO					LVDS3D_17p	No	B5	DQ37	DQ18	DQ9	DQ4
3D	13	VREFB3DN0	IO					LVDS3D_18n	Yes	E5	DQ37	DQ18	DQSn9/CQn9	DQ4
3D	12	VREFB3DN0	IO					LVDS3D_18p	Yes	D5	DQ37	DQ18	DQS9/CQ9	DQ4
3C	47	VREFB3CN0	IO					LVDS3C_1n	No	H7	DQ40	DQ20	DQ10	DQ5
3C	46	VREFB3CN0	IO					LVDS3C_1p	No	H6	DQ40	DQ20	DQ10	DQ5
3C	45	VREFB3CN0	IO					LVDS3C_2n	Yes	N8	DQSn40	DQ20	DQ10	DQ5
3C	44	VREFB3CN0	IO					LVDS3C_2p	Yes	N7	DQS40	DQ20	DQ10	DQ5
3C	43	VREFB3CN0	IO					LVDS3C_3n	No	K6	DQ40	DQ20	DQ10	DQ5
3C	42	VREFB3CN0	IO					LVDS3C_3p	No	L6	DQ40	DQ20	DQ10	DQ5
3C	41	VREFB3CN0	IO					LVDS3C_4n	Yes	H5	DQSn41	DQSn20/CQn20	DQ10	DQ5
3C	40	VREFB3CN0	IO					LVDS3C_4p	Yes	G4	DQS41	DQS20/CQ20	DQ10	DQ5
3C	39	VREFB3CN0	IO					LVDS3C_5n	No	J7	DQ41	DQ20	DQ10	DQ5
3C	38	VREFB3CN0	IO					LVDS3C_5p	No	K7	DQ41	DQ20	DQ10	DQ5
3C	37	VREFB3CN0	IO					LVDS3C_6n	Yes	M8	DQ41	DQ20	DQSn10/CQn10	DQ5
3C	36	VREFB3CN0	IO					LVDS3C_6p	Yes	L7	DQ41	DQ20	DQS10/CQ10	DQ5
3C	35	VREFB3CN0	IO					LVDS3C_7n	No	P8	DQ42	DQ21	DQ10	DQ5
3C	34	VREFB3CN0	IO					LVDS3C_7p	No	P9	DQ42	DQ21	DQ10	DQ5
3C	33	VREFB3CN0	IO					LVDS3C_8n	Yes	P7	DQSn42	DQ21	DQ10	DQ5
3C	32	VREFB3CN0	IO					LVDS3C_8p	Yes	N6	DQS42	DQ21	DQ10	DQ5
3C	31	VREFB3CN0	IO					LVDS3C_9n	No	R7	DQ42	DQ21	DQ10	DQ5
3C	30	VREFB3CN0	IO					LVDS3C_9p	No	R6	DQ42	DQ21	DQ10	DQ5
3C	29	VREFB3CN0	IO	PLL_3C_CLKOUT1n				LVDS3C_10n	Yes	J5	DQSn43	DQSn21/CQn21	DQ10	DQ5
3C	28	VREFB3CN0	IO	"PLL_3C_CLKOUT1p,PLL_3C_CLKOUT1,PLL_3C_FB1"				LVDS3C_10p	Yes	K5	DQS43	DQS21/CQ21	DQ10	DQ5
3C	27	VREFB3CN0	IO					LVDS3C_11n	No	M6	DQ43	DQ21	DQ10	DQ5
3C	26	VREFB3CN0	IO	RZQ_3C				LVDS3C_11p	No	M5	DQ43	DQ21	DQ10	DQ5
3C	25	VREFB3CN0	IO	CLK_3C_1n				LVDS3C_12n	Yes	P5	DQ43	DQ21	DQ10	DQ5
3C	24	VREFB3CN0	IO	CLK_3C_1p				LVDS3C_12p	Yes	N5	DQ43	DQ21	DQ10	DQ5
3C	23	VREFB3CN0	IO	CLK_3C_0n				LVDS3C_13n	No	G6	DQ44	DQ22	DQ11	DQ5
3C	22	VREFB3CN0	IO	CLK_3C_0p				LVDS3C_13p	No	G5	DQ44	DQ22	DQ11	DQ5
3C	21	VREFB3CN0	IO					LVDS3C_14n	Yes	C3	DQSn44	DQ22	DQ11	DQSn5/CQn5
3C	20	VREFB3CN0	IO					LVDS3C_14p	Yes	B3	DQS44	DQ22	DQ11	DQS5/CQ5
3C	19	VREFB3CN0	IO	PLL_3C_CLKOUT0n				LVDS3C_15n	No	B4	DQ44	DQ22	DQ11	DQ5
3C	18	VREFB3CN0	IO	"PLL_3C_CLKOUT0p,PLL_3C_CLKOUT0,PLL_3C_FB0"				LVDS3C_15p	No	A4	DQ44	DQ22	DQ11	DQ5
3C	17	VREFB3CN0	IO					LVDS3C_16n	Yes	E4	DQSn45	DQSn22/CQn22	DQ11	DQ5
3C	16	VREFB3CN0	IO					LVDS3C_16p	Yes	F4	DQS45	DQS22/CQ22	DQ11	DQ5
3C	15	VREFB3CN0	IO					LVDS3C_17n	No	A3	DQ45	DQ22	DQ11	DQ5
3C	14	VREFB3CN0	IO					LVDS3C_17p	No	A2	DQ45	DQ22	DQ11	DQ5
3C	13	VREFB3CN0	IO					LVDS3C_18n	Yes	D4	DQ45	DQ22	DQSn11/CQn11	DQ5
3C	12	VREFB3CN0	IO					LVDS3C_18p	Yes	D3	DQ45	DQ22	DQS11/CQ11	DQ5
3C	11	VREFB3CN0	IO					LVDS3C_19n	No	C2	DQ46	DQ23	DQ11	DQ5
3C	10	VREFB3CN0	IO					LVDS3C_19p	No	D2	DQ46	DQ23	DQ11	DQ5
3C	9	VREFB3CN0	IO					LVDS3C_20n	Yes	E2	DQSn46	DQ23	DQ11	DQ5
3C	8	VREFB3CN0	IO					LVDS3C_20p	Yes	F2	DQS46	DQ23	DQ11	DQ5
3C	7	VREFB3CN0	IO					LVDS3C_21n	No	F3	DQ46	DQ23	DQ11	DQ5
3C	6	VREFB3CN0	IO					LVDS3C_21p	No	G3	DQ46	DQ23	DQ11	DQ5
3C	5	VREFB3CN0	IO					LVDS3C_22n	Yes	J4	DQSn47	DQSn23/CQn23	DQ11	DQ5
3C	4	VREFB3CN0	IO					LVDS3C_22p	Yes	H3	DQS47	DQS23/CQ23	DQ11	DQ5
3C	3	VREFB3CN0	IO					LVDS3C_23n	No	B1	DQ47	DQ23	DQ11	DQ5
3C	2	VREFB3CN0	IO					LVDS3C_23p	No	C1	DQ47	DQ23	DQ11	DQ5
3C	1	VREFB3CN0	IO					LVDS3C_24n	Yes	E1	DQ47	DQ23	DQ11	DQ5
3C	0	VREFB3CN0	IO					LVDS3C_24p	Yes	F1	DQ47	DQ23	DQ11	DQ5
3B	47	VREFB3BN0	IO					LVDS3B_1n	No	P4	DQ48	DQ24	DQ12	DQ6
3B	46	VREFB3BN0	IO					LVDS3B_1p	No	P3	DQ48	DQ24	DQ12	DQ6
3B	45	VREFB3BN0	IO					LVDS3B_2n	Yes	T9	DQSn48	DQ24	DQ12	DQ6
3B	44	VREFB3BN0	IO					LVDS3B_2p	Yes	T8	DQS48	DQ24	DQ12	DQ6
3B	43	VREFB3BN0	IO					LVDS3B_3n	No	T7	DQ48	DQ24	DQ12	DQ6
3B	42	VREFB3BN0	IO					LVDS3B_3p	No	T6	DQ48	DQ24	DQ12	DQ6
3B	41	VREFB3BN0	IO					LVDS3B_4n	Yes	R5	DQSn49	DQSn24/CQn24	DQ12	DQ6
3B	40	VREFB3BN0	IO					LVDS3B_4p	Yes	R4	DQS49	DQS24/CQ24	DQ12	DQ6
3B	39	VREFB3BN0	IO					LVDS3B_5n	No	U5	DQ49	DQ24	DQ12	DQ6
3B	38	VREFB3BN0	IO					LVDS3B_5p	No	T4	DQ49	DQ24	DQ12	DQ6
3B	37	VREFB3BN0	IO					LVDS3B_6n	Yes	V8	DQ49	DQ24	DQSn12/CQn12	DQ6
3B	36	VREFB3BN0	IO					LVDS3B_6p	Yes	U8	DQ49	DQ24	DQS12/CQ12	DQ6
3B	35	VREFB3BN0	IO					LVDS3B_7n	No	M4	DQ50	DQ25	DQ12	DQ6
3B	34	VREFB3BN0	IO					LVDS3B_7p	No	M3	DQ50	DQ25	DQ12	DQ6
3B	33	VREFB3BN0	IO					LVDS3B_8n	Yes	L4	DQSn50	DQ25	DQ12	DQ6
3B	32	VREFB3BN0	IO					LVDS3B_8p	Yes	K4	DQS50	DQ25	DQ12	DQ6
3B	31	VREFB3BN0	IO					LVDS3B_9n	No	N3	DQ50	DQ25	DQ12	DQ6
3B	30	VREFB3BN0	IO					LVDS3B_9p	No	N2	DQ50	DQ25	DQ12	DQ6
3B	29	VREFB3BN0	IO	PLL_3B_CLKOUT1n				LVDS3B_10n	Yes	J3	DQSn51	DQSn25/CQn25	DQ12	DQ6
3B	28	VREFB3BN0	IO	"PLL_3B_CLKOUT1p,PLL_3B_CLKOUT1,PLL_3B_FB1"				LVDS3B_10p	Yes	H2	DQS51	DQS25/CQ25	DQ12	DQ6
3B	27	VREFB3BN0	IO					LVDS3B_11n	No	J2	DQ51	DQ25	DQ12	DQ6
3B	26	VREFB3BN0	IO	RZQ_3B				LVDS3B_11p	No	K2	DQ51	DQ25	DQ12	DQ6
3B	25	VREFB3BN0	IO	CLK_3B_1n				LVDS3B_12n	Yes	L3	DQ51	DQ25	DQ12	DQ6
3B	24	VREFB3BN0	IO	CLK_3B_1p				LVDS3B_12p	Yes	L2	DQ51	DQ25	DQ12	DQ6
3B	23	VREFB3BN0	IO	CLK_3B_0n				LVDS3B_13n	No	M1	DQ52	DQ26	DQ13	DQ6
3B	22	VREFB3BN0	IO	CLK_3B_0p				LVDS3B_13p	No	N1	DQ52	DQ26	DQ13	DQ6
3B	21	VREFB3BN0	IO					LVDS3B_14n	Yes	G1	DQSn52	DQ26	DQ13	DQSn6/CQn6
3B	20	VREFB3BN0	IO					LVDS3B_14p	Yes	H1	DQS52	DQ26	DQ13	DQS6/CQ6
3B	19	VREFB3BN0	IO	PLL_3B_CLKOUT0n				LVDS3B_15n	No	P2	DQ52	DQ26	DQ13	DQ6
3B	18	VREFB3BN0	IO	"PLL_3B_CLKOUT0p,PLL_3B_CLKOUT0,PLL_3B_FB0"				LVDS3B_15p	No	R2	DQ52	DQ26	DQ13	DQ6
3B	17	VREFB3BN0	IO					LVDS3B_16n	Yes	T3	DQSn53	DQSn26/CQn26	DQ13	DQ6
3B	16	VREFB3BN0	IO					LVDS3B_16p	Yes	T2	DQS53	DQS26/CQ26	DQ13	DQ6
3B	15	VREFB3BN0	IO					LVDS3B_17n	No	K1	DQ53	DQ26	DQ13	DQ6
3B	14	VREFB3BN0	IO					LVDS3B_17p	No	L1	DQ53	DQ26	DQ13	DQ6
3B	13	VREFB3BN0	IO					LVDS3B_18n	Yes	R1	DQ53	DQ26	DQSn13/CQn13	DQ6
3B	12	VREFB3BN0	IO					LVDS3B_18p	Yes	T1	DQ53	DQ26	DQS13/CQ13	DQ6
3B	11	VREFB3BN0	IO					LVDS3B_19n	No	U4	DQ54	DQ27	DQ13	DQ6
3B	10	VREFB3BN0	IO					LVDS3B_19p	No	U3	DQ54	DQ27	DQ13	DQ6
3B	9	VREFB3BN0	IO					LVDS3B_20n	Yes	U1	DQSn54	DQ27	DQ13	DQ6
3B	8	VREFB3BN0	IO					LVDS3B_20p	Yes	V1	DQS54	DQ27	DQ13	DQ6
3B	7	VREFB3BN0	IO					LVDS3B_21n	No	V7	DQ54	DQ27	DQ13	DQ6
3B	6	VREFB3BN0	IO					LVDS3B_21p	No	U6	DQ54	DQ27	DQ13	DQ6
3B	5	VREFB3BN0	IO					LVDS3B_22n	Yes	V6	DQSn55	DQSn27/CQn27	DQ13	DQ6
3B	4	VREFB3BN0	IO					LVDS3B_22p	Yes	V5	DQS55	DQS27/CQ27	DQ13	DQ6
3B	3	VREFB3BN0	IO					LVDS3B_23n	No	V2	DQ55	DQ27	DQ13	DQ6
3B	2	VREFB3BN0	IO					LVDS3B_23p	No	W2	DQ55	DQ27	DQ13	DQ6
3B	1	VREFB3BN0	IO					LVDS3B_24n	Yes	V3	DQ55	DQ27	DQ13	DQ6
3B	0	VREFB3BN0	IO					LVDS3B_24p	Yes	W3	DQ55	DQ27	DQ13	DQ6
3A	47	VREFB3AN0	IO					LVDS3A_1n	No	Y4	DQ56	DQ28	DQ14	DQ7
3A	46	VREFB3AN0	IO					LVDS3A_1p	No	W4	DQ56	DQ28	DQ14	DQ7
3A	45	VREFB3AN0	IO					LVDS3A_2n	Yes	W7	DQSn56	DQ28	DQ14	DQ7
3A	44	VREFB3AN0	IO					LVDS3A_2p	Yes	W8	DQS56	DQ28	DQ14	DQ7
3A	43	VREFB3AN0	IO					LVDS3A_3n	No	Y6	DQ56	DQ28	DQ14	DQ7
3A	42	VREFB3AN0	IO					LVDS3A_3p	No	Y7	DQ56	DQ28	DQ14	DQ7
3A	41	VREFB3AN0	IO					LVDS3A_4n	Yes	Y5	DQSn57	DQSn28/CQn28	DQ14	DQ7
3A	40	VREFB3AN0	IO					LVDS3A_4p	Yes	W5	DQS57	DQS28/CQ28	DQ14	DQ7
3A	39	VREFB3AN0	IO					LVDS3A_5n	No	Y2	DQ57	DQ28	DQ14	DQ7
3A	38	VREFB3AN0	IO					LVDS3A_5p	No	Y1	DQ57	DQ28	DQ14	DQ7
3A	37	VREFB3AN0	IO					LVDS3A_6n	Yes	AA8	DQ57	DQ28	DQSn14/CQn14	DQ7
3A	36	VREFB3AN0	IO					LVDS3A_6p	Yes	AA9	DQ57	DQ28	DQS14/CQ14	DQ7
3A	35	VREFB3AN0	IO					LVDS3A_7n	No	AB4	DQ58	DQ29	DQ14	DQ7
3A	34	VREFB3AN0	IO					LVDS3A_7p	No	AC5	DQ58	DQ29	DQ14	DQ7
3A	33	VREFB3AN0	IO					LVDS3A_8n	Yes	AA1	DQSn58	DQ29	DQ14	DQ7
3A	32	VREFB3AN0	IO					LVDS3A_8p	Yes	AB1	DQS58	DQ29	DQ14	DQ7
3A	31	VREFB3AN0	IO					LVDS3A_9n	No	AB5	DQ58	DQ29	DQ14	DQ7
3A	30	VREFB3AN0	IO					LVDS3A_9p	No	AB6	DQ58	DQ29	DQ14	DQ7
3A	29	VREFB3AN0	IO	PLL_3A_CLKOUT1n				LVDS3A_10n	Yes	AB3	DQSn59	DQSn29/CQn29	DQ14	DQ7
3A	28	VREFB3AN0	IO	"PLL_3A_CLKOUT1p,PLL_3A_CLKOUT1,PLL_3A_FB1"				LVDS3A_10p	Yes	AA2	DQS59	DQS29/CQ29	DQ14	DQ7
3A	27	VREFB3AN0	IO					LVDS3A_11n	No	AA4	DQ59	DQ29	DQ14	DQ7
3A	26	VREFB3AN0	IO	RZQ_3A				LVDS3A_11p	No	AA3	DQ59	DQ29	DQ14	DQ7
3A	25	VREFB3AN0	IO	CLK_3A_1n				LVDS3A_12n	Yes	AA7	DQ59	DQ29	DQ14	DQ7
3A	24	VREFB3AN0	IO	CLK_3A_1p				LVDS3A_12p	Yes	AA6	DQ59	DQ29	DQ14	DQ7
3A	23	VREFB3AN0	IO	CLK_3A_0n				LVDS3A_13n	No	AC3	DQ60	DQ30	DQ15	DQ7
3A	22	VREFB3AN0	IO	CLK_3A_0p				LVDS3A_13p	No	AD3	DQ60	DQ30	DQ15	DQ7
3A	21	VREFB3AN0	IO					LVDS3A_14n	Yes	AF2	DQSn60	DQ30	DQ15	DQSn7/CQn7
3A	20	VREFB3AN0	IO					LVDS3A_14p	Yes	AE1	DQS60	DQ30	DQ15	DQS7/CQ7
3A	19	VREFB3AN0	IO	PLL_3A_CLKOUT0n				LVDS3A_15n	No	AC2	DQ60	DQ30	DQ15	DQ7
3A	18	VREFB3AN0	IO	"PLL_3A_CLKOUT0p,PLL_3A_CLKOUT0,PLL_3A_FB0"				LVDS3A_15p	No	AC1	DQ60	DQ30	DQ15	DQ7
3A	17	VREFB3AN0	IO					LVDS3A_16n	Yes	AD2	DQSn61	DQSn30/CQn30	DQ15	DQ7
3A	16	VREFB3AN0	IO					LVDS3A_16p	Yes	AE2	DQS61	DQS30/CQ30	DQ15	DQ7
3A	15	VREFB3AN0	IO					LVDS3A_17n	No	AF1	DQ61	DQ30	DQ15	DQ7
3A	14	VREFB3AN0	IO					LVDS3A_17p	No	AG1	DQ61	DQ30	DQ15	DQ7
3A	13	VREFB3AN0	IO					LVDS3A_18n	Yes	AF3	DQ61	DQ30	DQSn15/CQn15	DQ7
3A	12	VREFB3AN0	IO					LVDS3A_18p	Yes	AG3	DQ61	DQ30	DQS15/CQ15	DQ7
