"Pin Information for the Stratix® V 5SGSD3 Device 
Version 1.1 
7A	VREFB7AN0	IO	CLK12p		DIFFIO_RX_T3p	DIFFOUT_T3p	H3	DQS1T	DQS1T/CQ1T	DQ1T										
7A	VREFB7AN0	IO	CLK12n		DIFFIO_RX_T3n	DIFFOUT_T3n	H4	DQSn1T	DQSn1T/DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T4p	DIFFOUT_T4p	G5	DQ2T	DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T4n	DIFFOUT_T4n	G6	DQ2T	DQ1T	DQ1T										
7A	VREFB7AN0	IO	CLK13p		DIFFIO_RX_T5p	DIFFOUT_T5p	E2	DQS2T	DQ1T/CQn1T	DQS1T/CQ1T										
7A	VREFB7AN0	IO	CLK13n		DIFFIO_RX_T5n	DIFFOUT_T5n	F3	DQSn2T	DQ1T	DQSn1T/DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T6p	DIFFOUT_T6p	E3	DQ2T	DQ1T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T6n	DIFFOUT_T6n	E4	DQ2T	DQ1T	DQ1T										
7A	VREFB7AN0	IO	"FPLL_TR_CLKOUT2,FPLL_TR_FBp,FPLL_TR_FB1"		DIFFIO_RX_T7p	DIFFOUT_T7p	J4	DQ3T	DQ2T	DQ1T										
7A	VREFB7AN0	IO	"FPLL_TR_CLKOUT3,FPLL_TR_FBn"		DIFFIO_RX_T7n	DIFFOUT_T7n	J5	DQ3T	DQ2T	DQ1T										
7A	VREFB7AN0	IO	"FPLL_TR_CLKOUT0,FPLL_TR_CLKOUTp,FPLL_TR_FB0"		DIFFIO_TX_T8p	DIFFOUT_T8p	L1	DQ3T	DQ2T	DQ1T										
7A	VREFB7AN0	IO	"FPLL_TR_CLKOUT1,FPLL_TR_CLKOUTn"		DIFFIO_TX_T8n	DIFFOUT_T8n	L2	DQ3T	DQ2T	DQ1T										
7A	VREFB7AN0	IO	CLK14p		DIFFIO_RX_T9p	DIFFOUT_T9p	L3	DQS3T	DQS2T/CQ2T	DQ1T/CQn1T										
7A	VREFB7AN0	IO	CLK14n		DIFFIO_RX_T9n	DIFFOUT_T9n	M3	DQSn3T	DQSn2T/DQ2T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T10p	DIFFOUT_T10p	L4	DQ4T	DQ2T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T10n	DIFFOUT_T10n	L5	DQ4T	DQ2T	DQ1T										
7A	VREFB7AN0	IO	CLK15p		DIFFIO_RX_T11p	DIFFOUT_T11p	L6	DQS4T	DQ2T/CQn2T	DQ1T										
7A	VREFB7AN0	IO	CLK15n		DIFFIO_RX_T11n	DIFFOUT_T11n	M6	DQSn4T	DQ2T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T12p	DIFFOUT_T12p	K5	DQ4T	DQ2T	DQ1T										
7A	VREFB7AN0	IO			DIFFIO_TX_T12n	DIFFOUT_T12n	K4	DQ4T	DQ2T	DQ1T										
7C	VREFB7CN0	IO			DIFFIO_RX_T37p	DIFFOUT_T37p	F8	DQ13T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T37n	DIFFOUT_T37n	E8	DQ13T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T38p	DIFFOUT_T38p	H9	DQ13T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T38n	DIFFOUT_T38n	G9	DQ13T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T39p	DIFFOUT_T39p	G7	DQS13T	DQS3T/CQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T39n	DIFFOUT_T39n	G8	DQSn13T	DQSn3T/DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T40p	DIFFOUT_T40p	H7	DQ14T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T40n	DIFFOUT_T40n	J7	DQ14T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T41p	DIFFOUT_T41p	K7	DQS14T	DQ3T/CQn3T	DQS2T/CQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T41n	DIFFOUT_T41n	K8	DQSn14T	DQ3T	DQSn2T/DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T42p	DIFFOUT_T42p	J9	DQ14T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T42n	DIFFOUT_T42n	J8	DQ14T	DQ3T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T43p	DIFFOUT_T43p	D2	DQ15T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T43n	DIFFOUT_T43n	C2	DQ15T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T44p	DIFFOUT_T44p	C1	DQ15T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T44n	DIFFOUT_T44n	B1	DQ15T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T45p	DIFFOUT_T45p	D4	DQS15T	DQS4T/CQ4T	DQ2T/CQn2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T45n	DIFFOUT_T45n	C3	DQSn15T	DQSn4T/DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T46p	DIFFOUT_T46p	C4	DQ16T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T46n	DIFFOUT_T46n	C5	DQ16T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T47p	DIFFOUT_T47p	B3	DQS16T	DQ4T/CQn4T	DQ2T	DQS1T/CQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T47n	DIFFOUT_T47n	A3	DQSn16T	DQ4T	DQ2T	DQSn1T/DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T48p	DIFFOUT_T48p	B4	DQ16T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T48n	DIFFOUT_T48n	A4	DQ16T	DQ4T	DQ2T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T49p	DIFFOUT_T49p	F6	DQ17T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T49n	DIFFOUT_T49n	E5	DQ17T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T50p	DIFFOUT_T50p	C6	DQ17T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T50n	DIFFOUT_T50n	C7	DQ17T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T51p	DIFFOUT_T51p	B6	DQS17T	DQS5T/CQ5T	DQ3T	DQ1T/CQn1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T51n	DIFFOUT_T51n	A6	DQSn17T	DQSn5T/DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T52p	DIFFOUT_T52p	B7	DQ18T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T52n	DIFFOUT_T52n	A7	DQ18T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T53p	DIFFOUT_T53p	E7	DQS18T	DQ5T/CQn5T	DQS3T/CQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T53n	DIFFOUT_T53n	E6	DQSn18T	DQ5T	DQSn3T/DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T54p	DIFFOUT_T54p	D7	DQ18T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T54n	DIFFOUT_T54n	D8	DQ18T	DQ5T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T55p	DIFFOUT_T55p	M8	DQ19T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T55n	DIFFOUT_T55n	L8	DQ19T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T56p	DIFFOUT_T56p	M9	DQ19T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T56n	DIFFOUT_T56n	L9	DQ19T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T57p	DIFFOUT_T57p	N7	DQS19T	DQS6T/CQ6T	DQ3T/CQn3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T57n	DIFFOUT_T57n	N8	DQSn19T	DQSn6T/DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T58p	DIFFOUT_T58p	R8	DQ20T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T58n	DIFFOUT_T58n	P7	DQ20T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T59p	DIFFOUT_T59p	P9	DQS20T	DQ6T/CQn6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T59n	DIFFOUT_T59n	N9	DQSn20T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T60p	DIFFOUT_T60p	T8	DQ20T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_TX_T60n	DIFFOUT_T60n	R9	DQ20T	DQ6T	DQ3T	DQ1T									
7D	VREFB7DN0	IO			DIFFIO_RX_T61p	DIFFOUT_T61p	H10	DQ21T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T61n	DIFFOUT_T61n	J10	DQ21T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T62p	DIFFOUT_T62p	K10	DQ21T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T62n	DIFFOUT_T62n	L10	DQ21T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	L11	DQS21T	DQS7T/CQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	K11	DQSn21T	DQSn7T/DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	G11	DQ22T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	G10	DQ22T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	H12	DQS22T	DQ7T/CQn7T	DQS4T/CQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	G12	DQSn22T	DQ7T	DQSn4T/DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	J12	DQ22T	DQ7T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T66n	DIFFOUT_T66n	J11	DQ22T	DQ7T	DQ4T										
7D	VREFB7DN0	IO	CLK19p		DIFFIO_RX_T67p	DIFFOUT_T67p	E10	DQ23T	DQ8T	DQ4T										
7D	VREFB7DN0	IO	CLK19n		DIFFIO_RX_T67n	DIFFOUT_T67n	E9	DQ23T	DQ8T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	B9	DQ23T	DQ8T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	A9	DQ23T	DQ8T	DQ4T										
7D	VREFB7DN0	IO	CLK18p		DIFFIO_RX_T69p	DIFFOUT_T69p	D10	DQS23T	DQS8T/CQ8T	DQ4T/CQn4T										
7D	VREFB7DN0	IO	CLK18n		DIFFIO_RX_T69n	DIFFOUT_T69n	C10	DQSn23T	DQSn8T/DQ8T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	B10	DQ24T	DQ8T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_TX_T70n	DIFFOUT_T70n	A10	DQ24T	DQ8T	DQ4T										
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT2,FPLL_TC_FBp,FPLL_TC_FB1"		DIFFIO_RX_T71p	DIFFOUT_T71p	E11	DQS24T	DQ8T/CQn8T	DQ4T										
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT3,FPLL_TC_FBn"		DIFFIO_RX_T71n	DIFFOUT_T71n	F11	DQSn24T	DQ8T	DQ4T										
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT0,FPLL_TC_CLKOUTp,FPLL_TC_FB0"		DIFFIO_TX_T72p	DIFFOUT_T72p	D11	DQ24T	DQ8T	DQ4T										
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT1,FPLL_TC_CLKOUTn"		DIFFIO_TX_T72n	DIFFOUT_T72n	C11	DQ24T	DQ8T	DQ4T										
7D	VREFB7DN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	U10	DQ25T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	T10	DQ25T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	N10	DQ25T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T74n	DIFFOUT_T74n	M11	DQ25T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	P10	DQS25T	DQS9T/CQ9T											
7D	VREFB7DN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	R10	DQSn25T	DQSn9T/DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	L12	DQ26T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T76n	DIFFOUT_T76n	K13	DQ26T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	N13	DQS26T	DQ9T/CQn9T											
7D	VREFB7DN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	N12	DQSn26T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	N11	DQ26T	DQ9T											
7D	VREFB7DN0	IO			DIFFIO_TX_T78n	DIFFOUT_T78n	M12	DQ26T	DQ9T											
8D	VREFB8DN0	IO	CLK17p		DIFFIO_RX_T85p	DIFFOUT_T85p	C12	DQ29T	DQ10T	DQ5T										
8D	VREFB8DN0	IO	CLK17n		DIFFIO_RX_T85n	DIFFOUT_T85n	C13	DQ29T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T86p	DIFFOUT_T86p	D13	DQ29T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T86n	DIFFOUT_T86n	E12	DQ29T	DQ10T	DQ5T										
8D	VREFB8DN0	IO	CLK16p		DIFFIO_RX_T87p	DIFFOUT_T87p	E14	DQS29T	DQS10T/CQ10T	DQ5T										
8D	VREFB8DN0	IO	CLK16n		DIFFIO_RX_T87n	DIFFOUT_T87n	E13	DQSn29T	DQSn10T/DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T88p	DIFFOUT_T88p	B13	DQ30T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T88n	DIFFOUT_T88n	A13	DQ30T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T89p	DIFFOUT_T89p	B12	DQS30T	DQ10T/CQn10T	DQS5T/CQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T89n	DIFFOUT_T89n	A12	DQSn30T	DQ10T	DQSn5T/DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T90p	DIFFOUT_T90p	D14	DQ30T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T90n	DIFFOUT_T90n	C14	DQ30T	DQ10T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T91p	DIFFOUT_T91p	G14	DQ31T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T91n	DIFFOUT_T91n	G15	DQ31T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T92p	DIFFOUT_T92p	J14	DQ31T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T92n	DIFFOUT_T92n	K14	DQ31T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T93p	DIFFOUT_T93p	H15	DQS31T	DQS11T/CQ11T	DQ5T/CQn5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T93n	DIFFOUT_T93n	J15	DQSn31T	DQSn11T/DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T94p	DIFFOUT_T94p	N14	DQ32T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T94n	DIFFOUT_T94n	N15	DQ32T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T95p	DIFFOUT_T95p	L14	DQS32T	DQ11T/CQn11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_RX_T95n	DIFFOUT_T95n	M14	DQSn32T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T96p	DIFFOUT_T96p	M15	DQ32T	DQ11T	DQ5T										
8D	VREFB8DN0	IO			DIFFIO_TX_T96n	DIFFOUT_T96n	L15	DQ32T	DQ11T	DQ5T										
8C	VREFB8CN0	IO			DIFFIO_RX_T97p	DIFFOUT_T97p	L17	DQ33T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T97n	DIFFOUT_T97n	K17	DQ33T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T98p	DIFFOUT_T98p	L16	DQ33T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T98n	DIFFOUT_T98n	K16	DQ33T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T99p	DIFFOUT_T99p	J16	DQS33T	DQS12T/CQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T99n	DIFFOUT_T99n	J17	DQSn33T	DQSn12T/DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T100p	DIFFOUT_T100p	G16	DQ34T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T100n	DIFFOUT_T100n	H16	DQ34T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T101p	DIFFOUT_T101p	G17	DQS34T	DQ12T/CQn12T	DQS6T/CQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T101n	DIFFOUT_T101n	F17	DQSn34T	DQ12T	DQSn6T/DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T102p	DIFFOUT_T102p	E16	DQ34T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T102n	DIFFOUT_T102n	E15	DQ34T	DQ12T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T103p	DIFFOUT_T103p	B15	DQ35T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T103n	DIFFOUT_T103n	A15	DQ35T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T104p	DIFFOUT_T104p	C15	DQ35T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T104n	DIFFOUT_T104n	C16	DQ35T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T105p	DIFFOUT_T105p	B16	DQS35T	DQS13T/CQ13T	DQ6T/CQn6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T105n	DIFFOUT_T105n	A16	DQSn35T	DQSn13T/DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T106p	DIFFOUT_T106p	C18	DQ36T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T106n	DIFFOUT_T106n	C17	DQ36T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T107p	DIFFOUT_T107p	E17	DQS36T	DQ13T/CQn13T	DQ6T	DQS2T/CQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T107n	DIFFOUT_T107n	D17	DQSn36T	DQ13T	DQ6T	DQSn2T/DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T108p	DIFFOUT_T108p	B18	DQ36T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T108n	DIFFOUT_T108n	A18	DQ36T	DQ13T	DQ6T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T109p	DIFFOUT_T109p	B19	DQ37T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T109n	DIFFOUT_T109n	A19	DQ37T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T110p	DIFFOUT_T110p	D19	DQ37T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T110n	DIFFOUT_T110n	C19	DQ37T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T111p	DIFFOUT_T111p	B21	DQS37T	DQS14T/CQ14T	DQ7T	DQ2T/CQn2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T111n	DIFFOUT_T111n	A21	DQSn37T	DQSn14T/DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T112p	DIFFOUT_T112p	E18	DQ38T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T112n	DIFFOUT_T112n	E19	DQ38T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T113p	DIFFOUT_T113p	C20	DQS38T	DQ14T/CQn14T	DQS7T/CQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T113n	DIFFOUT_T113n	D20	DQSn38T	DQ14T	DQSn7T/DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T114p	DIFFOUT_T114p	F20	DQ38T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T114n	DIFFOUT_T114n	E20	DQ38T	DQ14T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T115p	DIFFOUT_T115p	H18	DQ39T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T115n	DIFFOUT_T115n	G18	DQ39T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T116p	DIFFOUT_T116p	J19	DQ39T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T116n	DIFFOUT_T116n	J18	DQ39T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T117p	DIFFOUT_T117p	H19	DQS39T	DQS15T/CQ15T	DQ7T/CQn7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T117n	DIFFOUT_T117n	G19	DQSn39T	DQSn15T/DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T118p	DIFFOUT_T118p	M17	DQ40T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T118n	DIFFOUT_T118n	L18	DQ40T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T119p	DIFFOUT_T119p	M18	DQS40T	DQ15T/CQn15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_RX_T119n	DIFFOUT_T119n	N18	DQSn40T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T120p	DIFFOUT_T120p	N16	DQ40T	DQ15T	DQ7T	DQ2T									
8C	VREFB8CN0	IO			DIFFIO_TX_T120n	DIFFOUT_T120n	N17	DQ40T	DQ15T	DQ7T	DQ2T									
8A	VREFB8AN0	IO	CLK23p		DIFFIO_RX_T145p	DIFFOUT_T145p	G20	DQ49T	DQ16T	DQ8T										
8A	VREFB8AN0	IO	CLK23n		DIFFIO_RX_T145n	DIFFOUT_T145n	G21	DQ49T	DQ16T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T146p	DIFFOUT_T146p	J20	DQ49T	DQ16T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T146n	DIFFOUT_T146n	K20	DQ49T	DQ16T	DQ8T										
8A	VREFB8AN0	IO	CLK22p		DIFFIO_RX_T147p	DIFFOUT_T147p	K19	DQS49T	DQS16T/CQ16T	DQ8T										
8A	VREFB8AN0	IO	CLK22n		DIFFIO_RX_T147n	DIFFOUT_T147n	L19	DQSn49T	DQSn16T/DQ16T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T148p	DIFFOUT_T148p	H22	DQ50T	DQ16T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T148n	DIFFOUT_T148n	J22	DQ50T	DQ16T	DQ8T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT2,FPLL_TL_FBp,FPLL_TL_FB1"		DIFFIO_RX_T149p	DIFFOUT_T149p	G22	DQS50T	DQ16T/CQn16T	DQS8T/CQ8T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT3,FPLL_TL_FBn"		DIFFIO_RX_T149n	DIFFOUT_T149n	G23	DQSn50T	DQ16T	DQSn8T/DQ8T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB0"		DIFFIO_TX_T150p	DIFFOUT_T150p	H21	DQ50T	DQ16T	DQ8T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T150n	DIFFOUT_T150n	J21	DQ50T	DQ16T	DQ8T										
8A	VREFB8AN0	IO	CLK21p		DIFFIO_RX_T151p	DIFFOUT_T151p	D22	DQ51T	DQ17T	DQ8T										
8A	VREFB8AN0	IO	CLK21n		DIFFIO_RX_T151n	DIFFOUT_T151n	C22	DQ51T	DQ17T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T152p	DIFFOUT_T152p	E22	DQ51T	DQ17T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T152n	DIFFOUT_T152n	E21	DQ51T	DQ17T	DQ8T										
8A	VREFB8AN0	IO	CLK20p		DIFFIO_RX_T153p	DIFFOUT_T153p	B22	DQS51T	DQS17T/CQ17T	DQ8T/CQn8T										
8A	VREFB8AN0	IO	CLK20n		DIFFIO_RX_T153n	DIFFOUT_T153n	A22	DQSn51T	DQSn17T/DQ17T	DQ8T										
8A	VREFB8AN0	IO			DIFFIO_TX_T154p	DIFFOUT_T154p	B24	DQ52T	DQ17T	DQ8T										
