Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Emulated LVDS Output Channel	F780		
B8	VREFB8N0	IO			DIFFIO_T24p	J12		
B8	VREFB8N0	IO			DIFFIO_T23n	A10		
B8	VREFB8N0	IO		DATA4	DIFFIO_T23p	B10		
B8	VREFB8N0	IO			DIFFIO_T22n	G13		
B8	VREFB8N0	IO			DIFFIO_T22p	H13		
B8	VREFB8N0	IO			DIFFIO_T21n	C10		
B8	VREFB8N1	IO			DIFFIO_T21p	D10		
B8	VREFB8N1	IO			DIFFIO_T20n	E12		
B8	VREFB8N1	IO			DIFFIO_T20p	F12		
B8	VREFB8N1	IO			DIFFIO_T19n	E11		
B8	VREFB8N1	IO			DIFFIO_T19p	F11		
B8	VREFB8N1	IO			DIFFIO_T18n	A7		
B8	VREFB8N1	IO		DATA5	DIFFIO_T18p	B7		
B8	VREFB8N1	IO	VREFB8N1			G12		
B8	VREFB8N1	IO			DIFFIO_T17n	A6		
B8	VREFB8N1	IO		DATA6	DIFFIO_T17p	B6		
B8	VREFB8N1	IO			DIFFIO_T16n	G11		
B8	VREFB8N1	IO			DIFFIO_T16p	H12		
B8	VREFB8N1	IO		DATA7	DIFFIO_T15n	C11		
B8	VREFB8N1	IO			DIFFIO_T15p	D11		
B8	VREFB8N1	IO			DIFFIO_T14n	C9		
B8	VREFB8N1	IO			DIFFIO_T14p	D9		
B8	VREFB8N1	IO			DIFFIO_T13n	F10		
B8	VREFB8N1	IO			DIFFIO_T13p	G10		
B8	VREFB8N1	IO			DIFFIO_T12n	H10		
B8	VREFB8N1	IO			DIFFIO_T12p	J10		
B8	VREFB8N1	IO				E10		
B8	VREFB8N1	IO			DIFFIO_T11n	A8		
B8	VREFB8N1	IO			DIFFIO_T11p	B8		
B8	VREFB8N1	IO			DIFFIO_T10n	C8		
B8	VREFB8N2	IO			DIFFIO_T10p	D8		
B8	VREFB8N2	IO			DIFFIO_T9n	C7		
B8	VREFB8N2	IO			DIFFIO_T9p	D7		
B8	VREFB8N2	IO			DIFFIO_T8n	E7		
B8	VREFB8N2	IO			DIFFIO_T8p	D6		
B8	VREFB8N2	IO	VREFB8N2			G9		
B8	VREFB8N2	IO			DIFFIO_T7n	E8		
B8	VREFB8N2	IO			DIFFIO_T7p	F8		
B8	VREFB8N2	IO			DIFFIO_T6n	G8		
B8	VREFB8N2	IO			DIFFIO_T6p	H8		
B8	VREFB8N2	IO			DIFFIO_T5n	G7		
B8	VREFB8N2	IO			DIFFIO_T5p	F7		
B8	VREFB8N2	IO			DIFFIO_T4n	A4		
B8	VREFB8N2	IO			DIFFIO_T4p	B4		
B8	VREFB8N2	IO			DIFFIO_T3n	B3		
B8	VREFB8N2	IO			DIFFIO_T3p	A3		
B8	VREFB8N2	IO				C6		
B8	VREFB8N2	IO	PLL3_CLKOUTp			D5		
B8	VREFB8N2	IO	PLL3_CLKOUTn			C5		
B8	VREFB8N2	IO			DIFFIO_T2n	C4		
B8	VREFB8N2	IO			DIFFIO_T2p	D4		
B8	VREFB8N2	IO			DIFFIO_T1n	E4		
B8	VREFB8N2	IO			DIFFIO_T1p	E5		
B8	VREFB8N2	IO				C3		
		GND				K10		
		GND				K12		
		GND				K14		
		GND				K16		
		GND				K18		
		GND				K20		
		GND				L9		
		GND				L11		
		GND				L13		
		GND				L15		
		GND				L17		
		GND				L19		
		GND				M10		
		GND				M12		
		GND				M14		
		GND				M16		
		GND				M18		
		GND				M20		
		GND				N9		
		GND				N11		
		GND				N13		
		GND				N15		
		GND				N17		
		GND				N19		
		GND				P10		
		GND				P12		
		GND				P14		
		GND				P16		
		GND				P18		
		GND				P20		
		GND				R9		
		GND				R11		
		GND				R13		
		GND				R15		
		GND				R17		
		GND				R19		
		GND				T10		
		GND				T12		
		GND				T14		
		GND				T16		
		GND				T18		
		GND				T20		
		GND				U9		
		GND				U11		
		GND				U13		
		GND				U15		
		GND				U17		
		GND				U19		
		GND				V10		
		GND				V12		
		GND				V14		
		GND				V16		
		GND				V18		
		GND				V20		
		GND				W9		
		GND				W11		
		GND				W13		
		GND				W15		
		GND				W17		
		GND				W19		
		GND				AA2		
		GND				AA27		
		GND				AC6		
		GND				AC9		
		GND				AC13		
		GND				AC16		
		GND				AC20		
		GND				AC23		
		GND				AF1		
		GND				AF28		
		GND				AG2		
		GND				AG5		
		GND				AG9		
		GND				AG13		
		GND				AG16		
		GND				AG20		
		GND				AG24		
		GND				AG27		
		GND				B2		
		GND				B5		
		GND				B9		
		GND				B13		
		GND				B16		
		GND				B20		
		GND				B24		
		GND				B27		
		GND				C1		
		GND				C28		
		GND				F6		
		GND				F9		
		GND				F13		
		GND				F16		
		GND				F20		
		GND				F23		
		GND				H2		
		GND				H27		
		GND				J11		
		GND				J18		
		GND				K6		
		GND				K23		
		GND				N2		
		GND				N6		
		GND				N23		
		GND				N27		
		GND				T2		
		GND				T6		
		GND				T23		
		GND				T27		
		GND				W6		
		GND				W23		
		GND				Y11		
		GND				Y18		
		GND				H4		
		GND				H3		
		GND				L3		
		GND				L4		
		GND				AC4		
		GND				AC5		
		GNDA1				AA9		
		GNDA2				H20		
		GNDA3				H9		
		GNDA4				AA20		
		VCCD_PLL1				Y9		
		VCCD_PLL2				J20		
		VCCD_PLL3				J9		
		VCCD_PLL4				Y20		
		VCCIO1				B1		
		VCCIO1				H1		
		VCCIO1				K5		
		VCCIO1				N1		
		VCCIO1				N5		
		VCCIO2				AA1		
		VCCIO2				AG1		
		VCCIO2				T1		
		VCCIO2				T5		
		VCCIO2				W5		
		VCCIO3				AA11		
		VCCIO3				AD6		
		VCCIO3				AD9		
		VCCIO3				AD13		
		VCCIO3				AH2		
		VCCIO3				AH5		
		VCCIO3				AH9		
		VCCIO3				AH13		
		VCCIO4				AA18		
		VCCIO4				AD16		
		VCCIO4				AD20		
		VCCIO4				AD23		
		VCCIO4				AH16		
		VCCIO4				AH20		
		VCCIO4				AH24		
		VCCIO4				AH27		
		VCCIO5				AA28		
		VCCIO5				AG28		
		VCCIO5				T24		
		VCCIO5				T28		
		VCCIO5				W24		
		VCCIO6				B28		
		VCCIO6				H28		
		VCCIO6				K24		
		VCCIO6				N24		
		VCCIO6				N28		
		VCCIO7				A16		
		VCCIO7				A20		
		VCCIO7				A24		
		VCCIO7				A27		
		VCCIO7				E16		
		VCCIO7				E20		
		VCCIO7				E23		
		VCCIO7				H18		
		VCCIO8				A2		
		VCCIO8				A5		
		VCCIO8				A9		
		VCCIO8				A13		
		VCCIO8				E6		
		VCCIO8				E9		
		VCCIO8				E13		
		VCCIO8				H11		
		VCCA1				Y8		
		VCCA2				J21		
		VCCA3				J8		
		VCCA4				Y21		
		VCCINT				K9		
		VCCINT				K11		
		VCCINT				K13		
		VCCINT				K15		
		VCCINT				K17		
		VCCINT				K19		
		VCCINT				L10		
		VCCINT				L12		
		VCCINT				L14		
		VCCINT				L16		
		VCCINT				L18		
		VCCINT				L20		
		VCCINT				M9		
		VCCINT				M11		
		VCCINT				M13		
		VCCINT				M15		
		VCCINT				M17		
		VCCINT				M19		
		VCCINT				N10		
		VCCINT				N12		
		VCCINT				N14		
		VCCINT				N16		
		VCCINT				N18		
		VCCINT				N20		
		VCCINT				P9		
		VCCINT				P11		
		VCCINT				P13		
		VCCINT				P15		
		VCCINT				P17		
		VCCINT				P19		
		VCCINT				R10		
		VCCINT				R12		
		VCCINT				R14		
		VCCINT				R16		
		VCCINT				R18		
		VCCINT				R20		
		VCCINT				T9		
		VCCINT				T11		
		VCCINT				T13		
		VCCINT				T15		
		VCCINT				T17		
		VCCINT				T19		
		VCCINT				U10		
		VCCINT				U12		
		VCCINT				U14		
		VCCINT				U16		
		VCCINT				U18		
		VCCINT				U20		
		VCCINT				V9		
		VCCINT				V11		
		VCCINT				V13		
		VCCINT				V15		
		VCCINT				V17		
		VCCINT				V19		
		VCCINT				W10		
		VCCINT				W12		
		VCCINT				W14		
		VCCINT				W16		
		VCCINT				W18		
		VCCINT				W20		
								
Notes:								
"(1) If the p pin or n pin is not available for the package, the particular differential pair is not supported."								
"(2) For more information about pin definition and pin connection guidelines, refer to the "								
Cyclone 10 LP Device Family Pin Connection Guidelines.								
								
