Bank Number	VREF	Pin Name/Function	Optional Function(s)	Configuration Function	Emulated LVDS Output Channel	F780		
		VCCIO6				N24		
		VCCIO6				N28		
		VCCIO7				A16		
		VCCIO7				A20		
		VCCIO7				A24		
		VCCIO7				A27		
		VCCIO7				E16		
		VCCIO7				E20		
		VCCIO7				E23		
		VCCIO7				H18		
		VCCIO8				A2		
		VCCIO8				A5		
		VCCIO8				A9		
		VCCIO8				A13		
		VCCIO8				E6		
		VCCIO8				E9		
		VCCIO8				E13		
		VCCIO8				H11		
		NC				AA5		
		NC				AA6		
		NC				AA7		
		NC				AA12		
		NC				AA13		
		NC				AA14		
		NC				AA19		
		NC				AA21		
		NC				AA23		
		NC				AB10		
		NC				AB12		
		NC				AB14		
		NC				AB15		
		NC				AB18		
		NC				AB19		
		NC				AB21		
		NC				AB22		
		NC				AC10		
		NC				AC12		
		NC				AC14		
		NC				AC19		
		NC				AC22		
		NC				AD14		
		NC				AD19		
		NC				AD22		
		NC				AE26		
		NC				C3		
		NC				F7		
		NC				G7		
		NC				G8		
		NC				G10		
		NC				G11		
		NC				G19		
		NC				G20		
		NC				G21		
		NC				G22		
		NC				G23		
		NC				G24		
		NC				H8		
		NC				H10		
		NC				H12		
		NC				H14		
		NC				H15		
		NC				H16		
		NC				H17		
		NC				H19		
		NC				H21		
		NC				H22		
		NC				J5		
		NC				J6		
		NC				J7		
		NC				J10		
		NC				J12		
		NC				J13		
		NC				J14		
		NC				J15		
		NC				J16		
		NC				J17		
		NC				J19		
		NC				J23		
		NC				J24		
		NC				K7		
		NC				K8		
		NC				K21		
		NC				K22		
		NC				L6		
		NC				L7		
		NC				L8		
		NC				L21		
		NC				L22		
		NC				M7		
		NC				M8		
		NC				M23		
		NC				N8		
		NC				P21		
		NC				R7		
		NC				R21		
		NC				R22		
		NC				R23		
		NC				U21		
		NC				U22		
		NC				V5		
		NC				V6		
		NC				V7		
		NC				V8		
		NC				V21		
		NC				V22		
		NC				W4		
		NC				W7		
		NC				W8		
		NC				W21		
		NC				W22		
		NC				Y5		
		NC				Y6		
		NC				Y7		
		NC				Y12		
		NC				Y13		
		NC				Y14		
		NC				Y15		
		NC				Y16		
		NC				Y17		
		NC				Y22		
		NC				L4		
		NC				L3		
		NC				AC4		
		NC				AC5		
		VCCA1				Y8		
		VCCA2				J21		
		VCCA3				J8		
		VCCA4				Y21		
		VCCINT				K9		
		VCCINT				K11		
		VCCINT				K13		
		VCCINT				K15		
		VCCINT				K17		
		VCCINT				K19		
		VCCINT				L10		
		VCCINT				L12		
		VCCINT				L14		
		VCCINT				L16		
		VCCINT				L18		
		VCCINT				L20		
		VCCINT				M9		
		VCCINT				M11		
		VCCINT				M13		
		VCCINT				M15		
		VCCINT				M17		
		VCCINT				M19		
		VCCINT				N10		
		VCCINT				N12		
		VCCINT				N14		
		VCCINT				N16		
		VCCINT				N18		
		VCCINT				N20		
		VCCINT				P9		
		VCCINT				P11		
		VCCINT				P13		
		VCCINT				P15		
		VCCINT				P17		
		VCCINT				P19		
		VCCINT				R10		
		VCCINT				R12		
		VCCINT				R14		
		VCCINT				R16		
		VCCINT				R18		
		VCCINT				R20		
		VCCINT				T9		
		VCCINT				T11		
		VCCINT				T13		
		VCCINT				T15		
		VCCINT				T17		
		VCCINT				T19		
		VCCINT				U10		
		VCCINT				U12		
		VCCINT				U14		
		VCCINT				U16		
		VCCINT				U18		
		VCCINT				U20		
		VCCINT				V9		
		VCCINT				V11		
		VCCINT				V13		
		VCCINT				V15		
		VCCINT				V17		
		VCCINT				V19		
		VCCINT				W10		
		VCCINT				W12		
		VCCINT				W14		
		VCCINT				W16		
		VCCINT				W18		
		VCCINT				W20		
								
Notes:								
"(1) If the p pin or n pin is not available for the package, the particular differential pair is not supported."								
"(2) For more information about pin definition and pin connection guidelines, refer to the "								
Cyclone 10 LP Device Family Pin Connection Guidelines.								
